zona,enderecos_lista,aluguel,area_m²,quartos
norte,"Rua Joaquim Oliveira Freitas, Vila Mangalot, São Paulo Zona Norte, São Paulo",1100,44,1
norte,"Avenida Inajar De Souza, Limão, São Paulo Zona Norte, São Paulo",2200,58,2
norte,"Rua Franklin Do Amaral, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",4000,174,3
norte,"Rua Aureliano Leal, Água Fria, São Paulo Zona Norte, São Paulo",1300,80,2
norte,"Rua Duarte De Azevedo, Santana, São Paulo Zona Norte, São Paulo",1800,45,1
norte,"Rua Coronel Chananeco, Jardim São Paulo, São Paulo Zona Norte, São Paulo",6010,250,4
norte,"Rua Plínio Colas, Lauzane Paulista, São Paulo Zona Norte, São Paulo",1400,65,2
norte,"Rua Luís Martins, Jardim Peri, São Paulo Zona Norte, São Paulo",10000,300,4
norte,"Rua Agente Gomes, Jardim São Paulo, São Paulo Zona Norte, São Paulo",1750,90,2
norte,"Rua Thomaz Antônio Villani, Vila Santa Maria, São Paulo Zona Norte, São Paulo",1100,48,2
norte,"Avenida Júlio Buono, Vila Gustavo, São Paulo Zona Norte, São Paulo",1600,50,2
norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1800,50,1
norte,"Rua Adalberto Kurt, Jardim Peri, São Paulo Zona Norte, São Paulo",2300,60,2
norte,"Rua Arisugawa, Jardim Japão, São Paulo Zona Norte, São Paulo",1800,75,2
norte,"Rua Doutor Ângelo Vita, Vila Zilda, São Paulo Zona Norte, São Paulo",2975,180,3
norte,"Rua Caraputinga, Vila América, São Paulo Zona Norte, São Paulo",9900,435,3
norte,"Avenida Clavásio Alves Da Silva, Vila Siqueira (zona Norte), São Paulo Zona Norte, São Paulo",3000,44,2
norte,"Rua Madrigais, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",1250,40,1
norte,"Rua Tapiraí, Vila Isolina Mazzei, São Paulo Zona Norte, São Paulo",2700,72,3
norte,"Avenida Inajar De Souza, Limão, São Paulo Zona Norte, São Paulo",1670,48,2
norte,"Rua Pestana, Vila Guaca, São Paulo Zona Norte, São Paulo",2000,64,2
norte,"Rua Antônio Campêlo, Vila Vitório Mazzei, São Paulo Zona Norte, São Paulo",1300,51,2
norte,"Rua Cabo José Da Silva, Parque Novo Mundo, São Paulo Zona Norte, São Paulo",1650,53,2
norte,"Rua José Bernardo Pinto, Vila Guilherme, São Paulo Zona Norte, São Paulo",2820,300,4
norte,"Rua Professor Belfort Roxo, Vila Pereira Barreto, São Paulo Zona Norte, São Paulo",1400,80,2
norte,"Rua Jovita, Santana, São Paulo Zona Norte, São Paulo",1500,60,2
norte,"Rua Rio Verde, Vila Bruna, São Paulo Zona Norte, São Paulo",1260,60,2
norte,"Rua Carlos Camargo Aranha, Jardim São Paulo, São Paulo Zona Norte, São Paulo",3700,74,2
norte,"Rua Itaici, Santa Teresinha, São Paulo Zona Norte, São Paulo",2260,59,3
norte,"Rua Do Tramway, Tucuruvi, São Paulo Zona Norte, São Paulo",1500,75,2
norte,"Rua Itaxama, Vila Mangalot, São Paulo Zona Norte, São Paulo",1400,60,3
norte,"Rua Manoel Martins Da Rocha, Vila Mangalot, São Paulo Zona Norte, São Paulo",1000,50,2
norte,"Rua Manoel Martins Da Rocha, Vila Mangalot, São Paulo Zona Norte, São Paulo",1000,50,2
norte,"Rua Guaranésia, Vila Maria Baixa, São Paulo Zona Norte, São Paulo",3000,80,3
norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1380,24,1
norte,"Rua Desembargador Euclides Da Silveira, Casa Verde, São Paulo Zona Norte, São Paulo",2290,49,1
norte,"Rua Henrique Mazzei, Vila Isolina Mazzei, São Paulo Zona Norte, São Paulo",1900,173,2
norte,"Rua Assituas, Jardim Brasil, São Paulo Zona Norte, São Paulo",2650,119,3
norte,"Rua Jacarapinima, Parque Mandaqui, São Paulo Zona Norte, São Paulo",2500,180,3
norte,"Rua Narita, Jardim Japão, São Paulo Zona Norte, São Paulo",1900,100,2
norte,"Avenida Elísio Teixeira Leite, Vila Brasilândia, São Paulo Zona Norte, São Paulo",2250,59,2
norte,"Rua Edmundo Kirmayr, Vila Roque, São Paulo Zona Norte, São Paulo",2300,57,3
norte,"Rua Guiomar Da Rocha, Casa Verde Média, São Paulo Zona Norte, São Paulo",1610,72,2
norte,"Rua Comendador Joaquim Monteiro, Santana, São Paulo Zona Norte, São Paulo",1750,58,2
norte,"Rua Jornalista Octávio Ribeiro - Pena Branca, Vila Bela Vista (capital Zona Norte), São Paulo Zona Norte, São Paulo",2550,53,2
norte,"Avenida Manoel Pedro Pímentel, Jardim Peri, São Paulo Zona Norte, São Paulo",2000,64,3
norte,"Rua Raul Dias, Parque Mandaqui, São Paulo Zona Norte, São Paulo",2890,76,3
norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",1700,22,1
norte,"Rua Francisco Shigueki Nomura, Imirim, São Paulo Zona Norte, São Paulo",550,15,1
norte,"Rua Santo Ubaldo, Vila Palmeiras, São Paulo Zona Norte, São Paulo",2200,52,2
norte,"Rua Manuel De Andrade, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",1700,150,1
norte,"Rua Piracema, Santa Teresinha, São Paulo Zona Norte, São Paulo",1326,50,2
norte,"Rua Sargento Agostinho Ferreira, Vila Maria Alta, São Paulo Zona Norte, São Paulo",3000,160,3
norte,"Avenida Elísio Teixeira Leite, Vila Brasilândia, São Paulo Zona Norte, São Paulo",1530,64,2
norte,"Rua Alto De Montalegre, Lauzane Paulista, São Paulo Zona Norte, São Paulo",2430,130,3
norte,"Rua Bela Vista Do Paraíso, Vila Palmeiras, São Paulo Zona Norte, São Paulo",1500,75,2
norte,"Rua Paranabi, Tucuruvi, São Paulo Zona Norte, São Paulo",1880,44,2
norte,"Rua Borges Ladário, Parada Inglesa, São Paulo Zona Norte, São Paulo",2850,85,2
norte,"Rua Irineu Morato, Casa Verde Alta, São Paulo Zona Norte, São Paulo",2500,122,2
norte,"Rua Estela Fidalgo, Vila Dom Pedro Ii, São Paulo Zona Norte, São Paulo",1780,200,2
norte,"Rua Alfredo Pujol, Santana, São Paulo Zona Norte, São Paulo",1880,50,2
norte,"Rua Verona, Vila Dom Pedro Ii, São Paulo Zona Norte, São Paulo",3400,150,4
norte,"Rua Antônio Campêlo, Vila Vitório Mazzei, São Paulo Zona Norte, São Paulo",1550,51,2
norte,"Rua Heliodora, Santana, São Paulo Zona Norte, São Paulo",2130,70,2
norte,"Rua Antônio Flaquer, Barro Branco, São Paulo Zona Norte, São Paulo",1200,71,2
norte,"Rua Angelo Richiutti, Jardim Paraíso, São Paulo Zona Norte, São Paulo",3000,130,3
norte,"Rua Doutor Heitor Nascimento, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",1440,64,2
norte,"Rua Manoel Martins Da Rocha, Vila Mangalot, São Paulo Zona Norte, São Paulo",1000,50,2
norte,"Rua Franklin Do Amaral, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",2500,200,2
norte,"Avenida Raimundo Pereira De Magalhães, Jardim Peri, São Paulo Zona Norte, São Paulo",1650,50,2
norte,"Rua Manoel Martins Da Rocha, Vila Mangalot, São Paulo Zona Norte, São Paulo",1000,50,2
norte,"Rua Manoel Martins Da Rocha, Vila Mangalot, São Paulo Zona Norte, São Paulo",1000,50,2
norte,"Rua Belchior De Ordas, Vila Leonor, São Paulo Zona Norte, São Paulo",5460,180,3
sul,"Rua Pires Da Mota, Aclimação, São Paulo Zona Sul, São Paulo",1100,50,1
sul,"Avenida Giovanni Gronchi, Vila Andrade, São Paulo Zona Sul, São Paulo",1800,111,3
sul,"Rua Oliveira Melo, Vila São José, São Paulo Zona Sul, São Paulo",1500,100,2
sul,"Rua Bassi, Vila Constança, São Paulo Zona Sul, São Paulo",927,63,2
sul,"Rua Potunduva, Vila Mariana, São Paulo Zona Sul, São Paulo",1600,90,2
sul,"Rua Maria Aparecida Pinto, Vila Constança, São Paulo Zona Sul, São Paulo",960,40,1
sul,"Rua Clímaco Barbosa, Cambuci, São Paulo Zona Sul, São Paulo",1500,35,1
sul,"Rua Francisco José Da Silva, Vila Andrade, São Paulo Zona Sul, São Paulo",1650,38,1
sul,"Rua Francisco Siracusa, Parque Fongaro, São Paulo Zona Sul, São Paulo",950,50,1
sul,"Rua Professor Aprígio Gonzaga, São Judas, São Paulo Zona Sul, São Paulo",1340,75,1
sul,"Rua Assungui, Vila Gumercindo, São Paulo Zona Sul, São Paulo",1450,45,1
sul,"Rua Ferrúcio Dupré, Vila Friburgo, São Paulo Zona Sul, São Paulo",960,21,1
sul,"Rua Vergueiro, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",650,17,1
sul,"Rua Barão De Santa Eulalia, 150, Real Parque, São Paulo Zona Sul, São Paulo",5000,280,4
sul,"Rua Caramuru, 417, Saúde, São Paulo Zona Sul, São Paulo",5000,47,
sul,"Alameda Vicente Pinzon, 144, Vila Olímpia, São Paulo Zona Sul, São Paulo",5000,88,
sul,"Avenida Adolfo Pinheiro, 1720, Santo Amaro, São Paulo Zona Sul, São Paulo",5000,150,
sul,"Rua Napoleão De Barros, Vila Clementino, São Paulo Zona Sul, São Paulo",2400,50,1
sul,"Avenida Miguel Estéfno, Saúde, São Paulo Zona Sul, São Paulo",1339,60,2
sul,"Avenida Carlos Liviero, Vila Liviero, São Paulo Zona Sul, São Paulo",1350,48,2
sul,"Alto Da Boa Vista, São Paulo Zona Sul, São Paulo",5000,160,3
sul,"Rua Coronel Luiz Schimidt 59, Vila Das Belezas, São Paulo Zona Sul, São Paulo",151900,28,1
sul,"Rua Pelotas, Vila Mariana, São Paulo Zona Sul, São Paulo",1300,63,2
sul,"Rua Vigário Taques Bitencourt, Santo Amaro, São Paulo Zona Sul, São Paulo",1670,54,2
sul,"Rua Agudos, Vila Monumento, São Paulo Zona Sul, São Paulo",1600,60,2
sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2200,97,3
sul,"Avenida Engenheiro José Salles, Socorro, São Paulo Zona Sul, São Paulo",1550,74,3
sul,"Rua Coriolano Durand, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",2430,104,3
sul,"Avenida Cupecê, Jardim Prudência, São Paulo Zona Sul, São Paulo",1236,30,1
sul,"Avenida Giovanni Gronchi, Morumbi, São Paulo Zona Sul, São Paulo",6000,400,4
sul,"Rua Piranchin, Santo Amaro, São Paulo Zona Sul, São Paulo",980,20,1
sul,"Rua Edvard Carmilo, Jardim Celeste, São Paulo Zona Sul, São Paulo",1350,43,2
sul,"Rua Paulo Eiró, Santo Amaro, São Paulo Zona Sul, São Paulo",1800,38,1
sul,"Rua Franklin Magalhães, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",1900,62,3
sul,"Rua Quatá, Vila Olímpia, São Paulo Zona Sul, São Paulo",2750,24,1
sul,"Avenida Giovanni Gronchi, Vila Andrade, São Paulo Zona Sul, São Paulo",1950,49,1
sul,"Rua Doutor Nicolau De Sousa Queirós, Vila Mariana, São Paulo Zona Sul, São Paulo",1600,60,2
sul,"Rua Antônio Venturi, Vila Sônia, São Paulo Zona Sul, São Paulo",1210,43,1
sul,"Rua Henri Dunant, Santo Amaro, São Paulo Zona Sul, São Paulo",4450,53,1
sul,"Rua Santa, Vila Mascote, São Paulo Zona Sul, São Paulo",1430,70,2
sul,"Rua Nossa Senhora Das Mercês, Vila Das Mercês, São Paulo Zona Sul, São Paulo",1280,74,2
sul,"Rua Nova York, Brooklin Paulista, São Paulo Zona Sul, São Paulo",5100,62,2
sul,"Rua Diogo Vaz, Cambuci, São Paulo Zona Sul, São Paulo",1200,46,1
sul,"Rua Doutor Guilherme Bannitz, Itaim Bibi, São Paulo Zona Sul, São Paulo",3700,42,1
sul,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",2500,56,2
sul,"Rua Salvador Rosa, Jardim Previdência, São Paulo Zona Sul, São Paulo",1190,34,1
sul,"Rua Almadém, Vila Andrade, São Paulo Zona Sul, São Paulo",2241,63,2
sul,"Avenida Doutor Gentil De Moura, Ipiranga, São Paulo Zona Sul, São Paulo",1890,47,2
sul,"Rua Silva Bueno, Ipiranga, São Paulo Zona Sul, São Paulo",1611,83,2
sul,"Rua Adolfo Reile, Jardim Celeste, São Paulo Zona Sul, São Paulo",1400,72,3
sul,"Alameda Itu, Jardim Paulista, São Paulo Zona Sul, São Paulo",3500,42,1
sul,"Rua Caramuru, Saúde, São Paulo Zona Sul, São Paulo",2200,60,2
sul,"Avenida Presidente Juscelino Kubitschek, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",6300,82,2
sul,"Rua João Álvares Soares, Campo Belo, São Paulo Zona Sul, São Paulo",4500,230,2
sul,"Avenida Santo Amaro, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2200,40,1
sul,"Rua Emboabas, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3500,140,3
sul,"Rua Coronel Luís Barroso, Santo Amaro, São Paulo Zona Sul, São Paulo",1900,33,1
sul,"Rua Sócrates, Vila Sofia, São Paulo Zona Sul, São Paulo",2200,85,3
sul,"Rua Derval, Vila Mascote, São Paulo Zona Sul, São Paulo",4000,150,3
sul,"Rua Lord Cockrane, Ipiranga, São Paulo Zona Sul, São Paulo",1800,73,2
sul,"Rua Cocais, Jardim Oriental, São Paulo Zona Sul, São Paulo",1500,70,2
sul,"Alameda Santo Amaro, Santo Amaro, São Paulo Zona Sul, São Paulo",1700,68,2
sul,"Praça Monteiro Dos Santos, Vila Mariana, São Paulo Zona Sul, São Paulo",3780,68,2
sul,"Rua Tabapuã, Itaim Bibi, São Paulo Zona Sul, São Paulo",4400,110,2
sul,"Rua Júpiter, Aclimação, São Paulo Zona Sul, São Paulo",4800,185,4
sul,"Rua Das Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",2500,57,2
sul,"Rua Alexandre Dumas, Chácara Santo Antônio, São Paulo Zona Sul, São Paulo",2400,50,2
sul,"Rua Leopoldo Couto De Magalhães Júnior, Itaim Bibi, São Paulo Zona Sul, São Paulo",5495,65,2
sul,"Rua Cesário Ramalho, Cambuci, São Paulo Zona Sul, São Paulo",1940,54,2
sul,"Avenida Doutor Mário Vilas Boas Rodrigues, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",3200,80,2
sul,"Rua Doutor Carlos Augusto De Campos, Santo Amaro, São Paulo Zona Sul, São Paulo",1999,40,1
sul,"Rua Pedro Gomes Cardim, Vila Progredior, São Paulo Zona Sul, São Paulo",1658,80,4
sul,"Rua Doutor José Áureo Bustamante, Santo Amaro, São Paulo Zona Sul, São Paulo",7750,120,3
sul,"Avenida Lacerda Franco, Cambuci, São Paulo Zona Sul, São Paulo",2450,165,4
sul,"Avenida Fagundes Filho, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",1700,50,2
sul,"Rua Santa Justina, Vila Olímpia, São Paulo Zona Sul, São Paulo",4800,86,2
sul,"Rua Estela, Vila Mariana, São Paulo Zona Sul, São Paulo",1500,40,1
sul,"Avenida Fagundes Filho, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",1500,61,2
sul,"Rua Itamira, Vila Andrade, São Paulo Zona Sul, São Paulo",2500,190,3
sul,"Praça Nami Jafet, Ipiranga, São Paulo Zona Sul, São Paulo",2950,65,2
sul,"Rua Eça De Queiróz 720, Vila Mariana, São Paulo Zona Sul, São Paulo",3900,125,3
sul,"Rua Francisco Felippe Agosti, Vila Inglesa, São Paulo Zona Sul, São Paulo",1000,50,2
sul,"Alameda Jauaperi, Moema, São Paulo Zona Sul, São Paulo",2217,40,1
sul,"Rua Mercedes Salano Castineiras, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",1200,70,2
sul,"Rua Castro Alves, Aclimação, São Paulo Zona Sul, São Paulo",1350,29,1
sul,"Rua Vergueiro, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",2530,67,3
sul,"Travessa Doutor Ezequiel Antunes De Oliveira, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",6500,92,2
sul,"Rua Anny, São João Climaco, São Paulo Zona Sul, São Paulo",1600,63,3
sul,"Rua Alves De Siqueira, Santo Amaro, São Paulo Zona Sul, São Paulo",2800,163,4
sul,"Rua Tenente Mauro De Miranda, Jabaquara, São Paulo Zona Sul, São Paulo",1500,40,1
sul,"Avenida Dos Carinás, Indianópolis, São Paulo Zona Sul, São Paulo",2400,27,1
sul,"Rua Coronel Conrado Siqueira Campos, Jardim Das Acácias, São Paulo Zona Sul, São Paulo",2700,120,3
sul,"Rua Elisa Silveira, Vila Santo Estéfano, São Paulo Zona Sul, São Paulo",7000,130,4
sul,"Avenida Miguel Estéfno, Saúde, São Paulo Zona Sul, São Paulo",2500,225,2
sul,"Avenida João Barreto De Menezes, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",2200,80,2
sul,"Rua Coriolano Durand, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",3000,75,2
sul,"Rua Cruz E Souza, Aclimação, São Paulo Zona Sul, São Paulo",1980,45,1
sul,"Rua Paracatu, Parque Imperial, São Paulo Zona Sul, São Paulo",1648,80,2
sul,"Rua Itaipu, Mirandópolis, São Paulo Zona Sul, São Paulo",1900,52,1
sul,"Rua Dom Vilares, Vila Das Mercês, São Paulo Zona Sul, São Paulo",1900,56,2
sul,"Rua Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",3300,48,1
sul,"Rua Leonardo Cerveira Varandas, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",4800,144,4
sul,"Rua Nossa Senhora Da Saude, Vila Das Mercês, São Paulo Zona Sul, São Paulo",1800,69,2
sul,"Rua Doutor Chibata Miyakoshi, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",2800,330,4
sul,"Avenida Eugênio Bartolomai, Jardim Santa Helena, São Paulo Zona Sul, São Paulo",3800,150,5
sul,"Alameda Dos Araés, Planalto Paulista, São Paulo Zona Sul, São Paulo",8000,157,3
sul,"Rua Doutor Nicolau De Sousa Queirós, Vila Mariana, São Paulo Zona Sul, São Paulo",2290,68,2
sul,"Rua Coronel Luís Barroso, Santo Amaro, São Paulo Zona Sul, São Paulo",1960,31,1
sul,"Rua Alexandre Levi, Cambuci, São Paulo Zona Sul, São Paulo",1522,50,2
sul,"Rua Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",6600,81,2
sul,"Rua Tenente Ubirajara Monory, Jabaquara, São Paulo Zona Sul, São Paulo",1830,55,2
sul,"Avenida Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2100,43,1
sul,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",1955,37,1
sul,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",2400,104,2
sul,"Rua Bela Cintra, Cidade Júlia, São Paulo Zona Sul, São Paulo",2500,50,1
sul,"Rua Nicola Rollo, Vila Andrade, São Paulo Zona Sul, São Paulo",6000,143,3
sul,"Rua Lino Guedes, Vila Brasílio Machado, São Paulo Zona Sul, São Paulo",1800,70,2
sul,"Rua General Gastão Goulart, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",1050,50,1
sul,"Rua Ilíria, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",1200,90,1
sul,"Rua Manuel Da Nóbrega, Paraíso, São Paulo Zona Sul, São Paulo",2800,45,1
sul,"Rua Viradouro, Itaim Bibi, São Paulo Zona Sul, São Paulo",4200,88,2
sul,"Rua Ilíria, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",1200,50,1
sul,"Avenida Ramalho Ortigão, Vila Gumercindo, São Paulo Zona Sul, São Paulo",2000,106,3
sul,"Rua Mercedes Salano Castineiras, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",1220,60,2
sul,"Rua Gutemberg, Vila Congonhas, São Paulo Zona Sul, São Paulo",1800,68,2
sul,"Rua Alexandre Levi, Cambuci, São Paulo Zona Sul, São Paulo",2362,49,2
sul,"Avenida Professor Francisco Morato, Vila Sônia, São Paulo Zona Sul, São Paulo",3000,82,3
sul,"Rua Celso Ramos, Vila Andrade, São Paulo Zona Sul, São Paulo",1903,66,2
sul,"Rua Do Manifesto, Ipiranga, São Paulo Zona Sul, São Paulo",1800,61,3
sul,"Rua Itapiru, Saúde, São Paulo Zona Sul, São Paulo",2500,80,2
sul,"Av. Patente, 193 - Jardim Patente, Jardim Patente, São Paulo Zona Sul, São Paulo",1890,60,2
sul,"Alameda Dos Jurupis, Indianópolis, São Paulo Zona Sul, São Paulo",4080,94,2
sul,"Rua André Fernandes, Jardim Paulista, São Paulo Zona Sul, São Paulo",9700,47,2
sul,"Rua Deputado Laércio Corte, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",5064,85,1
sul,"Rua Dos Democratas, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",2400,58,2
sul,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo Zona Sul, São Paulo",2024,26,1
sul,"Rua Gaspar Lourenço, Vila Mariana, São Paulo Zona Sul, São Paulo",2970,45,2
sul,"Rua Cônego José Norberto, Vila Brasílio Machado, São Paulo Zona Sul, São Paulo",7000,103,3
sul,"Rua Coronel Francisco De Oliveira Simões, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",2500,83,2
sul,"Rua Ibituruna, São Judas, São Paulo Zona Sul, São Paulo",2393,70,2
sul,"Rua Benta Pereira, Ipiranga, São Paulo Zona Sul, São Paulo",2052,90,3
sul,"Rua Debret, Vila São José, São Paulo Zona Sul, São Paulo",1807,40,1
sul,"Rua Alba, Vila Parque Jabaquara, São Paulo Zona Sul, São Paulo",1341,65,2
sul,"Rua Manuel Da Nóbrega, Paraíso, São Paulo Zona Sul, São Paulo",7200,130,2
sul,"Rua Engenheiro Armando De Virgiliis, Vila Mariana, São Paulo Zona Sul, São Paulo",3261,58,2
sul,"Rua Iaiá, Itaim Bibi, São Paulo Zona Sul, São Paulo",5000,66,2
sul,"Avenida Bosque Da Saúde, Saúde, São Paulo Zona Sul, São Paulo",6000,177,3
sul,"Rua Costa Aguiar, Ipiranga, São Paulo Zona Sul, São Paulo",6000,350,3
sul,"Rua Maria Figueiredo, Paraíso, São Paulo Zona Sul, São Paulo",6000,115,3
sul,"Avenida Damasceno Vieira, Vila Mascote, São Paulo Zona Sul, São Paulo",2700,93,3
sul,"Avenida Doutor Silva Melo, Jardim Taquaral, São Paulo Zona Sul, São Paulo",2000,65,2
sul,"Rua Marcos Lopes, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",7500,82,1
sul,"Rua Dias De Toledo, Saúde, São Paulo Zona Sul, São Paulo",4100,71,2
sul,"Rua Casa Do Ator, Vila Olímpia, São Paulo Zona Sul, São Paulo",2195,90,3
sul,"Rua Caravelas, Vila Mariana, São Paulo Zona Sul, São Paulo",4300,67,2
sul,"Rua Guaiana, Jardim Clímax, São Paulo Zona Sul, São Paulo",1122,52,1
sul,"Rua Guararapes, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3200,100,3
sul,"Rua Itacoarati, Vila Nair, São Paulo Zona Sul, São Paulo",1350,32,1
sul,"Rua Viaza, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",2680,81,2
sul,"Rua Marselhesa, Vila Mariana, São Paulo Zona Sul, São Paulo",3355,34,1
sul,"Rua Praia Do Castelo, Vila Mascote, São Paulo Zona Sul, São Paulo",2500,73,2
sul,"Rua Cesar Vallejo, Real Parque, São Paulo Zona Sul, São Paulo",2250,35,1
sul,"Avenida Mascote, Vila Mascote, São Paulo Zona Sul, São Paulo",2360,41,1
sul,"Rua Marselhesa, Vila Mariana, São Paulo Zona Sul, São Paulo",2360,39,1
sul,"Rua Thomás Deloney, Santo Amaro, São Paulo Zona Sul, São Paulo",4950,165,4
sul,"Rua Castro Alves, Aclimação, São Paulo Zona Sul, São Paulo",2500,38,1
sul,"Avenida Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3830,70,1
sul,"Avenida Miruna, Indianópolis, São Paulo Zona Sul, São Paulo",1470,36,1
sul,"Rua Doutor Ferreira Lopes, Vila Sofia, São Paulo Zona Sul, São Paulo",2500,70,3
sul,"Avenida Da Aclimação, Aclimação, São Paulo Zona Sul, São Paulo",2350,52,1
sul,"Avenida Giovanni Gronchi, Vila Andrade, São Paulo Zona Sul, São Paulo",3300,77,2
sul,"Rua Tuim, Vila Uberabinha, São Paulo Zona Sul, São Paulo",2200,36,1
sul,"Rua Visconde De Inhaúma, Vila Da Saúde, São Paulo Zona Sul, São Paulo",2040,42,1
sul,"Rua Das Perobas, Vila Parque Jabaquara, São Paulo Zona Sul, São Paulo",2100,65,2
sul,"Avenida Mascote, Vila Mascote, São Paulo Zona Sul, São Paulo",3399,80,3
sul,"Avenida Portugal, Santo Amaro, São Paulo Zona Sul, São Paulo",3000,65,2
sul,"Rua Pero Neto, Saúde, São Paulo Zona Sul, São Paulo",1326,16,1
sul,"Avenida Do Estado, Cambuci, São Paulo Zona Sul, São Paulo",1545,33,1
sul,"Rua Quatá, Vila Olímpia, São Paulo Zona Sul, São Paulo",4000,56,1
sul,"Avenida Dos Eucaliptos, Indianópolis, São Paulo Zona Sul, São Paulo",5480,60,2
sul,"Rua Doutor Nicolau De Sousa Queirós, Vila Mariana, São Paulo Zona Sul, São Paulo",1500,55,2
sul,"Rua Alencar Araripe, Jardim Santa Cruz (sacomã), São Paulo Zona Sul, São Paulo",1100,55,2
sul,"Rua Acruás, Vila Congonhas, São Paulo Zona Sul, São Paulo",6000,280,3
sul,"Rua Gabriele Dannunzio, Campo Belo, São Paulo Zona Sul, São Paulo",3094,45,1
sul,"Rua César Vallejo, Real Parque, São Paulo Zona Sul, São Paulo",1997,35,1
sul,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",6300,166,3
sul,"Rua Soberana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",4300,64,2
sul,"Rua José Batista Pereira, Campo Belo, São Paulo Zona Sul, São Paulo",6500,155,4
sul,"Avenida Santo Amaro, 3131 - Brooklin, São Paulo - Sp, Brasil, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3800,41,1
sul,"Rua Pequetita, Vila Olímpia, São Paulo Zona Sul, São Paulo",2929,47,1
sul,"Avenida Doutor Silva Melo, Jardim Taquaral, São Paulo Zona Sul, São Paulo",1795,72,3
sul,"Rua Pedro Pomponazzi, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",6840,194,3
sul,"Rua Domingos Olímpio, Vila Sônia, São Paulo Zona Sul, São Paulo",2500,96,3
sul,"Rua Vergueiro, Vila Mariana, São Paulo Zona Sul, São Paulo",4500,100,3
sul,"Rua Princesa Isabel, Brooklin Paulista, São Paulo Zona Sul, São Paulo",12000,327,4
sul,"Travessa Deocleciano Fonseca, São Judas, São Paulo Zona Sul, São Paulo",1530,30,1
sul,"Rua Arlindo Veiga Dos Santos, Parque Residencial Julia, São Paulo Zona Sul, São Paulo",2200,82,3
sul,"Avenida Barão De Monte-mór, Real Parque, São Paulo Zona Sul, São Paulo",2700,96,3
sul,"Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo Zona Sul, São Paulo",4000,186,3
sul,"Rua Damásio Rodrigues Gomes, Jardim Cidália, São Paulo Zona Sul, São Paulo",1100,48,1
sul,"Rua Da União, Vila Mariana, São Paulo Zona Sul, São Paulo",2400,79,3
sul,"Rua Jacques Félix, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",13000,275,3
