zona,enderecos_lista,aluguel,area_m²,quartos
sul,"Rua Lima E Silva, Ipiranga, São Paulo Zona Sul, São Paulo",2200,65,2
sul,"Rua Ribeiro Do Vale, Brooklin Paulista, São Paulo Zona Sul, São Paulo",10000,200,3
sul,"Rua Benjamin Costa, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",3000,100,3
sul,"Rua Tenente Gomes Ribeiro, Vila Clementino, São Paulo Zona Sul, São Paulo",1953,39,1
sul,"Rua Visconde Da Luz, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4000,98,2
sul,"Rua Visconde De Inhaúma, Vila Da Saúde, São Paulo Zona Sul, São Paulo",1942,37,1
sul,"Rua Galeno De Castro, Jurubatuba, São Paulo Zona Sul, São Paulo",1475,34,2
sul,"Av. Pres. Juscelino Kubitschek, 1545 - Vila Nova Conceição, São Paulo - Sp, Brasil, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",6750,55,1
sul,"Rua José Antônio Martins, Vila São Paulo, São Paulo Zona Sul, São Paulo",2625,120,3
sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",5500,176,3
sul,"Rua Alexandre Levi, Cambuci, São Paulo Zona Sul, São Paulo",1890,67,3
sul,"Rua Santa Justina, Vila Olímpia, São Paulo Zona Sul, São Paulo",3200,43,1
sul,"Rua César Marengo, Vila Campo Grande, São Paulo Zona Sul, São Paulo",2369,70,2
sul,"Rua Pelotas, Vila Mariana, São Paulo Zona Sul, São Paulo",1300,60,2
sul,"Avenida Santo Albano, Vila Vera, São Paulo Zona Sul, São Paulo",2100,65,3
sul,"Rua Damásio Rodrigues Gomes, Jardim Cidália, São Paulo Zona Sul, São Paulo",1200,48,1
sul,"Rua Damásio Rodrigues Gomes, Jardim Cidália, São Paulo Zona Sul, São Paulo",1200,48,1
sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",3978,97,2
sul,"Rua Doutor Francisco José Longo, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2600,60,2
sul,"Avenida Rouxinol, Indianópolis, São Paulo Zona Sul, São Paulo",4500,96,2
sul,"Alameda Dos Aicás, Indianópolis, São Paulo Zona Sul, São Paulo",3000,45,1
sul,"Rua Inhambu, Vila Uberabinha, São Paulo Zona Sul, São Paulo",4000,117,3
sul,"Rua Doutor Fadlo Haidar, Vila Olímpia, São Paulo Zona Sul, São Paulo",3468,43,1
sul,"Rua Gama Lobo, Vila Dom Pedro I, São Paulo Zona Sul, São Paulo",2200,40,1
sul,"Rua Francisco José Da Silva, Vila Andrade, São Paulo Zona Sul, São Paulo",2800,38,1
sul,"Rua Vapabussu, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",4870,218,3
sul,"Avenida Cupecê, Jardim Prudência, São Paulo Zona Sul, São Paulo",1800,50,2
sul,"Rua Soberana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",4080,64,2
sul,"Rua Ingles De Sousa, Jardim Da Glória, São Paulo Zona Sul, São Paulo",2750,68,2
sul,"Rua Deputado João Sussumu Hirata, Vila Andrade, São Paulo Zona Sul, São Paulo",2550,65,2
sul,"Rua Conde De Itu, Jardim Santo Amaro, São Paulo Zona Sul, São Paulo",4000,80,2
sul,"Avenida Lins De Vasconcelos, Vila Mariana, São Paulo Zona Sul, São Paulo",4400,74,3
sul,"Avenida Doutor Mário Vilas Boas Rodrigues, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",4500,100,2
sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",1720,29,1
sul,"Rua Nelson Fernandes, Cidade Vargas, São Paulo Zona Sul, São Paulo",1237,18,1
sul,"Rua Ribeiroles, Parque Jabaquara, São Paulo Zona Sul, São Paulo",3600,128,3
sul,"Rua Clementine Brenne, Paraisópolis, São Paulo Zona Sul, São Paulo",5000,445,4
sul,"Avenida Miguel Yunes, Usina Piratininga, São Paulo Zona Sul, São Paulo",1800,44,1
sul,"Rua Das Camélias, Mirandópolis, São Paulo Zona Sul, São Paulo",2400,65,1
sul,"Rua Doutor Rubens Gomes Bueno, Várzea De Baixo, São Paulo Zona Sul, São Paulo",4550,95,3
sul,"Rua Domingos De Morais, Vila Mariana, São Paulo Zona Sul, São Paulo",2200,40,2
sul,"Rua Professor Vilalva Júnior, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",3090,170,3
sul,"Rua Henri Dunant, Santo Amaro, São Paulo Zona Sul, São Paulo",4000,45,1
sul,"Avenida Alberto Fontana, Jardim Celeste, São Paulo Zona Sul, São Paulo",1632,52,2
sul,"Rua Santa Justina, Vila Olímpia, São Paulo Zona Sul, São Paulo",3968,50,1
sul,"Rua Gaspar Fernandes, Vila Monumento, São Paulo Zona Sul, São Paulo",1900,75,3
sul,"Rua Bassi, Vila Constança, São Paulo Zona Sul, São Paulo",1520,62,2
sul,"Rua Sena Madureira, Vila Clementino, São Paulo Zona Sul, São Paulo",3800,54,2
sul,"Rua Castilho, Brooklin Paulista, São Paulo Zona Sul, São Paulo",3200,44,1
sul,"Rua Desembargador Eliseu Guilherme, Paraíso, São Paulo Zona Sul, São Paulo",2310,60,1
sul,"Rua Sebastopol, Vila Inglesa, São Paulo Zona Sul, São Paulo",1850,63,2
sul,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",3468,69,2
sul,"Rua Iliria, Vila Moinho Velho, São Paulo Zona Sul, São Paulo",1300,70,1
sul,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo Zona Sul, São Paulo",3468,110,2
sul,"Rua Batataes, Jardim Paulista, São Paulo Zona Sul, São Paulo",5000,35,1
sul,"Avenida Miguel Yunes, Usina Piratininga, São Paulo Zona Sul, São Paulo",2240,65,2
sul,"Rua Doutor Sodre, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4900,70,2
sul,"Rua Machado De Assis, Vila Mariana, São Paulo Zona Sul, São Paulo",3490,33,1
sul,"Rua Barão Do Triunfo, Brooklin Paulista, São Paulo Zona Sul, São Paulo",15000,258,4
sul,"Rua Bacaetava, Vila Gertrudes, São Paulo Zona Sul, São Paulo",6500,95,3
sul,"Rua Tutóia, Vila Mariana, São Paulo Zona Sul, São Paulo",2600,75,2
sul,"Avenida Santo Amaro, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2500,60,3
sul,"Rua Apeninos, Aclimação, São Paulo Zona Sul, São Paulo",2415,86,2
sul,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo Zona Sul, São Paulo",3300,48,1
sul,"Rua Professor Guilherme Belfort Sabino, Campininha, São Paulo Zona Sul, São Paulo",1400,30,1
sul,"Rua Gabriele Dannunzio, Campo Belo, São Paulo Zona Sul, São Paulo",2900,45,1
sul,"Avenida Jabaquara, Mirandópolis, São Paulo Zona Sul, São Paulo",2200,29,1
sul,"Avenida Presidente Juscelino Kubitschek, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",10200,80,2
sul,"Rua Bento Branco De Andrade Filho, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",3100,70,2
sul,"Rua Santa Justina, Vila Olímpia, São Paulo Zona Sul, São Paulo",3500,24,1
sul,"Rua César Vallejo, Real Parque, São Paulo Zona Sul, São Paulo",2826,35,1
sul,"Rua Charles Spencer Chaplin, Vila Andrade, São Paulo Zona Sul, São Paulo",2620,48,1
sul,"Rua Diogo Jácome, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",3000,80,2
sul,"Rua Doutor José Estefno, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",4580,178,3
sul,"Rua Gama Cerqueira, Cambuci, São Paulo Zona Sul, São Paulo",1600,35,1
sul,"Rua Da Paz 1313, Chácara Santo Antônio, São Paulo Zona Sul, São Paulo",3021,95,3
sul,"Avenida Lins De Vasconcelos, Cambuci, São Paulo Zona Sul, São Paulo",4800,132,3
sul,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo Zona Sul, São Paulo",3500,76,2
sul,"Rua Dom Bernardo Nogueira, Vila Gumercindo, São Paulo Zona Sul, São Paulo",2500,60,2
sul,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",1650,50,1
sul,"Rua Jaques Félix, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",5350,45,1
sul,"Rua Maestro Elias Lobo, Jardim Paulista, São Paulo Zona Sul, São Paulo",2415,68,1
sul,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",7300,165,3
sul,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",2490,125,3
sul,"Rua Ibituruna, Parque Imperial, São Paulo Zona Sul, São Paulo",2800,65,2
sul,"Avenida Jabaquara, Mirandópolis, São Paulo Zona Sul, São Paulo",1900,36,1
sul,"Rua Das Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",4000,100,3
sul,"Rua Doutor Mario Vicente, Vila Dom Pedro I, São Paulo Zona Sul, São Paulo",2000,80,3
sul,"Avenida Doutor Silva Melo, Jardim Taquaral, São Paulo Zona Sul, São Paulo",1600,50,2
sul,"Rua Dos Buritis, Jardim Oriental, São Paulo Zona Sul, São Paulo",1900,67,3
sul,"Rua Comendador João Gabriel, Mirandópolis, São Paulo Zona Sul, São Paulo",1420,23,1
sul,"Avenida Interlagos, Jardim Marajoara, São Paulo Zona Sul, São Paulo",1950,90,3
sul,"Rua Acarape, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2400,40,1
sul,"Rua Vieira De Morais, Brooklin Paulista, São Paulo Zona Sul, São Paulo",2950,60,2
sul,"Rua Jacurici, Itaim Bibi, São Paulo Zona Sul, São Paulo",4500,107,3
sul,"Rua Dr. Rubens Gomes Bueno, Várzea De Baixo, São Paulo Zona Sul, São Paulo",4000,95,2
sul,"Rua Gama Cerqueira, Cambuci, São Paulo Zona Sul, São Paulo",1650,33,1
sul,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",3000,35,1
sul,"Rua Helena, Vila Olímpia, São Paulo Zona Sul, São Paulo",8100,93,2
sul,"Avenida Nove De Julho, Jardim Paulista, São Paulo Zona Sul, São Paulo",4646,110,3
sul,"Rua Kansas, Brooklin Paulista, São Paulo Zona Sul, São Paulo",6000,84,3
sul,"Rua Sócrates, Vila Sofia, São Paulo Zona Sul, São Paulo",10000,156,3
sul,"Rua Doutor Eduardo De Souza Aranha, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",4300,55,1
sul,"Rua Francisco Pessoa, Vila Andrade, São Paulo Zona Sul, São Paulo",3570,105,3
sul,"Rua Vergueiro, Vila Mariana, São Paulo Zona Sul, São Paulo",3500,92,3
sul,"Rua Machado De Assis, Vila Mariana, São Paulo Zona Sul, São Paulo",2700,80,1
sul,"Avenida Fagundes Filho, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",2550,78,3
sul,"Rua Do Cristal 59/62, Vila Mariana, São Paulo Zona Sul, São Paulo",2200,60,2
sul,"Rua Geraldo De Mendonça Mello, Vila Isa, São Paulo Zona Sul, São Paulo",2500,70,3
sul,"R. Borba Gato, Santo Amaro, São Paulo Zona Sul, São Paulo",4500,87,3
sul,"Rua Doutor Ruy De Azevedo Sodré, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",3000,60,2
sul,"Rua Paulo Bregaro, Vila Monumento, São Paulo Zona Sul, São Paulo",1957,60,2
sul,"Avenida Giovanni Gronchi, Vila Andrade, São Paulo Zona Sul, São Paulo",2500,92,2
sul,"Rua Gabriele Dannunzio, Campo Belo, São Paulo Zona Sul, São Paulo",3100,37,1
sul,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",2800,44,1
sul,"Rua Cassuarinas, Vila Parque Jabaquara, São Paulo Zona Sul, São Paulo",3060,80,3
sul,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",2060,30,1
sul,"Rua Otávio Nébias, Paraíso, São Paulo Zona Sul, São Paulo",2800,90,2
sul,"Rua João Cachoeira, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",15000,140,2
sul,"Rua Acarape, Chácara Inglesa, São Paulo Zona Sul, São Paulo",2400,40,1
sul,"Alameda Dos Tacaúnas, Planalto Paulista, São Paulo Zona Sul, São Paulo",3260,150,2
sul,"Rua Dois De Julho, Ipiranga, São Paulo Zona Sul, São Paulo",3500,35,1
sul,"Rua Sampaio Viana, Paraíso, São Paulo Zona Sul, São Paulo",5500,88,2
sul,"Avenida Padre Arlindo Vieira, Jardim Vergueiro (sacomã), São Paulo Zona Sul, São Paulo",1769,60,2
sul,"Avenida Jandira, Indianópolis, São Paulo Zona Sul, São Paulo",3000,55,2
sul,"Avenida Santo Amaro, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",1530,38,1
sul,"Rua Joaquim Guarani, Jardim Das Acácias, São Paulo Zona Sul, São Paulo",1400,43,1
sul,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",5000,87,2
sul,"Rua Raposo Tavares, Jardim Das Acácias, São Paulo Zona Sul, São Paulo",2100,43,1
sul,"Rua Jaci, Chácara Inglesa, São Paulo Zona Sul, São Paulo",3200,72,3
sul,"Rua Alexandre Levi, Cambuci, São Paulo Zona Sul, São Paulo",2100,46,2
sul,"Avenida Padre Lebret, Jardim Leonor, São Paulo Zona Sul, São Paulo",3700,47,1
sul,"Rua Nelson Gama De Oliveira, Vila Andrade, São Paulo Zona Sul, São Paulo",2958,77,3
sul,"Rua Loureiro Da Cruz, Aclimação, São Paulo Zona Sul, São Paulo",3000,43,1
leste,"Avenida Ibiuna, Vila Aricanduva, São Paulo Zona Leste, São Paulo",900,69,2
leste,"Rua Campo Das Pitangueiras, Cidade Satélite Santa Bárbara, São Paulo Zona Leste, São Paulo",730,50,1
leste,"Rua Miguel De Cabedo, Cidade Líder, São Paulo Zona Leste, São Paulo",1250,38,2
leste,"Rua São Célso, Vila Domitila, São Paulo Zona Leste, São Paulo",700,40,1
leste,"Avenida São Miguel, Vila Marieta, São Paulo Zona Leste, São Paulo",700,39,1
leste,"Rua Marquês De Valença, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1300,57,1
leste,"Rua Teodoro Mascarenhas, Vila Matilde, São Paulo Zona Leste, São Paulo",1250,60,2
leste,"Av. Paranaguá, São Paulo - Sp, Brasil, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",900,57,2
leste,"Rua Alves De Almeida, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1400,60,2
leste,"Rua Industrial, Vila Bela, São Paulo Zona Leste, São Paulo",2010,122,2
leste,"Rua Francisco Rodrigues Seckler, Vila Taquari, São Paulo Zona Leste, São Paulo",1000,54,2
leste,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",1133,47,2
leste,"Rua José Mascarenhas, Vila Matilde, São Paulo Zona Leste, São Paulo",1000,33,1
leste,"Rua Pérsio Azevedo, Penha De Franca, São Paulo Zona Leste, São Paulo",1300,55,1
leste,"Rua Maracanã Guaçu, Jardim São Francisco (zona Leste), São Paulo Zona Leste, São Paulo",1000,45,2
leste,"Rua Porto Alegre, Vila Bertioga, São Paulo Zona Leste, São Paulo",1600,60,2
leste,"Rua Raimundo Machado, Jardim Cotinha, São Paulo Zona Leste, São Paulo",2300,180,4
leste,"Rua Damásio Pinto, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1200,46,2
leste,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1751,47,2
leste,"Rua Ministro Apolônio Salles, Jardim Tietê, São Paulo Zona Leste, São Paulo",1300,100,3
leste,"Rua Padre Gabriel De Campos, Conjunto Habitacional Padre Manoel Da Nóbrega, São Paulo Zona Leste, São Paulo",900,45,2
leste,"Rua Maria Carlota, Vila Esperança, São Paulo Zona Leste, São Paulo",1100,40,2
leste,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo Zona Leste, São Paulo",1400,55,2
leste,"Rua Felício Geraldo Nicolau, Vila Carrão, São Paulo Zona Leste, São Paulo",1200,50,1
leste,"Avenida São Miguel, Vila Marieta, São Paulo Zona Leste, São Paulo",700,35,1
leste,"Rua João Bizarro Da Nave, Vila Diva (zona Leste), São Paulo Zona Leste, São Paulo",700,45,1
leste,"Rua Olegário De Oliveira, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1100,50,2
leste,"Rua Pedro Malaquias, Vila Carrão, São Paulo Zona Leste, São Paulo",1530,65,3
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1600,52,2
leste,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1150,49,1
leste,"Rua Serra De Juréa, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",1200,30,1
leste,"Penha De Franca, São Paulo Zona Leste, São Paulo",5000,400,
leste,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",900,30,1
leste,"Rua Das Heras, Vila Lucia, São Paulo Zona Leste, São Paulo",920,40,1
leste,"Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",5000,260,3
leste,"Rua Florindo Brás, 46, Quarta Parada, São Paulo Zona Leste, São Paulo",5000,240,
leste,"Praça Conceição Do Herval, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1100,43,1
leste,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",1100,52,2
leste,"Rua Vale Formoso, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",1200,52,2
leste,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",2000,58,2
leste,"Rua Ivaí, Tatuapé, São Paulo Zona Leste, São Paulo",2060,70,2
leste,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",1200,45,1
leste,"Rua Almadina, Itaquera, São Paulo Zona Leste, São Paulo",1000,54,1
leste,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",1200,40,1
leste,"Rua Ribeira Do Pombal, Vila Silvia, São Paulo Zona Leste, São Paulo",1000,48,2
leste,"Rua Senador Georgino Avelino, Itaquera, São Paulo Zona Leste, São Paulo",1958,100,2
leste,"Rua Pantojo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1800,76,3
leste,"Rua Marco Polo, Parque Boturussu, São Paulo Zona Leste, São Paulo",1400,70,2
leste,"Rua Figueira Da Polinésia, Jardim Matarazzo, São Paulo Zona Leste, São Paulo",500,30,1
leste,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1610,45,2
leste,"Rua Ipanema, Moóca, São Paulo Zona Leste, São Paulo",1200,30,1
leste,"Rua Henrique Sertório, Tatuapé, São Paulo Zona Leste, São Paulo",2000,34,1
leste,"Rua Fioravante Lopes Garcia, Jardim Belém, São Paulo Zona Leste, São Paulo",2000,200,2
leste,"Rua Curimataú, União De Vila Nova, São Paulo Zona Leste, São Paulo",1150,100,3
leste,"Rua Cachoeri, Vila Oratório, São Paulo Zona Leste, São Paulo",1480,73,2
leste,"Rua Ibirajuba, Vila Silvia, São Paulo Zona Leste, São Paulo",890,35,1
leste,"Rua Siria, Parque São Jorge, São Paulo Zona Leste, São Paulo",1500,72,2
leste,"Rua Abel Tavares, Jardim Belém, São Paulo Zona Leste, São Paulo",950,40,2
leste,"Avenida Celso Garcia, Moóca, São Paulo Zona Leste, São Paulo",1000,40,1
leste,"Avenida Amador Bueno Da Veiga, Penha De Franca, São Paulo Zona Leste, São Paulo",1383,70,2
leste,"Rua Pirassununga, Vila Bertioga, São Paulo Zona Leste, São Paulo",1600,58,2
leste,"Rua Cantagalo, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1450,80,2
leste,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",824,50,1
leste,"Rua Iná, Itaquera, São Paulo Zona Leste, São Paulo",1300,78,2
leste,"Rua João Rodrigues Píres, Vila Carmem, São Paulo Zona Leste, São Paulo",1734,65,3
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",1500,90,3
leste,"Rua Dona Ana Araújo De Paula, Vila Santa Clara, São Paulo Zona Leste, São Paulo",735,40,1
leste,"Rua Itapura, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",2400,93,3
leste,"Avenida Aricanduva, Vila Califórnia, São Paulo Zona Leste, São Paulo",1300,47,2
leste,"Rua Monte Serrat, Tatuapé, São Paulo Zona Leste, São Paulo",3300,187,3
leste,"Rua Euclides Pacheco, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1530,78,3
leste,"Rua Dos Continentes, Vila Ré, São Paulo Zona Leste, São Paulo",1600,67,2
leste,"Rua Marquês Do Lavradio, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",4120,180,3
leste,"Rua Vilela, Tatuapé, São Paulo Zona Leste, São Paulo",1900,50,1
leste,"Rua Pedro Talarico, Vila Talarico, São Paulo Zona Leste, São Paulo",1050,40,1
leste,"Rua Itaqueri, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1170,26,1
leste,"Rua Caquito, Vila São Geraldo, São Paulo Zona Leste, São Paulo",1000,68,2
leste,"Rua Hamilton Prado, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",2000,200,3
leste,"Rua São Diogo, Vila Araguaia, São Paulo Zona Leste, São Paulo",1750,72,2
leste,"Rua Domingos Afonso, Vila Santa Clara, São Paulo Zona Leste, São Paulo",2800,120,5
leste,"Rua Manuel Leitão Bandeira, Vila Alpina, São Paulo Zona Leste, São Paulo",1030,45,1
leste,"Rua Cantagalo, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1545,92,2
leste,"Rua Apadana, Vila Talarico, São Paulo Zona Leste, São Paulo",1400,67,2
leste,"Rua Curupacê, Moóca, São Paulo Zona Leste, São Paulo",1783,65,2
leste,"Rua Professora Sebastiana Silva Minhoto, Tatuapé, São Paulo Zona Leste, São Paulo",5500,183,4
leste,"Rua Guilherme De Oliveira Sá, Parque Boturussu, São Paulo Zona Leste, São Paulo",1600,80,3
leste,"Rua Das Uajarás, Jardim São João (zona Leste), São Paulo Zona Leste, São Paulo",1100,50,1
leste,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",1184,51,1
leste,"Rua Mogi Mirim, Vila Bertioga, São Paulo Zona Leste, São Paulo",2300,58,2
leste,"Rua Winifred, Vila Carrão, São Paulo Zona Leste, São Paulo",3300,183,4
leste,"Rua Lucinda Gomes Barreto, Vila Nova Manchester, São Paulo Zona Leste, São Paulo",1602,55,2
leste,"Rua Isaura Vergueiro Naufel, Vila Nhocune, São Paulo Zona Leste, São Paulo",850,36,1
leste,"Rua Madre De Deus, Moóca, São Paulo Zona Leste, São Paulo",1840,56,2
leste,"Rua Iolanda, Moóca, São Paulo Zona Leste, São Paulo",4200,385,4
leste,"Praça Nossa Senhora Da Anunciação, Vila Guilhermina, São Paulo Zona Leste, São Paulo",1500,52,2
leste,"Rua Bruno Cavalcanti Feder, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1400,50,2
leste,"Rua Itapura, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",1450,70,2
leste,"Rua Francisco Zicardi, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",5000,180,3
leste,"Avenida Cipriano Rodrigues, Vila Formosa, São Paulo Zona Leste, São Paulo",1000,55,2
leste,"Rua Evangelina, Vila Carrão, São Paulo Zona Leste, São Paulo",1700,70,3
leste,"Rua Carolina Fonseca, Vila Santana, São Paulo Zona Leste, São Paulo",1100,48,2
leste,"Rua Tenente Inácio Da Silveira, Moóca, São Paulo Zona Leste, São Paulo",7000,295,5
leste,"Avenida Guilherme Giorgi, Vila Carrão, São Paulo Zona Leste, São Paulo",3500,110,3
leste,"Rua Atituba, Vila Santana, São Paulo Zona Leste, São Paulo",2500,176,2
leste,"Rua Bactória, Jardim Vila Formosa, São Paulo Zona Leste, São Paulo",1122,47,2
leste,"Rua Alora, Jardim Arize, São Paulo Zona Leste, São Paulo",1200,54,2
leste,"Rua Dianópolis, Parque Da Mooca, São Paulo Zona Leste, São Paulo",2200,50,2
leste,"Rua Cajuru, Belenzinho, São Paulo Zona Leste, São Paulo",2200,45,2
leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",2800,77,3
leste,"Rua Das Nemésias, Jardim Casa Pintada, São Paulo Zona Leste, São Paulo",700,48,1
leste,"Rua Marquês De Valença, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1300,43,1
leste,"Rua Pedra Lavrada, Parque Císper, São Paulo Zona Leste, São Paulo",816,30,1
leste,"Rua Maria Carlota, Vila Esperança, São Paulo Zona Leste, São Paulo",1600,90,2
leste,"Rua Alto Cafezal, Jardim Record, São Paulo Zona Leste, São Paulo",2754,200,4
leste,"Avenida Alvaro Ramos, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",1900,68,3
leste,"Rua Taquarytinga, Alto Da Mooca, São Paulo Zona Leste, São Paulo",4000,88,3
leste,"Rua Costa Barros, Vila Alpina, São Paulo Zona Leste, São Paulo",1300,49,2
leste,"Rua Elisa De Carvalho, Vila Matilde, São Paulo Zona Leste, São Paulo",1300,58,2
leste,"Rua Antônio Moura Andrade, Itaquera, São Paulo Zona Leste, São Paulo",1635,95,3
leste,"Rua Das Lobélias, Vila Bela, São Paulo Zona Leste, São Paulo",1750,50,2
leste,"Rua Almadina, Itaquera, São Paulo Zona Leste, São Paulo",1400,57,1
leste,"Rua São João Gualberto, Vila Mafra, São Paulo Zona Leste, São Paulo",1800,120,3
leste,"Rua Bolívar Ribeiro Boaventura, Jardim Penha, São Paulo Zona Leste, São Paulo",1700,55,2
leste,"Rua José Vicente Ferreira, Engenheiro Goulart, São Paulo Zona Leste, São Paulo",3800,148,3
leste,"Rua Vitoantonio Del Vecchio, Parque Da Mooca, São Paulo Zona Leste, São Paulo",5200,170,3
leste,"Rua Baguari, Tatuapé, São Paulo Zona Leste, São Paulo",2180,59,2
leste,"Rua Domingos Silva, Vila Laís, São Paulo Zona Leste, São Paulo",1980,72,3
leste,"Rua Pedro Bellegarde, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1750,50,2
leste,"Rua Diamante Preto, Chácara Califórnia, São Paulo Zona Leste, São Paulo",1650,60,2
leste,"Rua João Teixeira Da Silva, Vila Invernada, São Paulo Zona Leste, São Paulo",2400,78,2
leste,"Rua Coronel Rodolfo Porto, Vila Monte Santo, São Paulo Zona Leste, São Paulo",1224,48,2
leste,"Rua Antônio Carlos Martin, Vila Carrão, São Paulo Zona Leste, São Paulo",1734,51,2
leste,"Rua Ribeira Do Pombal, Vila Silvia, São Paulo Zona Leste, São Paulo",1000,50,2
leste,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",4500,106,3
leste,"Rua Borges De Figueiredo, Moóca, São Paulo Zona Leste, São Paulo",2200,52,1
leste,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",1300,52,2
leste,"Vila Centenário, São Paulo Zona Leste, São Paulo",1600,65,2
leste,"Rua Carneiro Leão, Moóca, São Paulo Zona Leste, São Paulo",1836,80,2
leste,"Rua Itaqueri, Alto Da Mooca, São Paulo Zona Leste, São Paulo",1190,26,1
leste,"Rua Antônio De Freitas Tolêdo, Jardim Belém, São Paulo Zona Leste, São Paulo",1200,100,2
leste,"Rua Baía Grande, Vila Bela, São Paulo Zona Leste, São Paulo",1500,55,2
leste,"Rua Doutor Arnaldo De Morais, Cangaíba, São Paulo Zona Leste, São Paulo",1500,49,2
