bairro,logradouro,nome_logradouro,zona,area,quartos,aluguel
 Jardim Íris,avenida,Aparecida Do Rio Negro,oeste,45,2,1420
 Jardim Íris,avenida,Raimundo Pereira De Magalhães,oeste,45,2,1800
 Vila Parque Jabaquara,rua,Taquaruçu,sul,30,1,980
 Vila Parque Jabaquara,rua,Dos Buritis,sul,40,1,2200
 Vila Parque Jabaquara,rua,Das Grumixamas,sul,150,4,6500
 Vila Deodoro,rua,Basílio Da Cunha,centro,87,3,1900
 Vila Deodoro,rua,Mesquita,centro,55,2,2200
 Vila Deodoro,rua,Basílio Da Cunha,centro,90,3,2800
 Vila Hamburguesa,rua,Professor Paulo Tavares,oeste,187,3,5000
 Vila Hamburguesa,rua,Constantino Fraga,oeste,65,2,1700
 Vila Hamburguesa,rua,Constantino Fraga,oeste,65,2,1500
 Jardim Aeroporto,rua,Viaza,sul,44,1,2550
 Jardim Aeroporto,rua,Viaza,sul,34,1,2816
 Jardim Aeroporto,avenida,Doutor Lino De Moraes Leme,sul,128,3,2500
 Fazenda Morumbi,rua,João Avelino Pinho Mellão,oeste,165,4,839
 Fazenda Morumbi,rua,Antônio Júlio Dos Santos,oeste,47,2,1402
 Fazenda Morumbi,rua,João Avelino Pinho Mellão,oeste,55,2,1445
 Vila Cruz Das Almas,rua,Juan Arfe,norte,48,2,1200
 Vila Cruz Das Almas,rua,Juan Arfe,norte,50,2,1236
 Vila Cruz Das Almas,rua,Juan Arfe,norte,50,2,1300
 Parque Jabaquara,rua,Guedes Galvão,sul,18,1,645
 Parque Jabaquara,rua,Padre Arnaldo Pereira,sul,250,3,3500
 Parque Jabaquara,rua,Myron Clark,sul,180,4,4500
 Vila Anglo Brasileira,rua,Doutor Miranda De Azevedo,oeste,40,1,1350
 Vila Anglo Brasileira,rua,Ribeiro De Barros,oeste,77,3,4000
 Vila Anglo Brasileira,rua,Professor Ciridião Buarque,oeste,42,1,2500
 Nova Piraju,rua,Nhu-guaçu,sul,60,2,4250
 Nova Piraju,rua,Padre Leonardo,sul,69,2,2800
 Nova Piraju,rua,Nhu-guaçu,sul,60,1,4000
 Vila Mascote,rua,Jovina,sul,65,2,2200
 Vila Mascote,rua,Santa,sul,118,3,4000
 Vila Mascote,avenida,Mascote,sul,41,1,2000
 Jardim Monte Kemel,rua,David Ben Gurion,oeste,87,3,1509
 Jardim Monte Kemel,rua,Luís Araújo Faria,oeste,126,4,5000
 Jardim Monte Kemel,rua,Professor Dias Castejon,oeste,70,2,2250
 Vila Das Mercês,rua,Nossa Senhora Da Saude,sul,40,1,1200
 Vila Das Mercês,rua,André Luís,sul,50,2,1500
 Vila Das Mercês,rua,Nossa Senhora Da Saude,sul,58,2,1900
 Vila Aurora,rua,Professor Paul Hugon,norte,100,3,2600
 Vila Aurora,avenida,Daniel Malettini,norte,67,3,1300
 Vila Aurora,avenida,Daniel Malettini,norte,70,3,1300
