bairro,logradouro,nome_logradouro,zona,area,quartos,aluguel
 Bela Vista,rua,Santo Amaro,centro,36,1,1000
 Bela Vista,rua,Carlos Sampaio,centro,54,1,1500
 Bela Vista,rua,Abolição,centro,35,1,1100
 Bela Vista,rua,Paim,centro,28,1,800
 Bela Vista,rua,Carlos Sampaio,centro,100,3,3000
 Bela Vista,rua,Álvaro Guimarães,centro,33,1,3500
 Bela Vista,rua,Treze De Maio,centro,30,1,1300
 Bela Vista,rua,Jaceguai,centro,25,1,1229
 Bela Vista,rua,Manoel Dutra,centro,40,1,1500
 Bela Vista,rua,Martiniano De Carvalho,centro,97,2,3650
 Bela Vista,rua,Jaceguai,centro,38,1,2000
 Bela Vista,rua,Santo Amaro,centro,80,2,4413
 Bela Vista,rua,Herculano De Freitas,centro,34,1,1800
 Bela Vista,rua,Itararé,centro,36,1,2100
 Bela Vista,rua,Francisco Gonçalves De Andrade Machado,centro,45,1,1400
 Bela Vista,rua,Doutor Plínio Barreto,centro,52,1,3100
 Bela Vista,rua,Doutor Penaforte Mendes,centro,40,1,1500
 Bela Vista,rua,Santo Amaro,centro,60,1,1539
 Bela Vista,rua,Santo Antônio,centro,50,1,3200
 Bela Vista,rua,São Carlos Do Pinhal,centro,120,2,4718
 Bela Vista,rua,Doutor Seng,centro,46,1,2800
 Bela Vista,rua,Asdrúbal Do Nascimento,centro,78,1,1400
 Bela Vista,rua,Paim,centro,74,2,5200
 Bela Vista,rua,Martiniano De Carvalho,centro,50,1,1500
 Bela Vista,rua,São Carlos Do Pinhal,centro,70,1,3150
 Bela Vista,rua,Doutor Seng,centro,50,1,1600
 Bela Vista,rua,Genebra,centro,34,1,2431
 Bela Vista,rua,São Carlos Do Pinhal,centro,130,2,4700
 Bela Vista,rua,Santa Branca,centro,100,2,4000
 Bela Vista,rua,Santo Antônio,centro,35,1,2800
 Bela Vista,rua,Maestro Cardim,centro,92,2,2350
 Bela Vista,rua,Santo Amaro,centro,30,1,1100
 Bela Vista,rua,Santo Antônio,centro,170,3,3200
 Bela Vista,rua,Doutor Seng,centro,70,1,3300
 Bela Vista,rua,Carlos Sampaio,centro,42,1,1495
 Bela Vista,rua,Martiniano De Carvalho,centro,56,2,2600
 Bela Vista,rua,Doutor Seng,centro,45,1,2336
 Bela Vista,rua,Avanhandava,centro,36,1,2000
 Bela Vista,rua,Barata Ribeiro,centro,65,2,4200
 Bela Vista,rua,Paim,centro,34,1,10000
 Bela Vista,rua,Santo Antônio,centro,48,1,2200
 Bela Vista,rua,Conselheiro Ramalho,centro,58,2,2398
 Bela Vista,rua,Martiniano De Carvalho,centro,64,2,3600
 Bela Vista,rua,Santo Antônio,centro,35,1,2430
 Bela Vista,rua,Treze De Maio,centro,40,1,1500
 Bela Vista,rua,Maria José,centro,88,2,2220
 Bela Vista,rua,Artur Prado,centro,185,3,9000
 Bela Vista,rua,Santo Antonio,centro,65,2,1985
 Bela Vista,rua,Carlos Sampaio,centro,89,2,2600
 Bela Vista,rua,Santo Antônio,centro,35,1,2430
 Bela Vista,rua,Major Diogo,centro,61,2,1900
 Bela Vista,rua,Santo Antônio,centro,35,1,2300
 Bela Vista,rua,Paim,centro,97,2,2700
 Bela Vista,rua,Santo Antônio,centro,35,1,2542
 Bela Vista,rua,Genebra,centro,38,1,2150
 Bela Vista,rua,Avanhandava,centro,28,1,1900
 Bela Vista,rua,Professor Picarolo,centro,70,2,4000
 Bela Vista,rua,Avanhandava,centro,45,1,1854
 Bela Vista,rua,Santo Amaro,centro,40,1,1626
 Bela Vista,rua,Genebra,centro,38,1,1955
 Bela Vista,rua,Doutor Penaforte Mendes,centro,30,1,1800
 Bela Vista,rua,Manoel Dutra,centro,50,1,2514
 Bela Vista,rua,Major Diogo,centro,40,1,1400
 Bela Vista,rua,Conselheiro Ramalho,centro,30,1,1100
 Bela Vista,avenida,Nove De Julho,centro,56,2,1800
 Bela Vista,avenida,9 De Julho,centro,144,2,2800
 Bela Vista,avenida,Nove De Julho,centro,29,1,1350
 Bela Vista,avenida,Nove De Julho,centro,50,3,1853
 Bela Vista,avenida,Brigadeiro Luís Antônio,centro,118,3,3412
 Bela Vista,avenida,Nove De Julho,centro,38,1,2200
 Bela Vista,avenida,Paulista,centro,107,3,3605
 Bela Vista,avenida,Nove De Julho,centro,40,1,2177
 Bela Vista,avenida,Nove De Julho,centro,33,1,1000
 Bela Vista,avenida,Nove De Julho,centro,22,1,1200
 Bela Vista,praca,Quatorze Bis,centro,72,2,2850
 Pinheiros,rua,Alves Guimarães,oeste,66,1,4900
 Pinheiros,rua,Capote Valente,oeste,40,1,2800
 Pinheiros,rua,Alves Guimarães,oeste,87,3,3950
 Pinheiros,rua,Capote Valente,oeste,40,1,2550
 Pinheiros,rua,Paes Leme,oeste,70,2,5600
 Pinheiros,rua,Capote Valente,oeste,66,1,3528
 Pinheiros,rua,Fernão Dias,oeste,43,1,4360
 Pinheiros,rua,Horácio Lane,oeste,121,3,9000
 Pinheiros,rua,Amália De Noronha,oeste,56,2,3900
 Pinheiros,rua,Cardeal Arcoverde,oeste,42,1,3286
 Pinheiros,rua,Arruda Alvim,oeste,45,1,2950
 Pinheiros,rua,Capitão Prudente,oeste,133,3,3300
 Pinheiros,rua,Pais Leme,oeste,70,1,6000
 Pinheiros,rua,Teodoro Sampaio,oeste,65,2,4700
 Pinheiros,rua,João Moura,oeste,26,1,3000
 Pinheiros,rua,Joaquim Antunes,oeste,107,3,3700
 Pinheiros,rua,Teodoro Sampaio,oeste,65,2,4700
 Pinheiros,rua,Arruda Alvim,oeste,47,1,2650
 Pinheiros,rua,Mateus Grou,oeste,94,2,5350
 Pinheiros,rua,Francisco Leitão,oeste,64,1,3000
 Pinheiros,rua,Mateus Grou,oeste,51,1,2500
 Pinheiros,rua,Doutor Virgílio De Carvalho Pinto,oeste,40,1,3500
 Pinheiros,rua,Doutor Virgílio De Carvalho Pinto,oeste,40,1,3500
 Pinheiros,rua,Manuel Henrique Lopes,oeste,59,2,2300
 Pinheiros,rua,Teodoro Sampaio,oeste,60,2,3500
 Pinheiros,rua,Dos Pinheiros,oeste,48,1,2027
 Pinheiros,rua,Padre Carvalho,oeste,74,2,3200
 Pinheiros,rua,Oscar Freire,oeste,60,1,3800
 Pinheiros,rua,Alves Guimarães,oeste,80,2,3200
 Pinheiros,rua,Alves Guimarães,oeste,33,1,3690
 Pinheiros,rua,São Manuel,oeste,110,3,3500
 Pinheiros,rua,Alves Guimarães,oeste,33,1,3490
 Pinheiros,rua,Fradique Coutinho,oeste,30,1,2700
 Pinheiros,rua,Oscar Freire,oeste,125,3,5000
 Pinheiros,rua,Amália De Noronha,oeste,40,1,2400
 Pinheiros,rua,Fradique Coutinho,oeste,22,1,2100
 Pinheiros,rua,Cônego Eugênio Leite,oeste,65,2,3600
 Pinheiros,rua,Butantã,oeste,120,2,3600
 Pinheiros,rua,Fernão Dias,oeste,114,2,8535
 Pinheiros,rua,Capote Valente,oeste,52,1,3300
 Pinheiros,rua,Fernão Dias,oeste,60,1,4000
 Pinheiros,rua,João Moura,oeste,62,2,4500
 Pinheiros,rua,Oscar Freire,oeste,48,2,4337
 Pinheiros,rua,Mourato Coelho,oeste,36,1,3750
 Pinheiros,rua,Mourato Coelho,oeste,34,1,2794
 Pinheiros,rua,Pais Leme,oeste,90,2,6800
 Pinheiros,rua,Oscar Freire,oeste,180,3,8000
 Pinheiros,rua,Pais Leme,oeste,68,1,5750
 Pinheiros,rua,Sebastião Gil,oeste,47,1,2150
 Pinheiros,rua,Francisco Leitão,oeste,58,1,3000
 Pinheiros,rua,Capote Valente,oeste,35,1,4152
 Pinheiros,avenida,Pedroso De Morais,oeste,50,2,2500
 Pinheiros,avenida,Doutora Ruth Cardoso,oeste,95,2,3500
 Pinheiros,avenida,Das Nações Unidas,oeste,93,3,3000
 Pinheiros,avenida,Rebouças,oeste,37,1,4350
 Consolação,rua,Bela Cintra,centro,43,1,1200
 Consolação,rua,Nestor Pestana,centro,35,1,1187
 Consolação,rua,Amaral Gurgel,centro,29,1,1093
 Consolação,rua,Da Consolação,centro,47,2,2750
 Consolação,rua,Nestor Pestana,centro,35,1,1187
 Consolação,rua,Da Consolação,centro,40,1,1838
 Consolação,rua,Frei Caneca,centro,60,1,3400
 Consolação,rua,Dona Antônia De Queirós,centro,40,1,2000
 Consolação,rua,Caio Prado,centro,64,2,3600
 Consolação,rua,Frei Caneca,centro,24,1,2300
 Consolação,rua,Frei Caneca,centro,50,2,2000
 Consolação,rua,Bela Cintra,centro,45,1,3100
 Consolação,rua,Augusta,centro,32,1,1321
 Consolação,rua,Matias Aíres,centro,115,3,4400
 Consolação,rua,Bela Cintra,centro,47,1,1200
 Consolação,rua,Bela Cintra,centro,80,3,6500
 Consolação,rua,Dona Antônia De Queirós,centro,40,1,2500
 Consolação,rua,Frei Caneca,centro,30,1,1600
 Consolação,rua,Frei Caneca,centro,24,1,2200
 Consolação,rua,Frei Caneca,centro,40,1,1916
 Consolação,rua,Da Consolação,centro,55,2,2900
 Consolação,rua,Bela Cintra,centro,85,2,4000
 Consolação,rua,Da Consolação,centro,35,1,4620
 Consolação,rua,Da Consolação,centro,39,1,1632
 Consolação,rua,Augusta,centro,88,2,2435
 Consolação,rua,Frei Caneca,centro,40,1,1800
 Consolação,rua,Bela Cintra,centro,44,1,2209
 Consolação,rua,Frei Caneca,centro,90,2,2900
 Consolação,rua,Bela Cintra,centro,113,3,5700
 Consolação,rua,Caio Prado,centro,47,1,2400
 Consolação,rua,Bela Cintra,centro,35,1,1500
 Consolação,rua,Caio Prado,centro,114,2,2800
 Consolação,rua,Antônio Carlos,centro,47,1,2500
 Consolação,rua,Bela Cintra,centro,180,2,8900
 Consolação,rua,Bela Cintra,centro,48,1,1700
 Consolação,rua,Bela Cintra,centro,30,1,2846
 Consolação,rua,Amaral Gurgel,centro,35,1,1700
 Consolação,rua,Frei Caneca,centro,42,1,1985
 Consolação,rua,Bela Cintra,centro,34,1,3150
 Consolação,rua,Frei Caneca,centro,24,1,2200
 Consolação,rua,Bela Cintra,centro,28,1,3200
 Consolação,rua,Luís Coelho,centro,48,1,2125
 Consolação,rua,Frei Caneca,centro,24,1,2200
 Consolação,rua,Frei Caneca,centro,40,1,2600
 Consolação,rua,Consolação,centro,34,1,1300
 Consolação,rua,Augusta,centro,70,2,2500
 Consolação,rua,Frei Caneca,centro,30,1,1280
 Consolação,rua,Bela Cintra,centro,43,1,1200
 Consolação,rua,Bela Cintra,centro,47,1,1200
 Consolação,rua,Bela Cintra,centro,50,1,1700
 Consolação,rua,Frei Caneca,centro,30,1,1500
 Santana,rua,Duarte De Azevedo,norte,78,2,1800
 Santana,rua,Conselheiro Moreira De Barros,norte,116,3,1500
 Santana,rua,Voluntários Da Pátria,norte,29,1,3300
 Santana,rua,Garção Tinoco,norte,68,2,1700
 Santana,rua,Doutor Zuquim,norte,74,2,2000
 Santana,rua,Cônego Manuel Vaz,norte,162,3,2500
 Santana,rua,Voluntários Da Pátria,norte,92,3,4000
 Santana,rua,Daniel Rossi,norte,152,3,7100
 Santana,rua,Doutor Guilherme Cristoffel,norte,139,4,3000
 Santana,rua,Francisca Júlia,norte,210,4,5700
 Santana,rua,Doutor Olavo Egídio,norte,60,1,2900
 Santana,rua,Voluntários Da Pátria,norte,60,2,2507
 Santana,rua,Voluntários Da Pátria,norte,60,2,1650
 Santana,rua,Alfredo Pujol,norte,37,2,1700
 Santana,rua,Doutor João Batista Soares De Faria,norte,178,3,3800
 Santana,rua,Doutor Olavo Egídio,norte,60,1,3300
 Santana,rua,Doutor Olavo Egídio,norte,61,1,3300
 Santana,rua,Duarte De Azevedo,norte,53,2,1450
 Santana,rua,Voluntários Da Pátria,norte,81,2,1750
 Santana,rua,Doutor Zuquim,norte,87,1,4700
 Santana,rua,Carlos Escobar 282,norte,10,1,800
 Santana,rua,Doutor Zuquim,norte,75,2,1250
 Santana,rua,Manuel De Sousa,norte,119,4,2950
 Santana,rua,Doutor Zuquim,norte,35,1,1800
 Santana,rua,Voluntários Da Pátria,norte,200,4,2950
 Santana,rua,Doutor Olavo Egídio,norte,74,3,2500
 Santana,rua,Alfredo Pujol,norte,56,2,1950
 Santana,rua,Alfredo Pujol,norte,42,1,2400
 Santana,rua,Alferes Magalhães,norte,58,1,1450
 Santana,rua,José Debieux,norte,57,2,1600
 Santana,rua,Voluntários Da Pátria,norte,20,1,1250
 Santana,rua,Alfredo Pujol,norte,96,3,2134
 Santana,rua,Ezequiel Freire,norte,70,3,1605
 Santana,rua,Doutor Zuquim,norte,45,1,2650
 Santana,rua,Doutor Guilherme Cristoffel,norte,238,3,8000
 Santana,rua,Duarte De Azevedo,norte,46,1,1900
 Santana,rua,Pedro Doll,norte,130,3,2500
 Santana,rua,Duarte De Azevedo,norte,44,1,1900
 Santana,rua,Aluísio Azevedo,norte,69,2,1700
 Santana,rua,Doutor Guilherme Cristofel,norte,230,3,5500
 Santana,rua,Duarte De Azevedo,norte,44,1,1900
 Santana,rua,Conselheiro Moreira De Barros,norte,200,4,2300
 Santana,rua,Américo Boaventura,norte,100,2,2000
 Santana,rua,Ezequiel Freire,norte,46,1,1950
 Santana,avenida,Braz Leme,norte,83,3,3060
 Santana,avenida,General Ataliba Leonel,norte,80,3,3200
 Perdizes,rua,Sebastião Cortês,oeste,48,1,2000
 Perdizes,rua,Cotoxó,oeste,67,1,2100
 Perdizes,rua,Paraguaçu,oeste,105,3,3000
 Perdizes,rua,Diana,oeste,85,2,2100
 Perdizes,rua,Caraíbas,oeste,120,3,2000
 Perdizes,rua,Tucuna,oeste,55,2,2180
 Perdizes,rua,Diana,oeste,115,4,4424
 Perdizes,rua,Paraguaçu,oeste,55,1,1880
 Perdizes,rua,Monte Alegre,oeste,171,3,8500
 Perdizes,rua,Cardoso De Almeida,oeste,170,3,3500
 Perdizes,rua,Doutor Cândido Espinheira,oeste,70,2,2725
 Perdizes,rua,Ministro Godói,oeste,75,3,2300
 Perdizes,rua,Tucuna,oeste,160,4,6000
 Perdizes,rua,Monte Alegre,oeste,45,1,2100
 Perdizes,rua,Doutor Homem De Melo,oeste,100,2,2900
 Perdizes,rua,Caiubí,oeste,215,3,10000
 Perdizes,rua,Vanderlei,oeste,79,2,2600
 Perdizes,rua,Cayowaá,oeste,78,3,3400
 Perdizes,rua,Tucuna,oeste,120,3,2600
 Perdizes,rua,Minerva,oeste,67,2,2455
 Perdizes,rua,Turiassu,oeste,24,1,1880
 Perdizes,rua,Cayowaá,oeste,55,1,2904
 Perdizes,rua,Cotoxó,oeste,85,2,2443
 Perdizes,rua,Doutor Cândido Espinheira,oeste,186,5,12000
 Perdizes,rua,Tucuna,oeste,48,1,2599
 Perdizes,rua,Itapicuru,oeste,60,2,2451
 Perdizes,rua,Ministro Ferreira Alves,oeste,75,2,4300
 Perdizes,rua,Apiacás,oeste,70,2,2100
 Perdizes,rua,Cayowaá,oeste,81,3,3300
 Perdizes,rua,Lincoln Albuquerque,oeste,206,3,12500
 Perdizes,avenida,Sumaré,oeste,105,2,2100
 Perdizes,avenida,Prof. Alfonso Bovero,oeste,53,2,2349
 Perdizes,rua,Monte Alegre,oeste,135,4,3800
 Vila Buarque,rua,Santa Isabel,centro,40,1,3200
 Vila Buarque,rua,Amaral Gurgel,centro,30,1,1443
 Vila Buarque,rua,Marquês Itu,centro,123,3,2838
 Vila Buarque,rua,Maria Antônia,centro,26,1,1428
 Vila Buarque,rua,Doutor Cesário Mota Júnior,centro,82,2,2060
 Vila Buarque,rua,Jesuíno Pascoal,centro,34,1,1150
 Vila Buarque,rua,Maria Antônia,centro,44,1,1700
 Vila Buarque,rua,General Jardim,centro,100,2,2500
 Vila Buarque,rua,Jaguaribe,centro,45,1,2950
 Vila Buarque,rua,General Jardim,centro,100,2,2500
 Vila Buarque,rua,Martinico Prado,centro,45,1,2515
 Vila Buarque,rua,Das Palmeiras,centro,105,2,2300
 Vila Buarque,rua,Martim Francisco,centro,80,2,2500
 Vila Buarque,rua,Marquês De Itu,centro,40,1,1300
 Vila Buarque,rua,Major Sertório,centro,30,1,1800
 Vila Buarque,rua,Imaculada Conceição,centro,52,1,2060
 Vila Buarque,rua,Santa Isabel,centro,52,2,3800
 Vila Buarque,rua,General Jardim,centro,33,1,1200
 Vila Buarque,rua,Das Palmeiras,centro,44,1,2500
 Vila Buarque,rua,Maria Antônia,centro,32,1,2150
 Vila Buarque,rua,Doutor Cesário Mota Júnior,centro,24,1,1490
 Vila Buarque,rua,Das Palmeiras,centro,57,1,2700
 Vila Buarque,rua,Santa Isabel,centro,52,2,3390
 Vila Buarque,rua,Aureliano Coutinho,centro,70,2,3400
 Vila Buarque,rua,Doutor Vila Nova,centro,68,2,2137
 Vila Buarque,rua,Palmeiras,centro,42,1,2150
 Vila Buarque,rua,Major Sertório,centro,30,1,1500
 Vila Buarque,rua,Major Sertório,centro,35,1,1400
 Vila Buarque,rua,Jaguaribe,centro,61,1,2250
 Vila Mariana,rua,Carlos Petti,sul,300,4,10000
 Vila Mariana,rua,José Antônio Coelho,sul,34,1,1660
 Vila Mariana,rua,Joaquim Távora,sul,103,3,5800
 Vila Mariana,rua,Calixto Da Mota,sul,44,1,2600
 Vila Mariana,rua,Domingos De Morais,sul,92,2,3500
 Vila Mariana,rua,Doutor Nicolau De Sousa Queirós,sul,45,2,2400
 Vila Mariana,rua,Doutor Neto De Araújo,sul,100,3,2780
 Vila Mariana,rua,Rio Grande,sul,72,2,2350
 Vila Mariana,rua,Tutóia,sul,104,2,4000
 Vila Mariana,rua,Agostinho Asquini,sul,118,3,2600
 Vila Mariana,rua,Jorge Chammas,sul,83,2,5000
 Vila Mariana,rua,Gaspar Lourenço,sul,30,1,1650
 Vila Mariana,rua,José Antônio Coelho,sul,35,1,1550
 Vila Mariana,rua,Maestro Cállia,sul,65,2,1550
 Vila Mariana,rua,Joinville,sul,41,1,1430
 Vila Mariana,rua,Leite Ferraz,sul,18,1,1937
 Vila Mariana,rua,França Pinto,sul,90,3,3700
 Vila Mariana,rua,Humberto I,sul,33,1,3000
 Vila Mariana,rua,Da União,sul,41,1,1600
 Vila Mariana,rua,Deputado Joaquim Libânio,sul,242,3,7000
 Vila Mariana,rua,Topázio,sul,33,1,2600
 Vila Mariana,rua,Francisco Cruz,sul,93,3,3000
 Vila Mariana,rua,Domingos De Morais,sul,55,2,2700
 Vila Mariana,rua,Afonso Celso,sul,94,3,2900
 Vila Mariana,rua,Áurea,sul,113,3,3500
 Vila Mariana,rua,Coronel Luís Alves,sul,25,1,1350
 Vila Mariana,rua,Francisco Cruz,sul,79,2,3015
 Vila Mariana,avenida,Lins De Vasconcelos,sul,34,1,1400
 Vila Mariana,avenida,Conselheiro Rodrigues Alves 751,sul,50,1,3000
 Santa Cecília,rua,Conselheiro Brotero,centro,142,3,3500
 Santa Cecília,rua,Albuquerque Lins,centro,69,1,2500
 Santa Cecília,rua,Doutor Albuquerque Lins,centro,97,3,2950
 Santa Cecília,rua,São Vicente De Paula,centro,86,2,4300
 Santa Cecília,rua,Baronesa De Itu,centro,48,1,2600
 Santa Cecília,rua,Azevedo Marques,centro,78,1,2390
 Santa Cecília,rua,Baronesa De Itu,centro,84,2,3700
 Santa Cecília,rua,Doutor José Manuel,centro,50,1,1600
 Santa Cecília,rua,Albuquerque Lins,centro,50,1,2457
 Santa Cecília,rua,Doutor Gabriel Dos Santos,centro,170,3,5000
 Santa Cecília,rua,Tupi,centro,55,1,1700
 Santa Cecília,rua,Tupi,centro,90,2,2600
 Santa Cecília,rua,Doutor Brasilio Machado,centro,109,2,2600
 Santa Cecília,rua,Albuquerque Lins,centro,69,1,2351
 Santa Cecília,rua,Tupi,centro,75,1,2000
 Santa Cecília,rua,Albuquerque Lins,centro,60,1,2000
 Santa Cecília,avenida,São João,centro,42,1,1250
 Santa Cecília,avenida,São João,centro,43,1,1500
 Santa Cecília,avenida,São João,centro,66,2,2200
 Santa Cecília,avenida,São João,centro,32,1,1224
 Santa Cecília,avenida,Angélica,centro,140,3,4650
 Santa Cecília,avenida,São João,centro,40,1,1700
 Santa Cecília,avenida,Angélica,centro,193,3,12000
 Santa Cecília,avenida,São João,centro,33,1,1400
 Santa Cecília,alameda,Barros,centro,54,2,2756
 Santa Cecília,praca,Marechal Deodoro,centro,98,2,2600
 Santa Cecília,praca,Marechal Deodoro,centro,77,2,1900
 Santa Cecília,praca,Marechal Deodoro,centro,70,1,2000
 Moóca,rua,Madre De Deus,leste,70,2,1220
 Moóca,rua,Da Mooca,leste,50,1,1100
 Moóca,rua,Dos1532trilhos,leste,100,2,2000
 Moóca,rua,Dos Campineiros,leste,70,2,1424
 Moóca,rua,Virgílio De Freitas,leste,175,3,3500
 Moóca,rua,Monsenhor João Felipo,leste,52,2,1750
 Moóca,rua,Borges De Figueiredo,leste,48,1,1600
 Moóca,rua,Andrade Réis,leste,35,1,1729
 Moóca,rua,Visconde Parnaíba,leste,50,2,1365
 Moóca,rua,Leocádia Cintra,leste,57,2,2600
 Moóca,rua,Hipódromo,leste,64,3,2300
 Moóca,rua,Guaimbé,leste,140,3,3300
 Moóca,rua,Da Mooca,leste,68,3,3200
 Moóca,rua,Piraja,leste,30,1,650
 Moóca,rua,Wandenkolk,leste,62,1,1650
 Moóca,rua,Da Mooca,leste,22,1,1740
 Moóca,rua,Adelaide De Freitas,leste,130,2,3600
 Moóca,rua,Borges De Figueiredo,leste,50,1,2150
 Moóca,rua,Visconde De Inhomerim,leste,80,2,1800
 Moóca,rua,Carneiro Leão,leste,50,2,1950
 Moóca,rua,Dos Trilhos,leste,90,3,2300
 Moóca,rua,Madre De Deus,leste,92,1,2100
 Moóca,rua,Mooca,leste,85,2,2117
 Moóca,avenida,Paes De Barros,leste,110,3,2350
 Moóca,avenida,Cassandoca,leste,70,3,2306
 Moóca,avenida,Paes De Barros,leste,257,4,5000
 Jardim Paulista,rua,Caconde,sul,107,2,4000
 Jardim Paulista,rua,Capitao Pinto Ferreira,sul,150,3,4000
 Jardim Paulista,rua,Peixoto Gomide,sul,100,2,3500
 Jardim Paulista,rua,Pamplona,sul,123,3,5600
 Jardim Paulista,rua,Guarará,sul,40,1,4000
 Jardim Paulista,rua,Pamplona,sul,178,3,7000
 Jardim Paulista,rua,Pamplona,sul,100,3,3250
 Jardim Paulista,rua,Peixoto Gomide,sul,73,2,4200
 Jardim Paulista,rua,José Maria Lisboa,sul,224,3,15000
 Jardim Paulista,rua,Batataes,sul,31,1,4651
 Jardim Paulista,avenida,Nove De Julho,sul,110,3,4000
 Jardim Paulista,avenida,Brigadeiro Luís Antônio,sul,105,3,3751
 Jardim Paulista,avenida,Nove De Julho,sul,98,2,4000
 Jardim Paulista,alameda,Campinas,sul,110,2,4600
 Jardim Paulista,alameda,Jaú,sul,155,3,2900
 Jardim Paulista,alameda,Casa Branca,sul,40,1,3100
 Jardim Paulista,alameda,Joaquim Eugênio De Lima,sul,82,2,3900
 Jardim Paulista,alameda,Jaú,sul,60,2,3000
 Jardim Paulista,alameda,Lorena,sul,50,2,3000
 Jardim Paulista,alameda,Itu,sul,106,3,3500
 Jardim Paulista,alameda,Joaquim Eugênio De Lima,sul,45,1,2000
 Jardim Paulista,alameda,Lorena,sul,29,1,1600
 Jardim Paulista,alameda,Joaquim Eugênio De Lima,sul,45,1,2000
 Jardim Paulista,alameda,Campinas,sul,31,1,1434
 Penha De Franca,rua,Major Alberto Barbosa 137,leste,70,2,1500
 Penha De Franca,rua,Ricardo Vilela,leste,110,3,2200
 Penha De Franca,rua,Henrique Sousa Queirós,leste,80,3,2000
 Penha De Franca,rua,Mirandinha,leste,120,3,3200
 Penha De Franca,rua,Padre Benedito De Camargo,leste,50,2,1600
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Moliterno,leste,63,2,1900
 Penha De Franca,rua,Omachá,leste,36,2,1100
 Penha De Franca,rua,Capitão João Cesário,leste,92,3,3500
 Penha De Franca,rua,Arnaldo Vallardi Portilho,leste,40,2,1500
 Penha De Franca,rua,Arnaldo Vallardi Portilho,leste,40,1,1100
 Penha De Franca,rua,Nossa Senhora Da Penha,leste,40,1,1000
 Cerqueira César,rua,Doutor Melo Alves,centro,269,3,15000
 Cerqueira César,rua,Melo Alves,centro,78,2,4300
 Cerqueira César,rua,Oscar Freire,centro,178,3,5900
 Cerqueira César,rua,Da Consolação,centro,98,2,3900
 Cerqueira César,rua,Cristiano Viana,centro,100,3,3500
 Cerqueira César,rua,Da Consolação,centro,58,1,6000
 Cerqueira César,rua,Consolação,centro,28,1,2100
 Cerqueira César,rua,Da Consolação,centro,71,2,3000
 Cerqueira César,rua,Da Consolação,centro,130,2,4900
 Cerqueira César,rua,Doutor Melo Alves,centro,32,1,3300
 Cerqueira César,rua,Da Consolação,centro,183,2,5500
 Cerqueira César,rua,Da Consolação,centro,29,1,1900
 Cerqueira César,rua,Da Consolação,centro,30,1,1750
 Cerqueira César,alameda,Santos,centro,30,1,1950
 Cerqueira César,alameda,Santos,centro,23,1,1875
 Cerqueira César,alameda,Ministro Rocha Azevedo,centro,51,1,3400
 Cerqueira César,alameda,Ministro Rocha Azevedo,centro,107,1,14000
 Cerqueira César,alameda,Santos,centro,23,1,1875
 Cerqueira César,alameda,Ministro Rocha Azevedo,centro,78,2,6700
 Cerqueira César,alameda,Ministro Rocha Azevedo,centro,55,1,5500
 Vila Regente Feijó,rua,Anália Franco,leste,70,2,3063
 Vila Regente Feijó,rua,Bom Jesus,leste,70,1,1300
 Vila Regente Feijó,rua,Baguassu,leste,68,2,3439
 Vila Regente Feijó,rua,Pantojo,leste,89,3,2620
 Vila Regente Feijó,rua,Marechal Barbacena,leste,140,3,3100
 Vila Regente Feijó,rua,Pantojo,leste,95,3,3400
 Vila Regente Feijó,rua,Dante Pellacani,leste,55,3,3108
 Vila Regente Feijó,rua,Miragem,leste,150,2,3300
 Vila Regente Feijó,rua,Gregório Matos,leste,90,3,3000
 Vila Regente Feijó,rua,Miragem,leste,72,2,1500
 Vila Regente Feijó,rua,Pantojo,leste,109,3,2500
 Vila Regente Feijó,rua,Barão Do Serro Largo,leste,73,2,1470
 Vila Regente Feijó,rua,Pantojo,leste,90,3,2338
 Vila Regente Feijó,rua,Emília Marengo,leste,65,2,2100
 Vila Regente Feijó,rua,Bento Gonçalves,leste,22,1,1150
 Vila Regente Feijó,rua,Bento Gonçalves,leste,25,1,1100
 Vila Regente Feijó,rua,Bento Gonçalves,leste,25,1,1100
 Vila Regente Feijó,avenida,Regente Feijó,leste,68,3,4200
 Vila Regente Feijó,avenida,Regente Feijó,leste,55,1,4400
 Campos Elíseos,rua,Ana Cintra,centro,26,1,1100
 Campos Elíseos,rua,Helvétia,centro,35,1,2286
 Campos Elíseos,rua,Adolfo Gordo,centro,37,1,2032
 Campos Elíseos,rua,Helvétia,centro,36,1,2400
 Campos Elíseos,rua,General Rondon,centro,149,2,1980
 Campos Elíseos,rua,Conselheiro Nébias,centro,42,1,1200
 Campos Elíseos,rua,Adolfo Gordo,centro,30,1,1400
 Campos Elíseos,avenida,Rio Branco,centro,84,1,1650
 Campos Elíseos,avenida,Duque De Caxias,centro,50,1,1260
