bairro,zona,area,quartos,aluguel
Aclimação ,-sul,200,,6000
Aclimação ,-sul,90,2,4500
Aclimação ,-sul,100,5,5800
Aclimação ,-sul,210,1,7000
Aclimação ,-sul,180,3,5000
Aclimação ,-sul,230,3,5000
Aclimação ,-sul,200,5,11000
Aclimação ,-sul,130,2,3500
Aclimação ,-sul,100,4,4000
Itaim Bibi ,-sul,200,3,9000
Itaim Bibi ,-sul,200,4,15000
Itaim Bibi ,-sul,70,2,1800
Itaim Bibi ,-sul,518,,17000
Itaim Bibi ,-sul,250,,7500
Itaim Bibi ,-sul,300,,7500
Itaim Bibi ,-sul,280,,19000
Itaim Bibi ,-sul,250,4,7400
Itaim Bibi ,-sul,408,,10000
Itaim Bibi ,-sul,300,4,22000
Itaim Bibi ,-sul,170,3,9000
Itaim Bibi ,-sul,122,,4500
Itaim Bibi ,-sul,160,3,5000
Itaim Bibi ,-sul,300,3,7500
Itaim Bibi ,-sul,170,,6500
Itaim Bibi ,-sul,217,,50000
Itaim Bibi ,-sul,150,3,10000
Itaim Bibi ,-sul,200,1,8500
Itaim Bibi ,-sul,220,,9500
Itaim Bibi ,-sul,250,1,7500
Itaim Bibi ,-sul,278,4,22000
Vila Nova Conceição ,-sul,260,3,9000
Vila Nova Conceição ,-sul,60,2,1750
Vila Nova Conceição ,-sul,80,2,1600
Vila Nova Conceição ,-sul,413,10,30000
Vila Nova Conceição ,-sul,157,2,22000
Vila Nova Conceição ,-sul,168,,12000
Vila Nova Conceição ,-sul,230,3,9500
Vila Nova Conceição ,-sul,198,3,9000
Vila Nova Conceição ,-sul,400,3,30000
Vila Nova Conceição ,-sul,260,4,10000
Vila Nova Conceição ,-sul,348,,15000
Vila Nova Conceição ,-sul,390,6,18000
Vila Nova Conceição ,-sul,450,4,44000
Vila Nova Conceição ,-sul,140,5,16000
Vila Nova Conceição ,-sul,143,3,10000
Vila Nova Conceição ,-sul,210,4,14000
Vila Nova Conceição ,-sul,45,,1500
Vila Nova Conceição ,-sul,80,2,2200
Vila Nova Conceição ,-sul,434,,50000
Vila Nova Conceição ,-sul,168,,10000
Vila Nova Conceição ,-sul,1000,5,48000
Vila Monumento ,-sul,350,4,6000
Vila Monumento ,-sul,140,2,2800
Vila Monumento ,-sul,100,2,2100
Vila Monumento ,-sul,65,1,1500
Vila Monumento ,-sul,120,3,2500
Vila Monumento ,-sul,234,7,5900
Vila Monumento ,-sul,150,,6500
Vila Monumento ,-sul,270,3,4500
Vila Monumento ,-sul,209,3,6000
Vila Monumento ,-sul,436,,8000
Vila Monumento ,-sul,235,4,7000
Vila Monumento ,-sul,400,,6000
Vila Monumento ,-sul,250,4,4500
Vila Monumento ,-sul,290,4,4500
Vila Monumento ,-sul,30,1,1200
Vila Monumento ,-sul,30,1,1300
Vila Monumento ,-sul,95,2,2400
Vila Monumento ,-sul,200,4,4500
Vila Monumento ,-sul,156,3,3500
Vila Monumento ,-sul,300,4,4500
Vila Monumento ,-sul,252,,4900
Sacomã ,-sul,45,2,1600
Sacomã ,-sul,202,3,3000
Sacomã ,-sul,300,9,6500
Sacomã ,-sul,65,2,2000
Sacomã ,-sul,350,4,4430
Sacomã ,-sul,200,4,2300
Sacomã ,-sul,140,3,3300
Sacomã ,-sul,55,1,1500
Sacomã ,-sul,80,2,1450
Sacomã ,-sul,182,,2200
Sacomã ,-sul,90,2,1950
Sacomã ,-sul,60,1,900
Sacomã ,-sul,300,5,5500
Sacomã ,-sul,500,5,7000
Sacomã ,-sul,202,3,3000
Sacomã ,-sul,45,1,1150
Sacomã ,-sul,230,3,2800
Sacomã ,-sul,120,2,2000
Sacomã ,-sul,75,2,1550
Sacomã ,-sul,90,2,3000
Sacomã ,-sul,100,3,2500
Vila Guarani (z Sul) ,-sul,15,1,600
Vila Guarani (z Sul) ,-sul,160,3,2500
Vila Guarani (z Sul) ,-sul,60,2,1750
Vila Guarani (z Sul) ,-sul,100,2,2700
Vila Guarani (z Sul) ,-sul,80,2,1600
Vila Guarani (z Sul) ,-sul,42,1,750
Vila Guarani (z Sul) ,-sul,40,1,850
Vila Guarani (z Sul) ,-sul,30,1,1000
Vila Guarani (z Sul) ,-sul,15,1,550
Vila Guarani (z Sul) ,-sul,100,1,1000
Vila Guarani (z Sul) ,-sul,40,2,1500
Vila Guarani (z Sul) ,-sul,40,1,850
Vila Guarani (z Sul) ,-sul,250,2,5000
Vila Guarani (z Sul) ,-sul,200,3,6000
Vila Guarani (z Sul) ,-sul,70,,1800
Vila Guarani (z Sul) ,-sul,250,2,5000
Vila Guarani (z Sul) ,-sul,124,3,2200
Vila Guarani (z Sul) ,-sul,282,,4000
Vila Guarani (z Sul) ,-sul,300,4,8000
Vila Guarani (z Sul) ,-sul,70,2,1600
Vila Guarani (z Sul) ,-sul,70,2,1500
Santo Amaro ,-sul,280,,3500
Santo Amaro ,-sul,118,2,3500
Santo Amaro ,-sul,140,,3400
Santo Amaro ,-sul,375,4,8000
Santo Amaro ,-sul,220,,5000
Santo Amaro ,-sul,250,2,2000
Santo Amaro ,-sul,280,4,8000
Santo Amaro ,-sul,202,,5200
Santo Amaro ,-sul,100,1,7000
Santo Amaro ,-sul,150,2,4000
Santo Amaro ,-sul,380,4,10700
Santo Amaro ,-sul,,4,8000
Santo Amaro ,-sul,200,2,2600
Santo Amaro ,-sul,188,,6000
Santo Amaro ,-sul,154,1,6900
Santo Amaro ,-sul,120,1,13000
Santo Amaro ,-sul,259,3,8000
Santo Amaro ,-sul,500,,9800
Santo Amaro ,-sul,,3,8000
Santo Amaro ,-sul,100,1,5000
Santo Amaro ,-sul,60,1,6500
Moema ,-sul,130,1,6000
Moema ,-sul,120,3,5800
Moema ,-sul,50,2,3000
Moema ,-sul,230,3,7000
Moema ,-sul,300,2,20000
Moema ,-sul,240,4,10000
Moema ,-sul,800,,24999
Moema ,-sul,270,,12999
Moema ,-sul,100,2,4500
Moema ,-sul,240,4,10000
Moema ,-sul,180,6,7900
Moema ,-sul,250,3,16000
Moema ,-sul,478,3,23000
Moema ,-sul,180,3,7500
Moema ,-sul,150,4,10000
Moema ,-sul,392,,25000
Moema ,-sul,55,1,1550
Moema ,-sul,,4,6000
Moema ,-sul,60,,2500
Moema ,-sul,200,4,7000
Moema ,-sul,288,,17000
Vila Monte Alegre ,-sul,60,2,1400
Vila Monte Alegre ,-sul,168,2,2400
Vila Monte Alegre ,-sul,320,,11490
Vila Monte Alegre ,-sul,345,4,5000
Vila Monte Alegre ,-sul,300,,6500
Vila Monte Alegre ,-sul,244,4,4000
Vila Monte Alegre ,-sul,244,4,4000
Vila Monte Alegre ,-sul,224,2,10000
Vila Monte Alegre ,-sul,190,3,3590
Vila Monte Alegre ,-sul,35,1,1500
Vila Monte Alegre ,-sul,80,,2500
Vila Monte Alegre ,-sul,87,3,4000
Vila Monte Alegre ,-sul,40,1,1300
Vila Monte Alegre ,-sul,60,1,1250
Vila Monte Alegre ,-sul,345,4,5000
Vila Monte Alegre ,-sul,220,4,6000
Vila Monte Alegre ,-sul,50,1,1000
Vila Monte Alegre ,-sul,320,3,10000
Vila Monte Alegre ,-sul,40,1,1500
Chácara Santo Antônio ,-sul,376,4,8900
Chácara Santo Antônio ,-sul,100,5,3500
Chácara Santo Antônio ,-sul,420,4,35000
Chácara Santo Antônio ,-sul,450,4,12900
Chácara Santo Antônio ,-sul,420,4,33000
Chácara Santo Antônio ,-sul,286,1,8000
Chácara Santo Antônio ,-sul,82,4,2800
Chácara Santo Antônio ,-sul,150,2,5000
Chácara Santo Antônio ,-sul,35,,1800
Chácara Santo Antônio ,-sul,250,,10000
Chácara Santo Antônio ,-sul,100,2,2600
Chácara Santo Antônio ,-sul,110,2,5000
Chácara Santo Antônio ,-sul,105,1,2500
Chácara Santo Antônio ,-sul,150,3,12000
Chácara Santo Antônio ,-sul,400,4,9000
Chácara Santo Antônio ,-sul,258,4,9000
Chácara Santo Antônio ,-sul,200,,5000
Chácara Santo Antônio ,-sul,75,3,3000
Chácara Santo Antônio ,-sul,330,4,12000
Chácara Santo Antônio ,-sul,330,4,12000
Chácara Santo Antônio ,-sul,270,,17900
Vila Dom Pedro I ,-sul,200,,3000
Vila Dom Pedro I ,-sul,,2,2000
Vila Dom Pedro I ,-sul,150,2,2300
Vila Dom Pedro I ,-sul,150,3,1800
Vila Dom Pedro I ,-sul,80,2,2800
Vila Dom Pedro I ,-sul,150,,4000
Vila Dom Pedro I ,-sul,160,3,2500
Vila Dom Pedro I ,-sul,147,3,3500
Vila Dom Pedro I ,-sul,362,,5000
Vila Dom Pedro I ,-sul,252,4,6000
Vila Dom Pedro I ,-sul,130,2,2300
Vila Dom Pedro I ,-sul,150,2,2650
Vila Dom Pedro I ,-sul,80,2,2400
Vila Dom Pedro I ,-sul,230,,4300
Vila Dom Pedro I ,-sul,600,,20000
Vila Dom Pedro I ,-sul,70,1,1600
Vila Dom Pedro I ,-sul,99,2,2500
Vila Dom Pedro I ,-sul,,2,2490
Vila Dom Pedro I ,-sul,82,2,2490
Vila Dom Pedro I ,-sul,150,,4000
Vila Dom Pedro I ,-sul,198,3,5400
Vila Clementino ,-sul,320,,5500
Vila Clementino ,-sul,250,,10000
Vila Clementino ,-sul,380,4,6500
Vila Clementino ,-sul,60,2,2990
Vila Clementino ,-sul,200,2,2900
Vila Clementino ,-sul,200,4,12000
Vila Clementino ,-sul,500,1,39000
Vila Clementino ,-sul,160,3,3900
Vila Clementino ,-sul,322,9,5700
Vila Clementino ,-sul,80,1,3500
Vila Clementino ,-sul,143,3,3000
Vila Clementino ,-sul,192,7,5000
Vila Clementino ,-sul,126,5,6300
Vila Clementino ,-sul,300,,11000
Vila Clementino ,-sul,260,3,10000
Vila Clementino ,-sul,380,3,6000
Vila Clementino ,-sul,234,8,6000
Vila Clementino ,-sul,280,,9000
Vila Clementino ,-sul,451,,20000
Vila Clementino ,-sul,750,,19000
Vila Clementino ,-sul,600,10,20000
Vila Uberabinha ,-sul,120,3,5800
Vila Uberabinha ,-sul,240,4,10000
Vila Uberabinha ,-sul,240,4,10000
Vila Uberabinha ,-sul,150,4,10000
Vila Uberabinha ,-sul,141,,7000
Vila Uberabinha ,-sul,350,,12500
Vila Uberabinha ,-sul,300,6,18000
Vila Uberabinha ,-sul,124,2,5000
Vila Uberabinha ,-sul,141,1,7000
Vila Uberabinha ,-sul,400,4,15000
Vila Uberabinha ,-sul,141,2,7000
Vila Uberabinha ,-sul,280,3,9200
Vila Uberabinha ,-sul,139,1,7000
Vila Uberabinha ,-sul,300,,18000
Vila Uberabinha ,-sul,350,,10000
Vila Uberabinha ,-sul,140,2,8011
Vila Uberabinha ,-sul,330,5,10000
Vila Uberabinha ,-sul,350,,12499
Vila Uberabinha ,-sul,400,,15000
Vila Uberabinha ,-sul,145,3,6800
Vila Uberabinha ,-sul,338,,14500
Parque Jabaquara ,-sul,80,3,2500
Parque Jabaquara ,-sul,95,3,4000
Parque Jabaquara ,-sul,400,,13000
Parque Jabaquara ,-sul,220,3,6000
Parque Jabaquara ,-sul,107,3,2500
Parque Jabaquara ,-sul,152,3,2500
Parque Jabaquara ,-sul,140,3,4000
Parque Jabaquara ,-sul,270,5,3000
Parque Jabaquara ,-sul,150,3,6000
Parque Jabaquara ,-sul,189,2,3500
Parque Jabaquara ,-sul,291,3,3300
Parque Jabaquara ,-sul,150,3,3200
Parque Jabaquara ,-sul,140,3,3800
Parque Jabaquara ,-sul,85,4,4500
Parque Jabaquara ,-sul,50,1,1200
Parque Jabaquara ,-sul,35,1,1200
Parque Jabaquara ,-sul,179,3,3200
Parque Jabaquara ,-sul,189,3,3500
Parque Jabaquara ,-sul,190,5,3500
Parque Jabaquara ,-sul,350,4,7000
Parque Jabaquara ,-sul,165,3,2600
Paraíso ,-sul,115,3,5500
Paraíso ,-sul,238,4,5000
Paraíso ,-sul,340,10,11000
Paraíso ,-sul,300,3,8000
Paraíso ,-sul,260,3,10900
Paraíso ,-sul,230,4,5000
Paraíso ,-sul,250,4,12000
Paraíso ,-sul,250,4,12000
Paraíso ,-sul,294,8,12000
Paraíso ,-sul,294,8,12000
Paraíso ,-sul,260,,10900
Paraíso ,-sul,115,3,5500
Paraíso ,-sul,104,3,3800
Paraíso ,-sul,237,4,8000
Paraíso ,-sul,765,10,42000
Paraíso ,-sul,100,2,4000
Paraíso ,-sul,269,4,12000
Paraíso ,-sul,315,,10900
Paraíso ,-sul,360,4,18000
Paraíso ,-sul,200,4,13000
Paraíso ,-sul,290,,14000
Vila Mascote ,-sul,200,2,5000
Vila Mascote ,-sul,290,3,4500
Vila Mascote ,-sul,250,4,4400
Vila Mascote ,-sul,80,,2600
Vila Mascote ,-sul,138,2,4000
Vila Mascote ,-sul,150,3,3000
Vila Mascote ,-sul,400,3,15000
Vila Mascote ,-sul,200,4,6000
Vila Mascote ,-sul,200,2,2800
Vila Mascote ,-sul,250,,8300
Vila Mascote ,-sul,100,2,3500
Vila Mascote ,-sul,198,3,3700
Vila Mascote ,-sul,400,3,14000
Vila Mascote ,-sul,500,4,6000
Vila Mascote ,-sul,250,,8300
Vila Mascote ,-sul,160,3,3300
Vila Mascote ,-sul,178,3,3300
Vila Mascote ,-sul,160,,6900
Vila Mascote ,-sul,100,3,2600
Vila Mascote ,-sul,150,,15000
Vila Mascote ,-sul,200,3,3500
Vila Das Mercês ,-sul,50,1,850
Vila Das Mercês ,-sul,35,1,1200
Vila Das Mercês ,-sul,,1,1000
Vila Das Mercês ,-sul,80,2,1800
Vila Das Mercês ,-sul,300,4,3500
Vila Das Mercês ,-sul,,1,800
Vila Das Mercês ,-sul,70,2,1500
Vila Das Mercês ,-sul,40,1,900
Vila Das Mercês ,-sul,40,1,900
Vila Das Mercês ,-sul,58,1,1200
Vila Das Mercês ,-sul,70,2,1200
Vila Das Mercês ,-sul,60,2,1400
Vila Das Mercês ,-sul,600,,12000
Vila Das Mercês ,-sul,70,2,1200
Vila Das Mercês ,-sul,55,1,1100
Vila Das Mercês ,-sul,,1,1400
Vila Das Mercês ,-sul,120,2,2000
Vila Das Mercês ,-sul,110,2,1980
Vila Das Mercês ,-sul,30,1,850
Vila Das Mercês ,-sul,,1,1050
Vila Das Mercês ,-sul,50,2,1200
Jardim Aeroporto ,-sul,230,2,4300
Jardim Aeroporto ,-sul,125,3,3000
Jardim Aeroporto ,-sul,125,2,2500
Jardim Aeroporto ,-sul,152,3,2500
Jardim Aeroporto ,-sul,1200,6,7900
Jardim Aeroporto ,-sul,189,2,3500
Jardim Aeroporto ,-sul,170,3,3500
Jardim Aeroporto ,-sul,150,3,3200
Jardim Aeroporto ,-sul,297,,4500
Jardim Aeroporto ,-sul,140,3,3800
Jardim Aeroporto ,-sul,130,3,3300
Jardim Aeroporto ,-sul,110,3,2300
Jardim Aeroporto ,-sul,150,3,3200
Jardim Aeroporto ,-sul,162,3,2800
Jardim Aeroporto ,-sul,189,3,3500
Jardim Aeroporto ,-sul,190,5,3500
Jardim Aeroporto ,-sul,350,4,7000
Jardim Aeroporto ,-sul,195,1,10000
Jardim Aeroporto ,-sul,196,1,9000
Jardim Aeroporto ,-sul,250,3,4100
Jardim Aeroporto ,-sul,177,6,9000
Nova Piraju ,-sul,546,10,30000
Nova Piraju ,-sul,470,2,9000
Nova Piraju ,-sul,150,3,4000
Nova Piraju ,-sul,550,,30000
Nova Piraju ,-sul,20,,1500
Nova Piraju ,-sul,235,2,2700
Nova Piraju ,-sul,156,2,4300
Nova Piraju ,-sul,190,,3300
Nova Piraju ,-sul,190,3,4500
Nova Piraju ,-sul,550,,30000
Nova Piraju ,-sul,28,1,3300
Nova Piraju ,-sul,156,,4500
Nova Piraju ,-sul,546,,30000
Vila Gumercindo ,-sul,52,1,1200
Vila Gumercindo ,-sul,42,1,1100
Vila Gumercindo ,-sul,200,,2800
Vila Gumercindo ,-sul,80,2,2700
Vila Gumercindo ,-sul,50,1,1680
Vila Gumercindo ,-sul,50,1,1680
Vila Gumercindo ,-sul,30,1,1050
Vila Gumercindo ,-sul,50,1,1680
Vila Gumercindo ,-sul,50,1,1680
Vila Gumercindo ,-sul,40,1,1300
Vila Gumercindo ,-sul,30,1,1000
Vila Gumercindo ,-sul,80,2,2900
Vila Gumercindo ,-sul,100,3,2300
Vila Gumercindo ,-sul,150,3,2200
Vila Gumercindo ,-sul,71,2,2600
Vila Gumercindo ,-sul,80,2,2500
Vila Gumercindo ,-sul,33,1,1150
Vila Gumercindo ,-sul,200,3,3500
Vila Gumercindo ,-sul,100,2,2100
Vila Gumercindo ,-sul,330,2,4000
Vila Gumercindo ,-sul,400,5,8000
Bosque Da Saúde ,-sul,120,4,5500
Bosque Da Saúde ,-sul,,3,3000
Bosque Da Saúde ,-sul,268,3,6000
Bosque Da Saúde ,-sul,160,3,4800
Bosque Da Saúde ,-sul,,2,1500
Bosque Da Saúde ,-sul,,1,1200
Bosque Da Saúde ,-sul,347,4,10000
Bosque Da Saúde ,-sul,180,3,2700
Bosque Da Saúde ,-sul,110,3,3000
Bosque Da Saúde ,-sul,150,3,3600
Bosque Da Saúde ,-sul,100,3,2300
Bosque Da Saúde ,-sul,50,1,1300
Bosque Da Saúde ,-sul,450,,11000
Bosque Da Saúde ,-sul,170,2,2280
Bosque Da Saúde ,-sul,250,3,3500
Bosque Da Saúde ,-sul,110,3,3000
Bosque Da Saúde ,-sul,250,,3000
Bosque Da Saúde ,-sul,180,4,2600
Bosque Da Saúde ,-sul,300,4,4000
Bosque Da Saúde ,-sul,980,,35000
Bosque Da Saúde ,-sul,180,3,7000
Jabaquara ,-sul,90,2,2400
Jabaquara ,-sul,190,,10000
Jabaquara ,-sul,250,4,2300
Jabaquara ,-sul,160,3,2500
Jabaquara ,-sul,138,2,2500
Jabaquara ,-sul,80,2,1150
Jabaquara ,-sul,80,3,2500
Jabaquara ,-sul,95,3,4000
Jabaquara ,-sul,65,1,1500
Jabaquara ,-sul,,2,1250
Jabaquara ,-sul,40,1,700
Jabaquara ,-sul,34,1,900
Jabaquara ,-sul,20,1,550
Jabaquara ,-sul,400,,13000
Jabaquara ,-sul,230,2,4300
Jabaquara ,-sul,220,3,6000
Jabaquara ,-sul,270,8,4500
Jabaquara ,-sul,250,2,5000
Jabaquara ,-sul,30,1,1000
Jabaquara ,-sul,120,3,3450
Jabaquara ,-sul,107,3,2500
Santana ,-norte,180,2,2000
Santana ,-norte,190,3,2700
Santana ,-norte,307,,15000
Santana ,-norte,255,4,6000
Santana ,-norte,127,3,7000
Santana ,-norte,200,4,4000
Santana ,-norte,205,3,6000
Santana ,-norte,300,3,8000
Santana ,-norte,295,3,5000
Santana ,-norte,120,,4500
Santana ,-norte,40,2,1500
Santana ,-norte,315,4,9700
Santana ,-norte,300,6,5500
Santana ,-norte,390,4,9000
Santana ,-norte,100,2,2000
Santana ,-norte,113,,2900
Santana ,-norte,420,1,12000
Santana ,-norte,500,3,6000
Santana ,-norte,113,,3800
Santana ,-norte,60,3,1800
Santana ,-norte,184,3,4700
Jardim Peri ,-norte,50,1,799
Jardim Peri ,-norte,210,2,1250
Jardim Peri ,-norte,40,1,550
Jardim Peri ,-norte,90,3,1100
Jardim Peri ,-norte,70,1,600
Jardim Peri ,-norte,50,1,750
Jardim Peri ,-norte,90,2,850
Jardim Peri ,-norte,200,1,750
Jardim Peri ,-norte,70,3,930
Jardim Peri ,-norte,360,2,950
Jardim Peri ,-norte,48,1,800
Jardim Peri ,-norte,70,2,550
Jardim Peri ,-norte,50,2,1000
Jardim Peri ,-norte,45,1,700
Jardim Peri ,-norte,70,1,700
Jardim Peri ,-norte,60,2,1389
Jardim Peri ,-norte,100,3,1350
Jardim Peri ,-norte,100,1,800
Jardim Peri ,-norte,70,1,750
Jardim Peri ,-norte,45,2,1000
Jardim Peri ,-norte,20,,2500
Santa Teresinha ,-norte,133,3,3500
Santa Teresinha ,-norte,350,,8000
Santa Teresinha ,-norte,250,3,3500
Santa Teresinha ,-norte,200,2,2750
Santa Teresinha ,-norte,230,3,6000
Santa Teresinha ,-norte,95,2,2600
Santa Teresinha ,-norte,300,4,5380
Santa Teresinha ,-norte,130,3,3200
Santa Teresinha ,-norte,120,2,3000
Santa Teresinha ,-norte,350,6,5000
Santa Teresinha ,-norte,120,2,2500
Santa Teresinha ,-norte,630,4,18000
Santa Teresinha ,-norte,350,,8000
Santa Teresinha ,-norte,90,2,2300
Santa Teresinha ,-norte,150,3,2900
Santa Teresinha ,-norte,150,3,2500
Santa Teresinha ,-norte,250,2,2600
Santa Teresinha ,-norte,120,3,4300
Santa Teresinha ,-norte,220,3,3900
Santa Teresinha ,-norte,185,3,4000
Santa Teresinha ,-norte,50,,3710
Vila Mazzei ,-norte,350,3,4200
Vila Mazzei ,-norte,40,1,850
Vila Mazzei ,-norte,120,4,2100
Vila Mazzei ,-norte,110,2,3000
Vila Mazzei ,-norte,180,5,4000
Vila Mazzei ,-norte,50,1,1000
Vila Mazzei ,-norte,65,3,1500
Vila Mazzei ,-norte,40,2,1300
Vila Mazzei ,-norte,32,1,1350
Vila Mazzei ,-norte,60,2,2000
Vila Mazzei ,-norte,100,2,2800
Vila Mazzei ,-norte,250,,9000
Vila Mazzei ,-norte,40,1,1700
Vila Mazzei ,-norte,40,1,1700
Vila Mazzei ,-norte,50,1,1000
Vila Mazzei ,-norte,50,3,2000
Vila Mazzei ,-norte,600,4,7000
Vila Mazzei ,-norte,120,,3000
Vila Mazzei ,-norte,100,,2800
Vila Mazzei ,-norte,70,2,2500
Vila Mazzei ,-norte,320,4,4800
Vila Guilherme ,-norte,70,3,1550
Vila Guilherme ,-norte,150,3,10000
Vila Guilherme ,-norte,252,3,4500
Vila Guilherme ,-norte,143,4,10000
Vila Guilherme ,-norte,300,3,5500
Vila Guilherme ,-norte,252,3,4500
Vila Guilherme ,-norte,145,3,10000
Vila Guilherme ,-norte,60,1,950
Vila Guilherme ,-norte,250,1,6500
Vila Guilherme ,-norte,150,3,2900
Vila Guilherme ,-norte,70,1,1000
Vila Guilherme ,-norte,80,2,1500
Vila Guilherme ,-norte,144,2,2000
Vila Guilherme ,-norte,90,3,2300
Vila Gustavo ,-norte,400,3,6000
Vila Gustavo ,-norte,98,2,2500
Vila Gustavo ,-norte,80,3,5000
Vila Gustavo ,-norte,270,3,6000
Vila Gustavo ,-norte,170,3,3000
Vila Gustavo ,-norte,330,3,9000
Vila Gustavo ,-norte,98,3,600000
Vila Gustavo ,-norte,170,3,4000
Vila Gustavo ,-norte,45,1,1200
Vila Gustavo ,-norte,45,1,1200
Vila Gustavo ,-norte,45,1,1200
Vila Gustavo ,-norte,45,1,1200
Vila Gustavo ,-norte,150,3,2300
Vila Gustavo ,-norte,60,2,1200
Vila Gustavo ,-norte,42,2,1000
Parque Mandaqui ,-norte,390,5,7500
Parque Mandaqui ,-norte,58,2,1200
Parque Mandaqui ,-norte,424,3,3300
Parque Mandaqui ,-norte,166,3,3500
Parque Mandaqui ,-norte,43,1,1200
Parque Mandaqui ,-norte,200,,3500
Parque Mandaqui ,-norte,150,3,3000
Parque Mandaqui ,-norte,250,3,3500
Parque Mandaqui ,-norte,390,2,5500
Parque Mandaqui ,-norte,230,3,3500
Parque Mandaqui ,-norte,200,,6000
Parque Mandaqui ,-norte,40,1,1250
Parque Mandaqui ,-norte,200,4,6000
Parque Mandaqui ,-norte,120,4,3500
Parque Mandaqui ,-norte,176,2,2800
Parque Mandaqui ,-norte,402,3,6000
Parque Mandaqui ,-norte,70,,4500
Parque Mandaqui ,-norte,250,4,3700
Parque Mandaqui ,-norte,100,3,2100
Parque Mandaqui ,-norte,166,3,3500
Parque Mandaqui ,-norte,80,2,2300
Parada Inglesa ,-norte,90,2,2500
Parada Inglesa ,-norte,37,1,1200
Parada Inglesa ,-norte,90,2,2800
Parada Inglesa ,-norte,402,3,4400
Parada Inglesa ,-norte,120,2,2100
Parada Inglesa ,-norte,350,,7500
Parada Inglesa ,-norte,300,,9000
Parada Inglesa ,-norte,150,4,7500
Parada Inglesa ,-norte,300,,8000
Parada Inglesa ,-norte,350,,8000
Parada Inglesa ,-norte,350,8,8000
Parada Inglesa ,-norte,130,,8000
Parada Inglesa ,-norte,125,2,3000
Parada Inglesa ,-norte,320,,5500
Parada Inglesa ,-norte,180,3,2500
Parada Inglesa ,-norte,240,3,3000
Parada Inglesa ,-norte,350,8,8000
Parada Inglesa ,-norte,350,5,8000
Parada Inglesa ,-norte,250,2,9000
Parada Inglesa ,-norte,70,2,1800
Parada Inglesa ,-norte,,1,1200
Vila Medeiros ,-norte,45,2,1100
Vila Medeiros ,-norte,30,1,1200
Vila Medeiros ,-norte,,2,2200
Vila Medeiros ,-norte,38,1,1200
Vila Medeiros ,-norte,20,1,1800
Vila Medeiros ,-norte,140,3,2300
Vila Medeiros ,-norte,220,3,4400
Vila Medeiros ,-norte,120,2,1900
Vila Medeiros ,-norte,75,2,2700
Vila Medeiros ,-norte,,1,1200
Vila Medeiros ,-norte,55,1,1200
Vila Medeiros ,-norte,50,1,1000
Vila Medeiros ,-norte,40,1,1100
Vila Medeiros ,-norte,200,3,2700
Vila Medeiros ,-norte,,2,1250
Vila Medeiros ,-norte,40,1,1200
Vila Medeiros ,-norte,50,1,1550
Vila Dom Pedro Ii ,-norte,37,1,1200
Vila Dom Pedro Ii ,-norte,37,1,1200
Vila Dom Pedro Ii ,-norte,90,2,2800
Vila Dom Pedro Ii ,-norte,300,,9000
Vila Dom Pedro Ii ,-norte,10000,3,3000
Vila Dom Pedro Ii ,-norte,100,3,2300
Vila Dom Pedro Ii ,-norte,240,3,3000
Vila Dom Pedro Ii ,-norte,135,2,3200
Vila Dom Pedro Ii ,-norte,30,2,1100
Vila Dom Pedro Ii ,-norte,230,,4000
Vila Dom Pedro Ii ,-norte,300,4,2500
Vila Dom Pedro Ii ,-norte,50,4,12000
Casa Verde ,-norte,40,1,750
Casa Verde ,-norte,40,2,1150
Casa Verde ,-norte,45,2,1200
Casa Verde ,-norte,45,1,1000
Casa Verde ,-norte,40,1,1100
Casa Verde ,-norte,150,1,1000
Casa Verde ,-norte,90,1,500
Casa Verde ,-norte,50,1,650
Casa Verde ,-norte,38,2,930
Casa Verde ,-norte,200,3,4000
Casa Verde ,-norte,93,2,2000
Casa Verde ,-norte,50,1,700
Casa Verde ,-norte,262,4,7000
Casa Verde ,-norte,35,1,800
Casa Verde ,-norte,180,3,6000
Casa Verde ,-norte,481,3,5300
Casa Verde ,-norte,170,4,4500
Casa Verde ,-norte,50,1,1200
Casa Verde ,-norte,180,,6000
Casa Verde ,-norte,2100,,120000
Casa Verde ,-norte,100,2,2200
Jardim São Paulo ,-norte,50,1,799
Jardim São Paulo ,-norte,110,2,2200
Jardim São Paulo ,-norte,70,2,1800
Jardim São Paulo ,-norte,270,3,3000
Jardim São Paulo ,-norte,450,4,8500
Jardim São Paulo ,-norte,115,2,2400
Jardim São Paulo ,-norte,271,4,7500
Jardim São Paulo ,-norte,40,1,850
Jardim São Paulo ,-norte,110,3,2300
Jardim São Paulo ,-norte,70,3,1800
Jardim São Paulo ,-norte,40,1,1200
Jardim São Paulo ,-norte,16,1,520
Jardim São Paulo ,-norte,115,3,1650
Jardim São Paulo ,-norte,180,2,2000
Jardim São Paulo ,-norte,90,2,1350
Jardim São Paulo ,-norte,112,2,1600
Jardim São Paulo ,-norte,127,3,7000
Jardim São Paulo ,-norte,205,3,6000
Jardim São Paulo ,-norte,90,2,1350
Jardim São Paulo ,-norte,300,3,8000
Jardim São Paulo ,-norte,45,1,800
Lauzane Paulista ,-norte,260,3,2600
Lauzane Paulista ,-norte,50,2,1400
Lauzane Paulista ,-norte,750,7,5800
Lauzane Paulista ,-norte,60,1,1150
Lauzane Paulista ,-norte,52,1,1000
Lauzane Paulista ,-norte,350,,3900
