bairro,zona,area,quartos,aluguel
Moóca ,-leste,210,3,3800
Moóca ,-leste,470,3,7000
Moóca ,-leste,210,3,3800
Moóca ,-leste,264,3,4000
Moóca ,-leste,150,3,3300
Moóca ,-leste,70,3,2200
Moóca ,-leste,70,,1700
Moóca ,-leste,80,3,1570
Moóca ,-leste,82,2,1900
Moóca ,-leste,65,2,1500
Moóca ,-leste,45,1,1200
Penha De Franca ,-leste,320,,99
Penha De Franca ,-leste,200,4,6500
Penha De Franca ,-leste,70,1,1000
Penha De Franca ,-leste,90,3,1750
Penha De Franca ,-leste,50,2,1200
Penha De Franca ,-leste,200,4,5500
Penha De Franca ,-leste,400,3,8000
Penha De Franca ,-leste,145,3,2500
Penha De Franca ,-leste,226,3,5000
Penha De Franca ,-leste,432,5,12000
Penha De Franca ,-leste,300,4,5200
Penha De Franca ,-leste,340,3,8000
Penha De Franca ,-leste,400,,7000
Penha De Franca ,-leste,400,3,8000
Penha De Franca ,-leste,400,,8000
Penha De Franca ,-leste,300,3,4500
Penha De Franca ,-leste,200,3,7000
Penha De Franca ,-leste,800,3,14000
Penha De Franca ,-leste,200,3,7000
Penha De Franca ,-leste,700,5,8000
Penha De Franca ,-leste,720,5,8000
Vila Regente Feijó ,-leste,144,3,6000
Vila Regente Feijó ,-leste,270,3,6500
Vila Regente Feijó ,-leste,128,3,4800
Vila Regente Feijó ,-leste,144,3,8000
Vila Regente Feijó ,-leste,113,3,2700
Vila Regente Feijó ,-leste,35,1,900
Vila Regente Feijó ,-leste,50,1,1100
Vila Regente Feijó ,-leste,72,2,2200
Vila Regente Feijó ,-leste,100,4,4000
Vila Regente Feijó ,-leste,180,3,3950
Vila Regente Feijó ,-leste,72,2,2200
Vila Regente Feijó ,-leste,150,3,3200
Vila Regente Feijó ,-leste,180,3,3700
Vila Regente Feijó ,-leste,120,2,3500
Vila Regente Feijó ,-leste,260,5,5800
Vila Regente Feijó ,-leste,450,3,7000
Vila Regente Feijó ,-leste,200,,8500
Vila Regente Feijó ,-leste,228,3,3900
Vila Regente Feijó ,-leste,480,3,9000
Vila Regente Feijó ,-leste,219,,8500
Vila Regente Feijó ,-leste,202,3,2900
Tatuapé ,-leste,250,3,4000
Tatuapé ,-leste,140,3,2800
Tatuapé ,-leste,105,1,5000
Tatuapé ,-leste,160,,8000
Tatuapé ,-leste,180,,9000
Tatuapé ,-leste,200,3,3500
Tatuapé ,-leste,194,3,3000
Tatuapé ,-leste,105,4,5000
Tatuapé ,-leste,250,4,8000
Tatuapé ,-leste,220,4,5000
Tatuapé ,-leste,90,3,3260
Tatuapé ,-leste,50,1,1200
Tatuapé ,-leste,180,2,3500
Tatuapé ,-leste,171,2,3170
Tatuapé ,-leste,270,4,10000
Tatuapé ,-leste,292,2,4850
Tatuapé ,-leste,270,3,5810
Tatuapé ,-leste,140,2,3000
Tatuapé ,-leste,70,3,3500
Tatuapé ,-leste,266,3,7800
Tatuapé ,-leste,35,1,900
Vila Carrão ,-leste,38,1,900
Vila Carrão ,-leste,,3,2500
Vila Carrão ,-leste,332,4,7840
Vila Carrão ,-leste,50,1,1200
Vila Carrão ,-leste,200,3,4000
Vila Carrão ,-leste,40,1,1200
Vila Carrão ,-leste,600,3,30000
Vila Carrão ,-leste,280,,9500
Vila Carrão ,-leste,180,,3000
Vila Carrão ,-leste,50,1,1100
Vila Carrão ,-leste,100,3,2200
Vila Carrão ,-leste,600,3,30000
Vila Carrão ,-leste,332,4,8000
Vila Carrão ,-leste,130,2,2000
Vila Carrão ,-leste,60,1,1100
Vila Carrão ,-leste,160,3,2500
Vila Carrão ,-leste,120,3,2500
Vila Carrão ,-leste,140,3,4200
Vila Carrão ,-leste,70,1,1700
Vila Carrão ,-leste,65,2,1800
Vila Carrão ,-leste,350,4,6000
Vila Gomes Cardim ,-leste,105,1,5000
Vila Gomes Cardim ,-leste,250,,8000
Vila Gomes Cardim ,-leste,160,,8000
Vila Gomes Cardim ,-leste,180,,9000
Vila Gomes Cardim ,-leste,240,2,4000
Vila Gomes Cardim ,-leste,105,4,5000
Vila Gomes Cardim ,-leste,300,4,8100
Vila Gomes Cardim ,-leste,140,2,3000
Vila Gomes Cardim ,-leste,90,3,3500
Vila Gomes Cardim ,-leste,250,2,3500
Vila Gomes Cardim ,-leste,490,5,8000
Vila Gomes Cardim ,-leste,105,1,5000
Vila Gomes Cardim ,-leste,160,2,1800
Vila Gomes Cardim ,-leste,126,3,3200
Vila Gomes Cardim ,-leste,196,,4500
Vila Gomes Cardim ,-leste,60,2,2000
Vila Gomes Cardim ,-leste,500,4,20000
Vila Gomes Cardim ,-leste,280,5,10000
Vila Gomes Cardim ,-leste,220,3,4100
Vila Gomes Cardim ,-leste,100,2,2700
Vila Gomes Cardim ,-leste,300,3,5000
Chácara Santo Antônio ,-leste,50,1,1300
Chácara Santo Antônio ,-leste,50,1,1300
Chácara Santo Antônio ,-leste,45,1,1200
Chácara Santo Antônio ,-leste,480,7,12000
Chácara Santo Antônio ,-leste,135,2,2500
Chácara Santo Antônio ,-leste,290,4,4000
Chácara Santo Antônio ,-leste,80,2,2200
Chácara Santo Antônio ,-leste,176,3,3000
Chácara Santo Antônio ,-leste,234,3,4700
Chácara Santo Antônio ,-leste,75,2,1550
Chácara Santo Antônio ,-leste,80,2,1550
Chácara Santo Antônio ,-leste,64,2,2200
Chácara Santo Antônio ,-leste,185,2,2500
Chácara Santo Antônio ,-leste,180,2,3000
Chácara Santo Antônio ,-leste,300,3,5000
Chácara Santo Antônio ,-leste,150,3,2500
Chácara Santo Antônio ,-leste,150,3,2500
Chácara Santo Antônio ,-leste,50,,1800
Chácara Santo Antônio ,-leste,64,2,2000
Chácara Santo Antônio ,-leste,140,3,3700
Chácara Santo Antônio ,-leste,150,3,4200
Vila Prudente ,-leste,80,2,1500
Vila Prudente ,-leste,250,3,2600
Vila Prudente ,-leste,60,2,900
Vila Prudente ,-leste,120,3,2000
Vila Prudente ,-leste,90,2,1900
Vila Prudente ,-leste,640,5,7500
Vila Prudente ,-leste,250,3,3200
Vila Prudente ,-leste,280,4,5000
Vila Prudente ,-leste,90,,2000
Vila Prudente ,-leste,125,2,625000
Vila Prudente ,-leste,471,3,8000
Vila Prudente ,-leste,200,3,5000
Vila Prudente ,-leste,180,3,4000
Vila Prudente ,-leste,400,3,9000
Vila Prudente ,-leste,270,,6500
Vila Prudente ,-leste,250,3,3000
Vila Prudente ,-leste,276,3,8000
Vila Prudente ,-leste,167,3,3500
Vila Prudente ,-leste,120,3,3000
Vila Prudente ,-leste,690,,12000
Vila Prudente ,-leste,276,3,10000
Vila Antonieta ,-leste,155,2,1580
Vila Antonieta ,-leste,50,1,800
Vila Antonieta ,-leste,200,4,2500
Vila Antonieta ,-leste,155,2,1580
Vila Antonieta ,-leste,155,2,1580
Vila Antonieta ,-leste,200,3,2500
Vila Antonieta ,-leste,300,3,4300
Vila Antonieta ,-leste,40,2,1400
Vila Antonieta ,-leste,200,3,2550
Vila Antonieta ,-leste,80,2,1600
Vila Antonieta ,-leste,250,3,6000
Vila Antonieta ,-leste,73,3,2000
Vila Antonieta ,-leste,158,2,1450
Vila Antonieta ,-leste,158,2,1450
Vila Antonieta ,-leste,200,4,2500
Vila Antonieta ,-leste,200,4,2000
Vila Antonieta ,-leste,286,4,4000
Vila Formosa ,-leste,33,3,1500
Vila Formosa ,-leste,100,2,1300
Vila Formosa ,-leste,120,3,2800
Vila Formosa ,-leste,70,1,1400
Vila Formosa ,-leste,150,3,2000
Vila Formosa ,-leste,80,1,850
Vila Formosa ,-leste,100,2,1600
Vila Formosa ,-leste,120,2,2300
Vila Formosa ,-leste,100,2,1400
Vila Formosa ,-leste,30,1,950
Vila Formosa ,-leste,60,2,1100
Vila Formosa ,-leste,30,1,830
Vila Formosa ,-leste,65,1,1300
Vila Formosa ,-leste,73,2,1300
Vila Formosa ,-leste,40,1,1200
Vila Formosa ,-leste,73,2,1300
Vila Formosa ,-leste,180,3,2500
Vila Formosa ,-leste,90,2,1400
Vila Formosa ,-leste,80,2,2000
Vila Formosa ,-leste,288,3,2900
Vila Formosa ,-leste,80,2,2000
Itaquera ,-leste,32,1,500
Itaquera ,-leste,40,1,800
Itaquera ,-leste,57,2,1350
Itaquera ,-leste,60,1,850
Itaquera ,-leste,60,2,850
Itaquera ,-leste,80,3,1600
Itaquera ,-leste,40,1,850
Itaquera ,-leste,25,1,650
Itaquera ,-leste,38,1,700
Itaquera ,-leste,85,2,1600
Itaquera ,-leste,80,2,2500
Itaquera ,-leste,145,2,1500
Itaquera ,-leste,80,2,1700
Itaquera ,-leste,200,4,1800
Itaquera ,-leste,370,4,8000
Itaquera ,-leste,50,2,900
Itaquera ,-leste,200,3,2500
Itaquera ,-leste,55,1,1000
Itaquera ,-leste,50,1,1600
Itaquera ,-leste,40,1,1300
Itaquera ,-leste,70,2,1500
Vila Guilhermina ,-leste,70,1,1000
Vila Guilhermina ,-leste,55,2,1450
Vila Guilhermina ,-leste,45,1,1100
Vila Guilhermina ,-leste,370,4,10000
Vila Guilhermina ,-leste,150,2,1900
Vila Guilhermina ,-leste,438,4,10000
Vila Guilhermina ,-leste,184,4,3000
Vila Guilhermina ,-leste,550,2,5000
Vila Guilhermina ,-leste,400,7,7000
Vila Guilhermina ,-leste,250,3,7000
Vila Guilhermina ,-leste,,3,3000
Vila Guilhermina ,-leste,,4,3000
Vila Guilhermina ,-leste,250,3,2500
Vila Guilhermina ,-leste,85,2,2500
Vila Guilhermina ,-leste,,4,5000
Vila Guilhermina ,-leste,70,2,1800
Vila Guilhermina ,-leste,70,1,1800
Vila Guilhermina ,-leste,100,2,2200
Vila Guilhermina ,-leste,300,3,5000
Vila Guilhermina ,-leste,60,2,2500
Vila Guilhermina ,-leste,60,2,1200
Chácara Califórnia ,-leste,170,3,5000
Chácara Califórnia ,-leste,350,4,6000
Chácara Califórnia ,-leste,150,2,2500
Chácara Califórnia ,-leste,25,1,1000
Chácara Califórnia ,-leste,95,2,2700
Chácara Califórnia ,-leste,200,4,5500
Chácara Califórnia ,-leste,433,2,8000
Chácara Califórnia ,-leste,120,2,1900
Chácara Califórnia ,-leste,200,3,3500
Chácara Califórnia ,-leste,103,2,2100
Chácara Califórnia ,-leste,90,2,3000
Chácara Califórnia ,-leste,300,1,7500
Chácara Califórnia ,-leste,380,,12000
Chácara Califórnia ,-leste,80,2,2800
Chácara Califórnia ,-leste,50,1,1250
Chácara Califórnia ,-leste,95,2,1390
Chácara Califórnia ,-leste,65,2,1750
Chácara Califórnia ,-leste,150,4,2800
Chácara Califórnia ,-leste,35,1,1100
Chácara Califórnia ,-leste,,3,2500
Jardim Penha ,-leste,70,2,1200
Jardim Penha ,-leste,48,1,950
Jardim Penha ,-leste,56,2,1200
Jardim Penha ,-leste,220,2,3500
Jardim Penha ,-leste,500,8,35000
Jardim Penha ,-leste,700,5,10000
Jardim Penha ,-leste,,3,2500
Jardim Penha ,-leste,10,2,1400
Jardim Penha ,-leste,111,2,2500
Jardim Penha ,-leste,110,2,1800
Jardim Penha ,-leste,120,3,2105
Jardim Penha ,-leste,35,1,1100
Jardim Penha ,-leste,,1,1200
Jardim Penha ,-leste,60,2,1300
Jardim Penha ,-leste,,2,1300
Jardim Penha ,-leste,50,1,600
Jardim Penha ,-leste,,3,1750
Vila Bertioga ,-leste,242,3,4000
Vila Bertioga ,-leste,242,3,4000
Vila Bertioga ,-leste,390,5,10000
Vila Bertioga ,-leste,70,,1700
Vila Bertioga ,-leste,65,2,1500
Vila Bertioga ,-leste,150,3,3100
Vila Bertioga ,-leste,160,,3000
Vila Bertioga ,-leste,130,,2800
Vila Bertioga ,-leste,1587,4,14000
Vila Bertioga ,-leste,250,2,1380000
Vila Bertioga ,-leste,400,3,3000
Vila Bertioga ,-leste,250,3,4000
Vila Bertioga ,-leste,160,2,4000
Vila Bertioga ,-leste,1457,4,14000
Vila Bertioga ,-leste,280,4,7000
Vila Bertioga ,-leste,329,4,10000
Vila Bertioga ,-leste,255,3,5500
Vila Bertioga ,-leste,329,4,10000
Vila Bertioga ,-leste,105,3,3500
Vila Bertioga ,-leste,60,1,1200
Vila Bertioga ,-leste,80,1,1200
Vila Ré ,-leste,67,3,2300
Vila Ré ,-leste,76,2,2000
Vila Ré ,-leste,,5,3000
Vila Ré ,-leste,500,4,15000
Vila Ré ,-leste,500,3,8000
Vila Ré ,-leste,250,3,5000
Vila Ré ,-leste,500,3,6000
Vila Ré ,-leste,180,2,4000
Vila Ré ,-leste,250,4,4800
Vila Ré ,-leste,200,2,3500
Vila Ré ,-leste,,2,2500
Vila Ré ,-leste,80,1,1300
Vila Ré ,-leste,350,3,8000
Vila Ré ,-leste,180,2,4000
Vila Ré ,-leste,43,1,1100
Vila Ré ,-leste,100,3,2300
Vila Ré ,-leste,500,3,6000
Vila Ré ,-leste,50,2,1000
Vila Ré ,-leste,48,2,1100
Vila Ré ,-leste,100,3,2000
Vila Ré ,-leste,72,2,1650
Maranhão ,-leste,140,3,2800
Maranhão ,-leste,180,3,4800
Maranhão ,-leste,180,3,4800
Maranhão ,-leste,180,4,4700
Maranhão ,-leste,180,2,4800
Maranhão ,-leste,79,1,1500
Maranhão ,-leste,260,,6900
Maranhão ,-leste,110,2,2400
Maranhão ,-leste,120,2,2300
Maranhão ,-leste,275,3,10000
Maranhão ,-leste,67,,2400
Maranhão ,-leste,220,3,3500
Maranhão ,-leste,67,,2400
Maranhão ,-leste,180,2,4800
Maranhão ,-leste,100,3,3000
Maranhão ,-leste,130,3,2500
Maranhão ,-leste,67,1,2200
Maranhão ,-leste,289,3,6000
Maranhão ,-leste,79,1,1500
Maranhão ,-leste,190,3,2800
Maranhão ,-leste,67,,2200
Vila Matilde ,-leste,202,3,3000
Vila Matilde ,-leste,50,1,1200
Vila Matilde ,-leste,150,3,2500
Vila Matilde ,-leste,40,1,850
Vila Matilde ,-leste,120,2,2300
Vila Matilde ,-leste,90,3,2000
Vila Matilde ,-leste,60,2,1600
Vila Matilde ,-leste,40,1,1000
Vila Matilde ,-leste,35,1,700
Vila Matilde ,-leste,70,1,1350
Vila Matilde ,-leste,433,3,6000
Vila Matilde ,-leste,250,5,4000
Vila Matilde ,-leste,50,1,3000
Vila Matilde ,-leste,550,,10000
Vila Matilde ,-leste,50,1,950
Vila Matilde ,-leste,80,4,3200
Vila Matilde ,-leste,110,1,1500
Vila Matilde ,-leste,305,3,4500
Vila Matilde ,-leste,146,3,2900
Vila Matilde ,-leste,500,5,12000
Vila Matilde ,-leste,130,2,3950
Alto Da Mooca ,-leste,160,,5000
Alto Da Mooca ,-leste,80,3,1570
Alto Da Mooca ,-leste,82,2,1900
Alto Da Mooca ,-leste,110,3,3900
Alto Da Mooca ,-leste,70,2,1900
Alto Da Mooca ,-leste,80,2,2000
Alto Da Mooca ,-leste,240,,3000
Alto Da Mooca ,-leste,170,3,3500
Alto Da Mooca ,-leste,,2,2100
Alto Da Mooca ,-leste,1102,4,3000
Alto Da Mooca ,-leste,400,5,7000
Alto Da Mooca ,-leste,160,3,4000
Alto Da Mooca ,-leste,206,2,3500
Alto Da Mooca ,-leste,360,4,8000
Alto Da Mooca ,-leste,420,3,9000
Alto Da Mooca ,-leste,149,2,4200
Alto Da Mooca ,-leste,280,3,6000
Alto Da Mooca ,-leste,280,3,6000
Alto Da Mooca ,-leste,280,3,6000
Alto Da Mooca ,-leste,140,4,5000
Alto Da Mooca ,-leste,310,4,7000
Vila Aricanduva ,-leste,90,2,1700
Vila Aricanduva ,-leste,75,2,1500
Vila Aricanduva ,-leste,200,4,2500
Vila Aricanduva ,-leste,300,4,5700
Vila Aricanduva ,-leste,65,2,2060
Vila Aricanduva ,-leste,40,2,1500
Vila Aricanduva ,-leste,190,3,5000
Vila Aricanduva ,-leste,500,,8300
Vila Aricanduva ,-leste,400,6,8350
Vila Aricanduva ,-leste,500,1,8300
Vila Aricanduva ,-leste,500,5,8200
Vila Aricanduva ,-leste,84,2,1700
Vila Aricanduva ,-leste,200,,3600
Vila Aricanduva ,-leste,102,3,2400
Vila Aricanduva ,-leste,50,1,800
Vila Aricanduva ,-leste,382,5,4700
Vila Aricanduva ,-leste,35,1,1603
Vila Aricanduva ,-leste,70,2,1960
Vila Aricanduva ,-leste,45,1,800
Vila Aricanduva ,-leste,250,3,6000
Vila Aricanduva ,-leste,48,1,1000
Parada Xv De Novembro ,-leste,144,2,1600
Parada Xv De Novembro ,-leste,200,4,1800
Parada Xv De Novembro ,-leste,55,1,1000
Parada Xv De Novembro ,-leste,300,5,8000
Parada Xv De Novembro ,-leste,70,2,1200
Parada Xv De Novembro ,-leste,120,3,3500
Parada Xv De Novembro ,-leste,120,3,3500
Parada Xv De Novembro ,-leste,40,1,800
Parada Xv De Novembro ,-leste,40,1,800
Parada Xv De Novembro ,-leste,47,2,1200
Parada Xv De Novembro ,-leste,120,2,1200
Parada Xv De Novembro ,-leste,70,2,1100
Vila Buenos Aires ,-leste,142,3,2300
Vila Buenos Aires ,-leste,,3,2000
Vila Buenos Aires ,-leste,,1,1300
Vila Buenos Aires ,-leste,95,2,1350
Vila Buenos Aires ,-leste,,1,2500
Vila Buenos Aires ,-leste,142,3,2300
Vila Buenos Aires ,-leste,180,3,2700
Vila Buenos Aires ,-leste,180,3,2700
Vila Buenos Aires ,-leste,50,1,950
Vila Buenos Aires ,-leste,72,2,1390
Vila Buenos Aires ,-leste,10,1,700
Vila Buenos Aires ,-leste,10,1,850
Vila Buenos Aires ,-leste,100,2,1700
Vila Buenos Aires ,-leste,76,2,1100
Vila Buenos Aires ,-leste,120,2,1500
Vila Buenos Aires ,-leste,58,2,1000
Vila Buenos Aires ,-leste,150,,5000
Vila Buenos Aires ,-leste,70,2,1300
Vila Buenos Aires ,-leste,10,1,700
Vila Buenos Aires ,-leste,38,1,750
Vila Buenos Aires ,-leste,10,1,700
Quarta Parada ,-leste,144,2,1600
Quarta Parada ,-leste,67,2,1500
Quarta Parada ,-leste,200,4,1800
Quarta Parada ,-leste,55,1,1000
Quarta Parada ,-leste,100,2,4990
Quarta Parada ,-leste,200,3,4990
Quarta Parada ,-leste,300,5,4990
Quarta Parada ,-leste,70,2,8000
Quarta Parada ,-leste,60,1,1200
Quarta Parada ,-leste,220,3,1800
Quarta Parada ,-leste,208,3,6000
Quarta Parada ,-leste,208,3,6000
Quarta Parada ,-leste,150,,6000
Quarta Parada ,-leste,53,1,4000
Quarta Parada ,-leste,200,3,2500
Quarta Parada ,-leste,240,,4990
Quarta Parada ,-leste,600,5,3500
Quarta Parada ,-leste,130,2,9700
Quarta Parada ,-leste,120,3,2500
Quarta Parada ,-leste,45,1,3500
Quarta Parada ,-leste,120,3,800
Quinta Da Paineira ,-leste,400,,4000
Quinta Da Paineira ,-leste,150,,2700
Quinta Da Paineira ,-leste,290,3,4600
Quinta Da Paineira ,-leste,75,,2500
Quinta Da Paineira ,-leste,50,2,1500
Quinta Da Paineira ,-leste,105,3,1900
Quinta Da Paineira ,-leste,180,,3200
Quinta Da Paineira ,-leste,50,2,1400
Quinta Da Paineira ,-leste,158,3,2800
Quinta Da Paineira ,-leste,120,2,2700
Vila Ema ,-leste,175,3,2300
Vila Ema ,-leste,120,3,3000
Vila Ema ,-leste,160,3,2500
Vila Ema ,-leste,250,3,3500
Vila Ema ,-leste,52,2,2000
Vila Ema ,-leste,190,2,1800
Vila Ema ,-leste,260,3,6600
Vila Ema ,-leste,160,3,2500
Vila Ema ,-leste,70,1,1000
Vila Ema ,-leste,150,3,2500
Vila Ema ,-leste,100,2,2300
Vila Ema ,-leste,160,3,2500
Vila Ema ,-leste,120,3,4000
Vila Ema ,-leste,60,1,1100
Vila Ema ,-leste,40,1,1100
Vila Ema ,-leste,260,3,5500
Vila Ema ,-leste,70,1,1000
Vila Ema ,-leste,100,1,963
Vila Ema ,-leste,160,3,2500
Vila Ema ,-leste,160,3,2500
Vila Ema ,-leste,70,1,1000
Vila Esperança ,-leste,87,3,1900
Vila Esperança ,-leste,50,1,1100
Vila Esperança ,-leste,80,2,1800
Vila Esperança ,-leste,60,2,1200
Vila Esperança ,-leste,60,3,1500
Vila Esperança ,-leste,80,2,1400
Vila Esperança ,-leste,350,3,4000
Vila Esperança ,-leste,75,2,2500
Vila Esperança ,-leste,190,3,4000
Vila Esperança ,-leste,120,3,2400
Vila Esperança ,-leste,70,2,2500
Vila Esperança ,-leste,,3,3500
Vila Esperança ,-leste,180,3,4000
Vila Esperança ,-leste,300,3,4500
Vila Esperança ,-leste,114,2,1900
Vila Esperança ,-leste,1200,6,25000
Vila Esperança ,-leste,223,3,4000
Vila Esperança ,-leste,70,3,2000
Vila Esperança ,-leste,150,2,4000
Vila Esperança ,-leste,120,2,2260
Vila Esperança ,-leste,500,2,2800
Vila Mariana ,-sul,10,5,4200
Vila Mariana ,-sul,172,3,5900
Vila Mariana ,-sul,175,3,4900
Vila Mariana ,-sul,100,2,2500
Vila Mariana ,-sul,300,3,6000
Vila Mariana ,-sul,100,2,3300
Vila Mariana ,-sul,172,3,5900
Vila Mariana ,-sul,100,3,3500
Vila Mariana ,-sul,60,2,3000
Vila Mariana ,-sul,200,,6200
Vila Mariana ,-sul,60,1,2300
Vila Mariana ,-sul,270,3,5000
Vila Mariana ,-sul,155,3,2600
Vila Mariana ,-sul,200,3,2900
Vila Mariana ,-sul,45,2,2500
Vila Mariana ,-sul,281,2,9000
Vila Mariana ,-sul,150,2,3250
Vila Mariana ,-sul,250,,15000
Vila Mariana ,-sul,250,5,4900
Vila Mariana ,-sul,180,1,5000
Vila Mariana ,-sul,280,10,9000
Jardim Paulista ,-sul,170,3,3000
Jardim Paulista ,-sul,308,3,45000
Jardim Paulista ,-sul,249,3,35000
Jardim Paulista ,-sul,140,,5000
Jardim Paulista ,-sul,88,5,8500
Jardim Paulista ,-sul,160,1,10000
Jardim Paulista ,-sul,520,8,25000
Jardim Paulista ,-sul,850,4,58000
Jardim Paulista ,-sul,390,4,25000
Jardim Paulista ,-sul,317,3,15000
Jardim Paulista ,-sul,359,4,17000
Jardim Paulista ,-sul,359,4,17000
Jardim Paulista ,-sul,390,4,25000
Jardim Paulista ,-sul,317,3,15000
Jardim Paulista ,-sul,436,,22000
Jardim Paulista ,-sul,350,,35000
Jardim Paulista ,-sul,80,,4500
Jardim Paulista ,-sul,300,3,7000
Jardim Paulista ,-sul,148,,10000
Jardim Paulista ,-sul,289,3,35000
Jardim Paulista ,-sul,348,,15000
Vila Olímpia ,-sul,82,3,3300
Vila Olímpia ,-sul,160,,6000
Vila Olímpia ,-sul,400,,35000
Vila Olímpia ,-sul,170,2,6000
Vila Olímpia ,-sul,100,2,4200
Vila Olímpia ,-sul,250,,7500
Vila Olímpia ,-sul,950,2,60000
Vila Olímpia ,-sul,196,,12000
Vila Olímpia ,-sul,1000,1,65000
Vila Olímpia ,-sul,130,2,4400
Vila Olímpia ,-sul,140,,2800
Vila Olímpia ,-sul,216,2,7000
Vila Olímpia ,-sul,192,2,7000
Vila Olímpia ,-sul,90,2,4300
Vila Olímpia ,-sul,220,,12000
Vila Olímpia ,-sul,70,,4000
Vila Olímpia ,-sul,150,,4000
Vila Olímpia ,-sul,120,2,6000
Vila Olímpia ,-sul,538,1,30000
Vila Olímpia ,-sul,150,,6500
Vila Olímpia ,-sul,295,4,12000
Ipiranga ,-sul,40,1,1500
Ipiranga ,-sul,48,2,1550
Ipiranga ,-sul,90,2,2800
Ipiranga ,-sul,45,1,1600
Ipiranga ,-sul,28,1,1250
Ipiranga ,-sul,90,2,2000
Ipiranga ,-sul,180,3,4000
Ipiranga ,-sul,50,1,1500
Ipiranga ,-sul,42,2,1340
Ipiranga ,-sul,28,1,1160
Ipiranga ,-sul,200,,3000
Ipiranga ,-sul,72,2,2970
Ipiranga ,-sul,140,2,2400
Ipiranga ,-sul,21,1,1000
Ipiranga ,-sul,85,1,650
Ipiranga ,-sul,175,3,4000
Ipiranga ,-sul,145,2,3000
Ipiranga ,-sul,145,2,3000
Ipiranga ,-sul,80,2,1700
Ipiranga ,-sul,80,2,2300
Ipiranga ,-sul,150,2,2300
Brooklin Paulista ,-sul,124,3,3500
Brooklin Paulista ,-sul,155,3,4987
Brooklin Paulista ,-sul,210,3,4800
Brooklin Paulista ,-sul,160,2,4000
Brooklin Paulista ,-sul,450,4,15000
Brooklin Paulista ,-sul,133,3,5000
Brooklin Paulista ,-sul,625,4,28000
Brooklin Paulista ,-sul,200,,4500
Brooklin Paulista ,-sul,210,3,4800
Brooklin Paulista ,-sul,200,3,5900
Brooklin Paulista ,-sul,97,2,3100
Brooklin Paulista ,-sul,1200,,70000
Brooklin Paulista ,-sul,327,5,9500
Brooklin Paulista ,-sul,350,4,10000
Brooklin Paulista ,-sul,240,9,5000
Brooklin Paulista ,-sul,300,10,11000
Brooklin Paulista ,-sul,176,,9850
Brooklin Paulista ,-sul,370,3,15000
Brooklin Paulista ,-sul,400,,19000
Brooklin Paulista ,-sul,327,,10000
Brooklin Paulista ,-sul,210,3,4800
Cambuci ,-sul,174,3,5000
Cambuci ,-sul,65,1,1250
Cambuci ,-sul,120,3,4000
Cambuci ,-sul,180,4,5200
Cambuci ,-sul,38,1,1000
Cambuci ,-sul,80,1,1350
Cambuci ,-sul,180,3,5300
Cambuci ,-sul,220,8,25000
Cambuci ,-sul,230,5,7500
Cambuci ,-sul,200,,8000
Cambuci ,-sul,185,,4000
Cambuci ,-sul,230,3,7500
Cambuci ,-sul,200,4,2900
Cambuci ,-sul,540,,14900
Cambuci ,-sul,4250,,95000
Cambuci ,-sul,180,3,5500
Cambuci ,-sul,100,,4000
Cambuci ,-sul,200,3,4500
Cambuci ,-sul,,1,2500
Cambuci ,-sul,320,,5000
Cambuci ,-sul,100,3,5000
Campo Belo ,-sul,130,3,4200
Campo Belo ,-sul,194,3,5400
Campo Belo ,-sul,157,,5500
Campo Belo ,-sul,81,,1500
Campo Belo ,-sul,140,,3400
Campo Belo ,-sul,142,3,4500
Campo Belo ,-sul,133,3,5000
Campo Belo ,-sul,200,3,6400
Campo Belo ,-sul,160,,12000
Campo Belo ,-sul,80,1,450
Campo Belo ,-sul,118,,2800
Campo Belo ,-sul,180,3,5500
Campo Belo ,-sul,350,4,10000
Campo Belo ,-sul,110,,6000
Campo Belo ,-sul,300,10,11000
Campo Belo ,-sul,130,3,4200
Campo Belo ,-sul,350,4,10000
Campo Belo ,-sul,180,3,4000
Campo Belo ,-sul,100,1,12000
Campo Belo ,-sul,546,10,30000
Campo Belo ,-sul,100,2,3000
Indianópolis ,-sul,130,1,6000
Indianópolis ,-sul,167,3,4900
Indianópolis ,-sul,50,2,3000
Indianópolis ,-sul,230,3,7000
Indianópolis ,-sul,400,,5900
Indianópolis ,-sul,230,3,7000
Indianópolis ,-sul,300,2,20000
Indianópolis ,-sul,498,,14000
Indianópolis ,-sul,167,3,4900
Indianópolis ,-sul,250,2,3500
Indianópolis ,-sul,800,,24999
Indianópolis ,-sul,270,,12999
Indianópolis ,-sul,230,3,7000
Indianópolis ,-sul,100,2,4500
Indianópolis ,-sul,325,3,17500
Indianópolis ,-sul,230,4,8000
Indianópolis ,-sul,180,6,7900
Indianópolis ,-sul,500,4,20000
Indianópolis ,-sul,325,3,17500
Indianópolis ,-sul,478,3,23000
Indianópolis ,-sul,180,3,7500
Aclimação ,-sul,208,2,4500
Aclimação ,-sul,110,3,2500
Aclimação ,-sul,160,3,4100
Aclimação ,-sul,160,4,4100
Aclimação ,-sul,160,4,4500
Aclimação ,-sul,160,3,4100
Aclimação ,-sul,180,3,4000
Aclimação ,-sul,200,,8000
Aclimação ,-sul,269,4,12000
Aclimação ,-sul,140,3,4000
Aclimação ,-sul,160,3,4100
Aclimação ,-sul,180,3,4000
