zona_bairro,area_quartos,enderecos_lista,aluguel
Lapa-zona-oeste,205 m² construídos3 quartos,"Lapa, São Paulo Zona Oeste, São Paulo",2.000
Lapa-zona-oeste,373 m² construídos,"Lapa, São Paulo Zona Oeste, São Paulo",8.000
Lapa-zona-oeste,318 m² construídos3 quartos,"Alto Da Lapa, São Paulo Zona Oeste, São Paulo",9.500
Lapa-zona-oeste,594 m² construídos12 quartos,"Rua Thomé De Souza, Lapa, São Paulo Zona Oeste, São Paulo",12.000
Lapa-zona-oeste,300 m² construídos3 quartos,"Rua João Pereira, Lapa, São Paulo Zona Oeste, São Paulo",4.000
Lapa-zona-oeste,320 m² construídos2 quartos,"R Dom João V, Lapa, São Paulo Zona Oeste, São Paulo",10.000
Lapa-zona-oeste,400 m² construídos7 quartos,"R Princesa Leopoldina, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",12.000
Lapa-zona-oeste,481 m² construídos12 quartos,"Av São Gualter, Vila Ida, São Paulo Zona Oeste, São Paulo",25.000
Lapa-zona-oeste,300 m² construídos5 quartos,"R Cerro Corá, Vila Romana, São Paulo Zona Oeste, São Paulo",15.000
Lapa-zona-oeste,300 m² construídos4 quartos,"R Sepetiba, Siciliano, São Paulo Zona Oeste, São Paulo",6.000
Lapa-zona-oeste,120 m² construídos4 quartos,"Avenida Diogenes Ribeiro De Lima, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",3.000
Lapa-zona-oeste,150 m² construídos3 quartos,"Lapa, São Paulo Zona Oeste, São Paulo",4.200
Lapa-zona-oeste,120 m² construídos1 quarto,"Rua Diogo Ortiz, Lapa, São Paulo Zona Oeste, São Paulo",3.600
Lapa-zona-oeste,110 m² construídos,"Rua Faustolo, Lapa, São Paulo Zona Oeste, São Paulo",4.500
Lapa-zona-oeste,152 m² construídos5 quartos,"Lapa, Lapa, São Paulo Zona Oeste, São Paulo",3.000
Lapa-zona-oeste,740 m² construídos6 quartos,"Rua Tome De Souza, Lapa, São Paulo Zona Oeste, São Paulo",8.000
Lapa-zona-oeste,130 m² construídos3 quartos,"Parque Da Lapa, São Paulo Zona Oeste, São Paulo",4.200
Lapa-zona-oeste,192 m² construídos4 quartos,"Rua Guararapes, Lapa, São Paulo Zona Oeste, São Paulo",6.000
Fazenda-Morumbi-zona-oeste,391 m² construídos4 quartos,"Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",5.500
Fazenda-Morumbi-zona-oeste,600 m² construídos4 quartos,"R David Pimentel, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",24.000
Fazenda-Morumbi-zona-oeste,470 m² construídos4 quartos,"Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",25.000
Fazenda-Morumbi-zona-oeste,961 m² construídos8 quartos,"Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",28.000
Fazenda-Morumbi-zona-oeste,470 m² construídos4 quartos,"Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",25.000
Fazenda-Morumbi-zona-oeste,961 m² construídos8 quartos,"Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",28.000
Fazenda-Morumbi-zona-oeste,"2,000 m² construídos6 quartos","Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",10.000
Fazenda-Morumbi-zona-oeste,"2,000 m² construídos6 quartos","Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",10.000
Fazenda-Morumbi-zona-oeste,550 m² construídos3 quartos,"Rua Doutor Flávio Américo Maurano, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",10.000
Fazenda-Morumbi-zona-oeste,750 m² construídos4 quartos,"R Mário Gonçalves De Oliveira, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",15.000
Fazenda-Morumbi-zona-oeste,391 m² construídos4 quartos,"Av Dona Maria Mesquita De Mota E Silva, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",5.500
Fazenda-Morumbi-zona-oeste,450 m² construídos4 quartos,"Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",16.000
Fazenda-Morumbi-zona-oeste,400 m² construídos4 quartos,"Rua Dr Cristiano De Souza, 460, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",25.000
Fazenda-Morumbi-zona-oeste,550 m² construídos3 quartos,"(dado Não Fornecido), Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",10.000
Fazenda-Morumbi-zona-oeste,"1,200 m² construídos4 quartos","R David Pimentel, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",30.000
Fazenda-Morumbi-zona-oeste,750 m² construídos4 quartos,"Sob Consulta, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",15.000
Fazenda-Morumbi-zona-oeste,638 m² construídos3 quartos,"Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",16.000
Fazenda-Morumbi-zona-oeste,550 m² construídos3 quartos,"R Doutor Flávio Américo Maurano, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",10.000
Fazenda-Morumbi-zona-oeste,454 m² construídos4 quartos,"R Trinta E Um De Março, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",13.000
Fazenda-Morumbi-zona-oeste,550 m² construídos4 quartos,"Rua Trinta E Um De Março 525, Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",10.000
Fazenda-Morumbi-zona-oeste,550 m² totais3 quartos,"Fazenda Morumbi, São Paulo Zona Oeste, São Paulo",10.000
Vila-Anglo-Brasileira-zona-oeste,30 m² construídos,"Rua Rifaina,, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",1.200
Vila-Anglo-Brasileira-zona-oeste,30 m² construídos,"Rua Rifaina, 136, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",1.200
Vila-Anglo-Brasileira-zona-oeste,25 m² construídos1 quarto,"Rua Rifaina,, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",1.300
Vila-Anglo-Brasileira-zona-oeste,330 m² construídos,"Rua Cuxipones, Jardim Vera Cruz, São Paulo Zona Oeste, São Paulo",6.000
Vila-Anglo-Brasileira-zona-oeste,119 m² construídos6 quartos,"Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",7.000
Vila-Anglo-Brasileira-zona-oeste,130 m² construídos2 quartos,"Daniel Cardoso, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",2.500
Vila-Anglo-Brasileira-zona-oeste,188 m² construídos3 quartos,"Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",4.800
Vila-Anglo-Brasileira-zona-oeste,188 m² construídos11 quartos,"Rodrigo Lobato, Jardim Vera Cruz, São Paulo Zona Oeste, São Paulo",13.000
Vila-Anglo-Brasileira-zona-oeste,160 m² construídos,"R Doutor Miranda De Azevedo, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",5.000
Vila-Anglo-Brasileira-zona-oeste,200 m² construídos2 quartos,"Gurupá, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",2.800
Vila-Anglo-Brasileira-zona-oeste,350 m² construídos5 quartos,"Ribeiro De Barros, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",7.000
Vila-Anglo-Brasileira-zona-oeste,245 m² construídos3 quartos,"Doutor Miranda De Azevedo, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",5.000
Vila-Anglo-Brasileira-zona-oeste,273 m² construídos3 quartos,"Rua João Jabotam, 191, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",6.200
Vila-Anglo-Brasileira-zona-oeste,100 m² construídos2 quartos,"Rua Rifaina 610, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",2.500
Vila-Anglo-Brasileira-zona-oeste,81 m² construídos2 quartos,"Jardim Vera Cruz, São Paulo Zona Oeste, São Paulo",3.900
Vila-Anglo-Brasileira-zona-oeste,350 m² construídos,"Jardim Vera Cruz, São Paulo Zona Oeste, São Paulo",8.900
Vila-Anglo-Brasileira-zona-oeste,50 m² construídos1 quarto,"Mundo Novo, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",1.200
Vila-Hamburguesa-zona-oeste,95 m² construídos,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.000
Vila-Hamburguesa-zona-oeste,150 m² construídos3 quartos,"Rua Professor Paulo Tavares, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.500
Vila-Hamburguesa-zona-oeste,350 m² construídos3 quartos,"Vila Leopoldina, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",5.500
Vila-Hamburguesa-zona-oeste,80 m² construídos1 quarto,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",2.000
Vila-Hamburguesa-zona-oeste,40 m² construídos,"Avenida Queiroz Filho, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",2.090
Vila-Hamburguesa-zona-oeste,300 m² construídos12 quartos,"Vila Leopoldina, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",8.000
Vila-Hamburguesa-zona-oeste,200 m² construídos3 quartos,"Vila Hamburguesa, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",8.000
Vila-Hamburguesa-zona-oeste,150 m² construídos2 quartos,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.000
Vila-Hamburguesa-zona-oeste,80 m² construídos2 quartos,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.000
Vila-Hamburguesa-zona-oeste,80 m² construídos2 quartos,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.000
Vila-Hamburguesa-zona-oeste,150 m² construídos3 quartos,"R Professor Paulo Tavares, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.500
Vila-Hamburguesa-zona-oeste,400 m² construídos5 quartos,"Queiroz Filho, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",7.000
Vila-Hamburguesa-zona-oeste,300 m² construídos1 quarto,"Queiroz Filho, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",8.000
Vila-Hamburguesa-zona-oeste,150 m² construídos2 quartos,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.000
Vila-Hamburguesa-zona-oeste,70 m² construídos3 quartos,"Professor Paulo Tavares, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",8.500
Vila-Hamburguesa-zona-oeste,300 m² construídos,"Sob Consulta, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",7.000
Vila-Hamburguesa-zona-oeste,125 m² totais3 quartos,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",2.200
Vila-Hamburguesa-zona-oeste,100 m² construídos2 quartos,"Rua Constantino Fraga, 264, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.501
Vila-Hamburguesa-zona-oeste,50 m² construídos2 quartos,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",1.600
Vila-Hamburguesa-zona-oeste,150 m² construídos2 quartos,"Rua Paulo Franco, 313, Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.000
Vila-Hamburguesa-zona-oeste,300 m² construídos4 quartos,"Vila Hamburguesa, São Paulo Zona Oeste, São Paulo",4.000
Parque-Rebouças-zona-oeste,80 m² construídos2 quartos,"Parque Rebouças, São Paulo Zona Oeste, São Paulo",1.500
Jardim-Íris-zona-oeste,40 m² construídos1 quarto,"Avenida Raimundo Pereira De Magalhaes, Jardim Íris, São Paulo Zona Oeste, São Paulo",800
Lar-São-Paulo-zona-oeste,212 m² construídos3 quartos,"R Hermínio Rosa, Lar São Paulo, São Paulo Zona Oeste, São Paulo",6.200
Lar-São-Paulo-zona-oeste,300 m² construídos5 quartos,"Lar São Paulo, São Paulo Zona Oeste, São Paulo",5.000
Lar-São-Paulo-zona-oeste,250 m² construídos3 quartos,"Lar São Paulo, São Paulo Zona Oeste, São Paulo",6.000
Lar-São-Paulo-zona-oeste,300 m² construídos5 quartos,"Lar São Paulo, São Paulo Zona Oeste, São Paulo",5.000
Lar-São-Paulo-zona-oeste,581 m² construídos4 quartos,"Lar São Paulo, São Paulo Zona Oeste, São Paulo",10.000
Lar-São-Paulo-zona-oeste,581 m² construídos4 quartos,"Lar São Paulo, São Paulo Zona Oeste, São Paulo",10.000
Lar-São-Paulo-zona-oeste,343 m² construídos4 quartos,"Lar São Paulo, São Paulo Zona Oeste, São Paulo",5.500
Lar-São-Paulo-zona-oeste,343 m² construídos4 quartos,"Lar São Paulo, São Paulo Zona Oeste, São Paulo",5.500
Lar-São-Paulo-zona-oeste,330 m² construídos4 quartos,"Lar São Paulo, São Paulo Zona Oeste, São Paulo",6.200
Lar-São-Paulo-zona-oeste,330 m² construídos4 quartos,"Lar São Paulo, São Paulo Zona Oeste, São Paulo",6.200
Lar-São-Paulo-zona-oeste,150 m² construídos3 quartos,"Lar São Paulo, São Paulo Zona Oeste, São Paulo",3.800
Lar-São-Paulo-zona-oeste,150 m² construídos3 quartos,"Lar São Paulo, São Paulo Zona Oeste, São Paulo",3.800
Lar-São-Paulo-zona-oeste,340 m² construídos4 quartos,"Aldo Travaglia, Lar São Paulo, São Paulo Zona Oeste, São Paulo",4.500
Jardim-Monte-Kemel-zona-oeste,50 m² construídos1 quarto,"Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",900
Jardim-Monte-Kemel-zona-oeste,40 m² construídos1 quarto,"R. Osiris Magalhães De Almeida, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",900
Jardim-Monte-Kemel-zona-oeste,40 m² construídos1 quarto,"Rua Osiris Magalhães De Almeida, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",950
Jardim-Monte-Kemel-zona-oeste,70 m² construídos2 quartos,"Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",2.400
Jardim-Monte-Kemel-zona-oeste,40 m² construídos1 quarto,"R William Sabino, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.260
Jardim-Monte-Kemel-zona-oeste,230 m² construídos4 quartos,"Rua David Ben Gurion, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",7.716
Jardim-Monte-Kemel-zona-oeste,208 m² construídos5 quartos,"David Ben Gurion, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",7.000
Jardim-Monte-Kemel-zona-oeste,230 m² construídos4 quartos,"Rua David Ben Gurion, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",9.216
Jardim-Monte-Kemel-zona-oeste,230 m² construídos4 quartos,"Rua David Ben Gurion, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",7.516
Jardim-Monte-Kemel-zona-oeste,50 m² construídos2 quartos,"Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.370
Jardim-Monte-Kemel-zona-oeste,10 m² construídos3 quartos,"Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",6.500
Jardim-Monte-Kemel-zona-oeste,40 m² construídos1 quarto,"Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",6.500
Jardim-Monte-Kemel-zona-oeste,55 m² construídos1 quarto,"Rua David Ben Gurion, 955, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",8.000
Jardim-Monte-Kemel-zona-oeste,50 m² construídos1 quarto,"R William Sabino, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.260
Jardim-Monte-Kemel-zona-oeste,50 m² construídos2 quartos,"Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.100
Jardim-Monte-Kemel-zona-oeste,40 m² construídos1 quarto,"Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.300
Jardim-Monte-Kemel-zona-oeste,150 m² construídos3 quartos,"Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",1.370
Jardim-Monte-Kemel-zona-oeste,50 m² construídos1 quarto,"Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",950
Jardim-Monte-Kemel-zona-oeste,155 m² construídos3 quartos,"Antonio Carlos De Camargo Ferrari 59, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",2.500
Jardim-Monte-Kemel-zona-oeste,90 m² construídos,"Rua Professor Dias Castejon, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",800
Jardim-Monte-Kemel-zona-oeste,250 m² totais2 quartos,"Rua Francisco Ferreira Paes, Jardim Monte Kemel, São Paulo Zona Oeste, São Paulo",2.500
City-América-zona-oeste,350 m² construídos3 quartos,"Rua Palante 00, City América, São Paulo Zona Oeste, São Paulo",9.050
City-América-zona-oeste,60 m² construídos3 quartos,"City América, São Paulo Zona Oeste, São Paulo",3.000
City-América-zona-oeste,378 m² construídos4 quartos,"R José Rebouças De Carvalho, City América, São Paulo Zona Oeste, São Paulo",9.000
City-América-zona-oeste,180 m² construídos3 quartos,"Av Otaviano Alves De Lima, Vila Fiat Lux, São Paulo Zona Oeste, São Paulo",15.000
City-América-zona-oeste,120 m² construídos2 quartos,"City América, São Paulo Zona Oeste, São Paulo",3.500
City-América-zona-oeste,420 m² totais4 quartos,"City América, São Paulo Zona Oeste, São Paulo",4.700
City-América-zona-oeste,390 m² construídos4 quartos,"City América, São Paulo Zona Oeste, São Paulo",7.500
City-América-zona-oeste,500 m² construídos4 quartos,"Rua Desembargador Olavo Lima Guimarães, City América, São Paulo Zona Oeste, São Paulo",8.000
City-América-zona-oeste,390 m² construídos4 quartos,"City América, São Paulo Zona Oeste, São Paulo",9.000
City-América-zona-oeste,450 m² construídos4 quartos,"Avenida Do Anastácio, City América, São Paulo Zona Oeste, São Paulo",8.900
City-América-zona-oeste,395 m² totais4 quartos,"City América, São Paulo Zona Oeste, São Paulo",9.000
City-América-zona-oeste,495 m² construídos4 quartos,"City América, São Paulo Zona Oeste, São Paulo",8.000
City-América-zona-oeste,400 m² construídos4 quartos,"City América, São Paulo Zona Oeste, São Paulo",4.700
City-América-zona-oeste,"1,100 m² construídos5 quartos","City América, São Paulo Zona Oeste, São Paulo",6.000
City-América-zona-oeste,400 m² construídos4 quartos,"City América, São Paulo Zona Oeste, São Paulo",8.600
City-América-zona-oeste,150 m² construídos3 quartos,"City América, São Paulo Zona Oeste, São Paulo",3.100
City-América-zona-oeste,625 m² construídos4 quartos,"City América, São Paulo Zona Oeste, São Paulo",10.000
City-América-zona-oeste,650 m² construídos4 quartos,"Satiria, City América, São Paulo Zona Oeste, São Paulo",7.000
City-América-zona-oeste,310 m² construídos4 quartos,"City América, São Paulo Zona Oeste, São Paulo",7.500
City-América-zona-oeste,573 m² construídos5 quartos,"Rua José Rebouças De Carvalho, City América, São Paulo Zona Oeste, São Paulo",7.000
City-América-zona-oeste,573 m² construídos5 quartos,"City América, São Paulo Zona Oeste, São Paulo",7.000
Piqueri-zona-oeste,70 m² construídos2 quartos,"Maria Zelia 96, Piqueri, São Paulo Zona Oeste, São Paulo",1.100
Piqueri-zona-oeste,361 m² totais,"Piqueri, São Paulo Zona Oeste, São Paulo",15.000
Piqueri-zona-oeste,460 m² construídos,"Piqueri, São Paulo Zona Oeste, São Paulo",5.200
Piqueri-zona-oeste,60 m² construídos1 quarto,"Piqueri, São Paulo Zona Oeste, São Paulo",1.200
Piqueri-zona-oeste,60 m² construídos1 quarto,"Piqueri, São Paulo Zona Oeste, São Paulo",700
Piqueri-zona-oeste,70 m² construídos2 quartos,"Piqueri, São Paulo Zona Oeste, São Paulo",1.000
Moóca-zona-leste,300 m² construídos2 quartos,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",8.000
Moóca-zona-leste,60 m² construídos1 quarto,"Moóca, São Paulo Zona Leste, São Paulo",1.200
Moóca-zona-leste,110 m² construídos2 quartos,"Água Rasa, São Paulo Zona Leste, São Paulo",2.200
Moóca-zona-leste,160 m² construídos,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",5.000
Moóca-zona-leste,110 m² construídos3 quartos,"Moóca, São Paulo Zona Leste, São Paulo",2.300
Moóca-zona-leste,176 m² construídos3 quartos,"Rua Afonso Milliet, Belenzinho, São Paulo Zona Leste, São Paulo",2.600
Moóca-zona-leste,235 m² construídos4 quartos,"Padre Leonel França, Vila Libanesa, São Paulo Zona Leste, São Paulo",4.350
Moóca-zona-leste,85 m² construídos2 quartos,"Madre De Deus, Moóca, São Paulo Zona Leste, São Paulo",2.300
Moóca-zona-leste,264 m² construídos3 quartos,"Comendador Roberto Ugolini, Parque Da Mooca, São Paulo Zona Leste, São Paulo",4.000
Moóca-zona-leste,140 m² construídos3 quartos,"Vila Oratório - São Paulo/sp, Vila Oratório, São Paulo Zona Leste, São Paulo",2.150
Moóca-zona-leste,210 m² construídos3 quartos,"Conde Prates, Parque Da Mooca, São Paulo Zona Leste, São Paulo",3.800
Moóca-zona-leste,470 m² construídos3 quartos,"Carmelo Adam, Vila Libanesa, São Paulo Zona Leste, São Paulo",7.000
Moóca-zona-leste,210 m² construídos3 quartos,"Conde Prates, Parque Da Mooca, São Paulo Zona Leste, São Paulo",3.800
Moóca-zona-leste,264 m² construídos3 quartos,"Comendador Roberto Ugolini, Parque Da Mooca, São Paulo Zona Leste, São Paulo",4.000
Moóca-zona-leste,150 m² construídos3 quartos,"Padre Raposo, Moóca, São Paulo Zona Leste, São Paulo",3.300
Moóca-zona-leste,70 m² construídos3 quartos,"Rua Dos Trilhos 1542 Cs 2, Moóca, São Paulo Zona Leste, São Paulo",2.200
Moóca-zona-leste,70 m² construídos,"Vila Bertioga, São Paulo Zona Leste, São Paulo",1.700
Moóca-zona-leste,80 m² construídos3 quartos,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",1.570
Moóca-zona-leste,82 m² construídos2 quartos,"Rua Do Oratório, Moóca, São Paulo Zona Leste, São Paulo",1.900
Moóca-zona-leste,65 m² construídos2 quartos,"Vila Bertioga, São Paulo Zona Leste, São Paulo",1.500
Moóca-zona-leste,45 m² construídos1 quarto,"Moóca, São Paulo Zona Leste, São Paulo",1.200
Penha-De-Franca-zona-leste,320 m² construídos,"Rua Comendador Cantinho 351, Penha De Franca, São Paulo Zona Leste, São Paulo",99
Penha-De-Franca-zona-leste,200 m² construídos4 quartos,"Penha De França, Penha De Franca, São Paulo Zona Leste, São Paulo",6.500
Penha-De-Franca-zona-leste,70 m² construídos1 quarto,"Penha De Franca, São Paulo Zona Leste, São Paulo",1.000
Penha-De-Franca-zona-leste,90 m² construídos3 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",1.750
Penha-De-Franca-zona-leste,50 m² construídos2 quartos,"Rua Pedro Alegretti, Penha De Franca, São Paulo Zona Leste, São Paulo",1.200
Penha-De-Franca-zona-leste,200 m² construídos4 quartos,"Rua Padre Benedito De Camargo, Penha De Franca, São Paulo Zona Leste, São Paulo",5.500
Penha-De-Franca-zona-leste,400 m² construídos3 quartos,"Rua Matusalém Matoso, Penha De Franca, São Paulo Zona Leste, São Paulo",8.000
Penha-De-Franca-zona-leste,145 m² construídos3 quartos,"Rua Coronel Meireles, Vila Laís, São Paulo Zona Leste, São Paulo",2.500
Penha-De-Franca-zona-leste,226 m² construídos3 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",5.000
Penha-De-Franca-zona-leste,432 m² construídos5 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",12.000
Penha-De-Franca-zona-leste,300 m² construídos4 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",5.200
Penha-De-Franca-zona-leste,340 m² construídos3 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",8.000
Penha-De-Franca-zona-leste,400 m² construídos,"Penha De Franca, São Paulo Zona Leste, São Paulo",7.000
Penha-De-Franca-zona-leste,400 m² construídos3 quartos,"Rua Matusalém Matoso, Penha De Franca, São Paulo Zona Leste, São Paulo",8.000
Penha-De-Franca-zona-leste,400 m² construídos,"Penha De Franca, São Paulo Zona Leste, São Paulo",8.000
Penha-De-Franca-zona-leste,300 m² construídos3 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",4.500
Penha-De-Franca-zona-leste,200 m² construídos3 quartos,"Penha De França, Penha De Franca, São Paulo Zona Leste, São Paulo",7.000
Penha-De-Franca-zona-leste,800 m² construídos3 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",14.000
Penha-De-Franca-zona-leste,200 m² construídos3 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",7.000
Penha-De-Franca-zona-leste,700 m² construídos5 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",8.000
Penha-De-Franca-zona-leste,720 m² construídos5 quartos,"Penha De Franca, São Paulo Zona Leste, São Paulo",8.000
Vila-Regente-Feijó-zona-leste,144 m² construídos3 quartos,"Barão Do Serro Largo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",6.000
Vila-Regente-Feijó-zona-leste,270 m² construídos3 quartos,"Francisco Zicardi, Jardim Anália Franco, São Paulo Zona Leste, São Paulo",6.500
Vila-Regente-Feijó-zona-leste,128 m² construídos3 quartos,"Araim, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",4.800
Vila-Regente-Feijó-zona-leste,144 m² construídos3 quartos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",8.000
Vila-Regente-Feijó-zona-leste,113 m² construídos3 quartos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2.700
Vila-Regente-Feijó-zona-leste,35 m² construídos1 quarto,"Rua Barão Do Serro Largo, 177, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",900
Vila-Regente-Feijó-zona-leste,50 m² construídos1 quarto,"Rua Capituba, 37a, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",1.100
Vila-Regente-Feijó-zona-leste,72 m² construídos2 quartos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2.200
Vila-Regente-Feijó-zona-leste,100 m² construídos4 quartos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",4.000
Vila-Regente-Feijó-zona-leste,180 m² construídos3 quartos,"Jardim Anália Franco, São Paulo Zona Leste, São Paulo",3.950
Vila-Regente-Feijó-zona-leste,72 m² construídos2 quartos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2.200
Vila-Regente-Feijó-zona-leste,150 m² construídos3 quartos,"Rua Barão Do Serro Largo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.200
Vila-Regente-Feijó-zona-leste,180 m² construídos3 quartos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.700
Vila-Regente-Feijó-zona-leste,120 m² construídos2 quartos,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.500
Vila-Regente-Feijó-zona-leste,260 m² construídos5 quartos,"Rua Bento Gonçalves, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",5.800
Vila-Regente-Feijó-zona-leste,450 m² construídos3 quartos,"Antonio Veloso, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",7.000
Vila-Regente-Feijó-zona-leste,200 m² totais,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",8.500
Vila-Regente-Feijó-zona-leste,228 m² construídos3 quartos,"Rua Rosa Das Neves, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",3.900
Vila-Regente-Feijó-zona-leste,480 m² totais3 quartos,"Dona Januaria, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",9.000
Vila-Regente-Feijó-zona-leste,219 m² construídos,"Dona Januaria, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",8.500
Vila-Regente-Feijó-zona-leste,202 m² construídos3 quartos,"Analia Franco, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",2.900
Tatuapé-zona-leste,250 m² totais3 quartos,"Tatuapé, São Paulo Zona Leste, São Paulo",4.000
Tatuapé-zona-leste,140 m² construídos3 quartos,"Rua Adélino De Almeida Castilho, Maranhão, São Paulo Zona Leste, São Paulo",2.800
