zona_bairro,area_quartos,enderecos_lista,aluguel
Vila-Aricanduva-zona-leste,75 m² construídos2 quartos,"Rua Edgar De Sousa, Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.500
Vila-Aricanduva-zona-leste,200 m² construídos4 quartos,"Vila Antonieta, São Paulo Zona Leste, São Paulo",2.500
Vila-Aricanduva-zona-leste,300 m² construídos4 quartos,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",5.700
Vila-Aricanduva-zona-leste,65 m² construídos2 quartos,"Vila Aricanduva, Vila Aricanduva, São Paulo Zona Leste, São Paulo",2.060
Vila-Aricanduva-zona-leste,40 m² construídos2 quartos,"Vila Aricanduva, Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.500
Vila-Aricanduva-zona-leste,190 m² construídos3 quartos,"Rua Biágio Marini, Jardim Das Carmelitas, São Paulo Zona Leste, São Paulo",5.000
Vila-Aricanduva-zona-leste,500 m² construídos,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",8.300
Vila-Aricanduva-zona-leste,400 m² construídos6 quartos,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",8.350
Vila-Aricanduva-zona-leste,500 m² construídos1 quarto,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",8.300
Vila-Aricanduva-zona-leste,500 m² construídos5 quartos,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",8.200
Vila-Aricanduva-zona-leste,84 m² construídos2 quartos,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.700
Vila-Aricanduva-zona-leste,200 m² construídos,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",3.600
Vila-Aricanduva-zona-leste,102 m² construídos3 quartos,"Sob Consulta, Vila Aricanduva, São Paulo Zona Leste, São Paulo",2.400
Vila-Aricanduva-zona-leste,50 m² construídos1 quarto,"Rua General Sousa Neto, Vila Aricanduva, São Paulo Zona Leste, São Paulo",800
Vila-Aricanduva-zona-leste,382 m² construídos5 quartos,"Rua Edgar De Sousa, 974, Vila Aricanduva, São Paulo Zona Leste, São Paulo",4.700
Vila-Aricanduva-zona-leste,35 m² construídos1 quarto,"Rua Manoel Gomes Ferreira, Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.603
Vila-Aricanduva-zona-leste,70 m² construídos2 quartos,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",1.960
Vila-Aricanduva-zona-leste,45 m² construídos1 quarto,"Vila Aricanduva, São Paulo Zona Leste, São Paulo",800
Vila-Aricanduva-zona-leste,250 m² construídos3 quartos,"Rua Coronel João De Oliveira Melo, 647, Vila Antonieta, São Paulo Zona Leste, São Paulo",6.000
Vila-Aricanduva-zona-leste,48 m² construídos1 quarto,"Avenida Rio Das Pedras, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",1.000
Lajeado-zona-leste,47 m² totais1 quarto,"Jardim Lajeado, São Paulo Zona Leste, São Paulo",750
Lajeado-zona-leste,110 m² totais3 quartos,"Jardim Lajeado, São Paulo Zona Leste, São Paulo",3.200
Lajeado-zona-leste,270 m² construídos2 quartos,"Rua Cabo José Teixeira, Vila Iolanda(lajeado), São Paulo Zona Leste, São Paulo",5.000
Lajeado-zona-leste,240 m² construídos3 quartos,"Vila Iolanda(lajeado), São Paulo Zona Leste, São Paulo",5.000
Lajeado-zona-leste,270 m² construídos,"Cabo Jose Teixeira, Vila Iolanda(lajeado), São Paulo Zona Leste, São Paulo",5.300
Lajeado-zona-leste,270 m² construídos,"Cabo Jose Teixeira, Vila Iolanda(lajeado), São Paulo Zona Leste, São Paulo",5.300
Lajeado-zona-leste,1 quarto,"R Marcion, Jardim Lajeado, São Paulo Zona Leste, São Paulo",800
Parada-Xv-De-Novembro-zona-leste,144 m² construídos2 quartos,"Rua Juçaral, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.600
Parada-Xv-De-Novembro-zona-leste,200 m² construídos4 quartos,"Rua José Vidal, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.800
Parada-Xv-De-Novembro-zona-leste,55 m² totais1 quarto,"Rua Jiparaná, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.000
Parada-Xv-De-Novembro-zona-leste,300 m² construídos5 quartos,"Parada Xv De Novembro, 45, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",8.000
Parada-Xv-De-Novembro-zona-leste,70 m² construídos2 quartos,"Rua Goiatá, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.200
Parada-Xv-De-Novembro-zona-leste,120 m² construídos3 quartos,"Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",3.500
Parada-Xv-De-Novembro-zona-leste,120 m² construídos3 quartos,"Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",3.500
Parada-Xv-De-Novembro-zona-leste,40 m² construídos1 quarto,"Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",800
Parada-Xv-De-Novembro-zona-leste,40 m² construídos1 quarto,"Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",800
Parada-Xv-De-Novembro-zona-leste,47 m² construídos2 quartos,"Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.200
Parada-Xv-De-Novembro-zona-leste,120 m² construídos2 quartos,"Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.200
Parada-Xv-De-Novembro-zona-leste,70 m² totais2 quartos,"Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.100
Vila-Buenos-Aires-zona-leste,142 m² construídos3 quartos,"Rua Santa Teresa Do Bonito, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",2.300
Vila-Buenos-Aires-zona-leste,3 quartos,"Vila Buenos Aires, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",2.000
Vila-Buenos-Aires-zona-leste,1 quarto,"Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.300
Vila-Buenos-Aires-zona-leste,95 m² construídos2 quartos,"(dado Não Fornecido), Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.350
Vila-Buenos-Aires-zona-leste,1 quarto,"Vila Buenos Aires, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",2.500
Vila-Buenos-Aires-zona-leste,142 m² construídos3 quartos,"Vila Buenos Aires, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",2.300
Vila-Buenos-Aires-zona-leste,180 m² construídos3 quartos,"Santa Teresa Do Bonito, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",2.700
Vila-Buenos-Aires-zona-leste,180 m² construídos3 quartos,"Santa Teresa Do Bonito, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",2.700
Vila-Buenos-Aires-zona-leste,50 m² construídos1 quarto,"Vila Buenos Aires, São Paulo Zona Leste, São Paulo",950
Vila-Buenos-Aires-zona-leste,72 m² construídos2 quartos,"Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.390
Vila-Buenos-Aires-zona-leste,10 m² construídos1 quarto,"Rua Entre-rios 00, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",700
Vila-Buenos-Aires-zona-leste,10 m² construídos1 quarto,"Avenida Buenos Aires, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",850
Vila-Buenos-Aires-zona-leste,100 m² construídos2 quartos,"(dado Não Fornecido), Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.700
Vila-Buenos-Aires-zona-leste,76 m² construídos2 quartos,"Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.100
Vila-Buenos-Aires-zona-leste,120 m² construídos2 quartos,"(dado Não Fornecido), Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.500
Vila-Buenos-Aires-zona-leste,58 m² construídos2 quartos,"Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.000
Vila-Buenos-Aires-zona-leste,150 m² construídos,"Vila Buenos Aires, 45, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",5.000
Vila-Buenos-Aires-zona-leste,70 m² construídos2 quartos,"Rua Amália Figueiroa, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",1.300
Vila-Buenos-Aires-zona-leste,10 m² construídos1 quarto,"Avenida Buenos Aires 00, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",700
Vila-Buenos-Aires-zona-leste,38 m² construídos1 quarto,"Vila Buenos Aires, São Paulo Zona Leste, São Paulo",750
Vila-Buenos-Aires-zona-leste,10 m² construídos1 quarto,"Avenida Buenos Aires 00, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",700
Quarta-Parada-zona-leste,144 m² construídos2 quartos,"Rua Juçaral, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.600
Quarta-Parada-zona-leste,67 m² construídos2 quartos,"Quarta Parada, São Paulo Zona Leste, São Paulo",1.500
Quarta-Parada-zona-leste,200 m² construídos4 quartos,"Rua José Vidal, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.800
Quarta-Parada-zona-leste,55 m² totais1 quarto,"Rua Jiparaná, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.000
Quarta-Parada-zona-leste,100 m² construídos2 quartos,"Quarta Parada, São Paulo Zona Leste, São Paulo",4.990
Quarta-Parada-zona-leste,200 m² construídos3 quartos,"Quarta Parada, São Paulo Zona Leste, São Paulo",4.990
Quarta-Parada-zona-leste,300 m² construídos5 quartos,"Tatuape, Quarta Parada, São Paulo Zona Leste, São Paulo",4.990
Quarta-Parada-zona-leste,70 m² construídos2 quartos,"Parada Xv De Novembro, 45, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",8.000
Quarta-Parada-zona-leste,60 m² construídos1 quarto,"Rua Goiatá, Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",1.200
Quarta-Parada-zona-leste,220 m² totais3 quartos,"Quarta Parada, São Paulo Zona Leste, São Paulo",1.800
Quarta-Parada-zona-leste,208 m² construídos3 quartos,"Quarta Parada, Quarta Parada, São Paulo Zona Leste, São Paulo",6.000
Quarta-Parada-zona-leste,208 m² construídos3 quartos,"Dr João Batista De Lacerda, Quarta Parada, São Paulo Zona Leste, São Paulo",6.000
Quarta-Parada-zona-leste,150 m² construídos,"Quarta Parada, São Paulo Zona Leste, São Paulo",6.000
Quarta-Parada-zona-leste,53 m² construídos1 quarto,"Quarta Parada, 45, Quarta Parada, São Paulo Zona Leste, São Paulo",4.000
Quarta-Parada-zona-leste,200 m² construídos3 quartos,"Quarta Parada, São Paulo Zona Leste, São Paulo",2.500
Quarta-Parada-zona-leste,240 m² construídos,"Quarta Parada, São Paulo Zona Leste, São Paulo",4.990
Quarta-Parada-zona-leste,600 m² construídos5 quartos,"Quarta Parada, São Paulo Zona Leste, São Paulo",3.500
Quarta-Parada-zona-leste,130 m² construídos2 quartos,"Rua João Soares, 115, Quarta Parada, São Paulo Zona Leste, São Paulo",9.700
Quarta-Parada-zona-leste,120 m² construídos3 quartos,"Quarta Parada, São Paulo Zona Leste, São Paulo",2.500
Quarta-Parada-zona-leste,45 m² construídos1 quarto,"Parada Xv De Novembro, São Paulo Zona Leste, São Paulo",3.500
Quarta-Parada-zona-leste,120 m² construídos3 quartos,"Quarta Parada, São Paulo Zona Leste, São Paulo",800
Quinta-Da-Paineira-zona-leste,400 m² construídos,"Rua São Luís Do Paraitinga, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",4.000
Quinta-Da-Paineira-zona-leste,150 m² construídos,"Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.700
Quinta-Da-Paineira-zona-leste,290 m² construídos3 quartos,"R Limeira, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",4.600
Quinta-Da-Paineira-zona-leste,75 m² totais,"Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.500
Quinta-Da-Paineira-zona-leste,50 m² construídos2 quartos,"R Pindamonhangaba, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.500
Quinta-Da-Paineira-zona-leste,105 m² construídos3 quartos,"Rua São Luís Do Paraitinga 207, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.900
Quinta-Da-Paineira-zona-leste,180 m² construídos,"Quinta Da Paineira, São Paulo Zona Leste, São Paulo",3.200
Quinta-Da-Paineira-zona-leste,50 m² construídos2 quartos,"Rua Paraibuna 273 Casa 2, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",1.400
Quinta-Da-Paineira-zona-leste,158 m² construídos3 quartos,"Rua Reginópolis 63, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.800
Quinta-Da-Paineira-zona-leste,120 m² construídos2 quartos,"R Leonor Monteiro Da Silva, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",2.700
Sítio-Pinheirinho-zona-leste,130 m² construídos3 quartos,"Rua Patuaí, 22, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",2.800
Sítio-Pinheirinho-zona-leste,28 m² construídos1 quarto,"Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",750
Vila-União-zona-leste,55 m² construídos1 quarto,"Antônio Olimpio 1047, Vila União (zona Leste), São Paulo Zona Leste, São Paulo",800
Vila-União-zona-leste,50 m² construídos2 quartos,"Vila União (zona Leste), São Paulo Zona Leste, São Paulo",1.200
Vila-União-zona-leste,50 m² construídos1 quarto,"Cristalândia Do Piaui 103, Vila União (zona Leste), São Paulo Zona Leste, São Paulo",650
Vila-União-zona-leste,115 m² construídos3 quartos,"Vila Nova Pauliceia, São Paulo Zona Leste, São Paulo",1.900
Jardim-América-Da-Penha-zona-leste,500 m² construídos8 quartos,"Rua Manoel Pedro Junior, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",35.000
Conjunto-Residencial-José-Bonifácio-zona-leste,60 m² construídos2 quartos,"Rua Ana Maria Sirani, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",900
Conjunto-Residencial-José-Bonifácio-zona-leste,80 m² totais2 quartos,"Rua Franco Leoni, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",1.400
Conjunto-Residencial-José-Bonifácio-zona-leste,65 m² construídos1 quarto,"Conjunto Residencial José Bonifácio - São Paulo/sp, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",1.000
Conjunto-Residencial-José-Bonifácio-zona-leste,120 m² totais,"Augusto Cavalcante, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",2.500
Conjunto-Residencial-José-Bonifácio-zona-leste,1 quarto,"Giovani Quadri, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",750
Conjunto-Residencial-José-Bonifácio-zona-leste,50 m² construídos1 quarto,"Rua Afonso Saladin 00, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",950
Vila-Ema-zona-leste,175 m² construídos3 quartos,"Vila Nova, São Paulo Zona Leste, São Paulo",2.300
Vila-Ema-zona-leste,120 m² construídos3 quartos,"Jardim Ana Rosa, São Paulo Zona Leste, São Paulo",3.000
Vila-Ema-zona-leste,160 m² construídos3 quartos,"Adolfo Schnabel, Vila Ema, São Paulo Zona Leste, São Paulo",2.500
Vila-Ema-zona-leste,250 m² construídos3 quartos,"Guariba, Vila Ema, São Paulo Zona Leste, São Paulo",3.500
Vila-Ema-zona-leste,52 m² construídos2 quartos,"Vila Graciosa, São Paulo Zona Leste, São Paulo",2.000
Vila-Ema-zona-leste,190 m² construídos2 quartos,"Vila Ema, São Paulo Zona Leste, São Paulo",1.800
Vila-Ema-zona-leste,260 m² construídos3 quartos,"Rua Bento Sabino Dos Reis 94/100, Vila Ema, São Paulo Zona Leste, São Paulo",6.600
Vila-Ema-zona-leste,160 m² construídos3 quartos,"Vila Ema, São Paulo Zona Leste, São Paulo",2.500
Vila-Ema-zona-leste,70 m² construídos1 quarto,"Vila Ema, São Paulo Zona Leste, São Paulo",1.000
Vila-Ema-zona-leste,150 m² construídos3 quartos,"Avenida Vila Ema 874, Vila Ema, São Paulo Zona Leste, São Paulo",2.500
Vila-Ema-zona-leste,100 m² construídos2 quartos,"Rua Carlo Koekler 114, Vila Ema, São Paulo Zona Leste, São Paulo",2.300
Vila-Ema-zona-leste,160 m² construídos3 quartos,"Vila Ema, São Paulo Zona Leste, São Paulo",2.500
Vila-Ema-zona-leste,120 m² totais3 quartos,"Chácara Belenzinho, São Paulo Zona Leste, São Paulo",4.000
Vila-Ema-zona-leste,60 m² construídos1 quarto,"Rua João Graeber, Vila Ema, São Paulo Zona Leste, São Paulo",1.100
Vila-Ema-zona-leste,40 m² construídos1 quarto,"Rua Santa Helena, Vila Santa Clara, São Paulo Zona Leste, São Paulo",1.100
Vila-Ema-zona-leste,260 m² construídos3 quartos,"Vila Ema, São Paulo Zona Leste, São Paulo",5.500
Vila-Ema-zona-leste,70 m² construídos1 quarto,"Vila Ema, São Paulo Zona Leste, São Paulo",1.000
Vila-Ema-zona-leste,100 m² construídos1 quarto,"Vila Ema, São Paulo Zona Leste, São Paulo",963
Vila-Ema-zona-leste,160 m² construídos3 quartos,"R. Adolfo Schnabel, 200, Vila Ema, São Paulo Zona Leste, São Paulo",2.500
Vila-Ema-zona-leste,160 m² totais3 quartos,"Não Fornecido, Vila Ema, São Paulo Zona Leste, São Paulo",2.500
Vila-Ema-zona-leste,70 m² construídos1 quarto,"Vila Ema, São Paulo Zona Leste, São Paulo",1.000
Vila-Esperança-zona-leste,87 m² construídos3 quartos,"Vila Esperança, São Paulo Zona Leste, São Paulo",1.900
Vila-Esperança-zona-leste,50 m² construídos1 quarto,"Vila Centenário, São Paulo Zona Leste, São Paulo",1.100
Vila-Esperança-zona-leste,80 m² construídos2 quartos,"Vila Esperança, São Paulo Zona Leste, São Paulo",1.800
Vila-Esperança-zona-leste,60 m² construídos2 quartos,"Vila Esperança, São Paulo Zona Leste, São Paulo",1.200
Vila-Esperança-zona-leste,60 m² construídos3 quartos,"Rua Maria Carlota, Vila Esperança, São Paulo Zona Leste, São Paulo",1.500
Vila-Esperança-zona-leste,80 m² construídos2 quartos,"Rua Isabel, Vila Esperança, São Paulo Zona Leste, São Paulo",1.400
Vila-Esperança-zona-leste,350 m² construídos3 quartos,"Rua Jorge Augusto, Vila Centenário, São Paulo Zona Leste, São Paulo",4.000
Vila-Esperança-zona-leste,75 m² construídos2 quartos,"Avenida Padre Olivetanos, Vila Esperança, São Paulo Zona Leste, São Paulo",2.500
Vila-Esperança-zona-leste,190 m² construídos3 quartos,"Rua Dezenove De Maio, Vila Esperança, São Paulo Zona Leste, São Paulo",4.000
Vila-Esperança-zona-leste,120 m² construídos3 quartos,"Vila Esperança, São Paulo Zona Leste, São Paulo",2.400
Vila-Esperança-zona-leste,70 m² construídos2 quartos,"Vila Esperança, São Paulo Zona Leste, São Paulo",2.500
Vila-Esperança-zona-leste,3 quartos,"Rua Orlando Tarquinio, 47, Vila Esperança, São Paulo Zona Leste, São Paulo",3.500
Vila-Esperança-zona-leste,180 m² construídos3 quartos,"Avenida Padre Olivetanos, Vila Esperança, São Paulo Zona Leste, São Paulo",4.000
Vila-Esperança-zona-leste,300 m² construídos3 quartos,"(dado Não Fornecido), Vila Esperança, São Paulo Zona Leste, São Paulo",4.500
Vila-Esperança-zona-leste,114 m² construídos2 quartos,"(dado Não Fornecido), Vila Esperança, São Paulo Zona Leste, São Paulo",1.900
Vila-Esperança-zona-leste,"1,200 m² construídos6 quartos","Vila Esperança, São Paulo Zona Leste, São Paulo",25.000
Vila-Esperança-zona-leste,223 m² construídos3 quartos,"Vila Esperança, São Paulo Zona Leste, São Paulo",4.000
Vila-Esperança-zona-leste,70 m² construídos3 quartos,"Vila Esperança, São Paulo Zona Leste, São Paulo",2.000
Vila-Esperança-zona-leste,150 m² construídos2 quartos,"Celina, Vila Esperança, São Paulo Zona Leste, São Paulo",4.000
Vila-Esperança-zona-leste,120 m² construídos2 quartos,"Vila Esperança, Vila Esperança, São Paulo Zona Leste, São Paulo",2.260
Vila-Esperança-zona-leste,500 m² totais2 quartos,"Vila Esperança, Vila Esperança, São Paulo Zona Leste, São Paulo",2.800
Vila-Mariana-zona-sul,10 m² construídos5 quartos,"Rua Joel Jorge De Melo, 765, Vila Mariana, São Paulo Zona Sul, São Paulo",4.200
Vila-Mariana-zona-sul,172 m² construídos3 quartos,"Bittencourt Sampaio 155, Vila Mariana, São Paulo Zona Sul, São Paulo",5.900
Vila-Mariana-zona-sul,175 m² construídos3 quartos,"Rua Pelotas, Vila Mariana, São Paulo Zona Sul, São Paulo",4.900
Vila-Mariana-zona-sul,100 m² construídos2 quartos,"Vila Mariana, São Paulo Zona Sul, São Paulo",2.500
Vila-Mariana-zona-sul,300 m² construídos3 quartos,"R Domingos Augusto Setti, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",6.000
Vila-Mariana-zona-sul,100 m² construídos2 quartos,"R Joel Jorge De Melo, Vila Mariana, São Paulo Zona Sul, São Paulo",3.300
Vila-Mariana-zona-sul,172 m² construídos3 quartos,"R Jorge Tibiriçá, Vila Mariana, São Paulo Zona Sul, São Paulo",5.900
Vila-Mariana-zona-sul,100 m² construídos3 quartos,"R Jorge Tibiriçá, Vila Mariana, São Paulo Zona Sul, São Paulo",3.500
Vila-Mariana-zona-sul,60 m² construídos2 quartos,"R Coronel Lisboa, Vila Mariana, São Paulo Zona Sul, São Paulo",3.000
Vila-Mariana-zona-sul,200 m² construídos,"Rua Benito Juarez, Vila Mariana, São Paulo Zona Sul, São Paulo",6.200
Vila-Mariana-zona-sul,60 m² construídos1 quarto,"Vila Mariana, São Paulo Zona Sul, São Paulo",2.300
Vila-Mariana-zona-sul,270 m² construídos3 quartos,"Rua Joel Jorge De Melo, 765, Vila Mariana, São Paulo Zona Sul, São Paulo",5.000
Vila-Mariana-zona-sul,155 m² construídos3 quartos,"Professor Macedo Soares 96, Vila Mariana, São Paulo Zona Sul, São Paulo",2.600
Vila-Mariana-zona-sul,200 m² construídos3 quartos,"Rua Da União, Vila Mariana, São Paulo Zona Sul, São Paulo",2.900
Vila-Mariana-zona-sul,45 m² construídos2 quartos,"Rua Doutor Amâncio De Carvalho, Vila Mariana, São Paulo Zona Sul, São Paulo",2.500
Vila-Mariana-zona-sul,281 m² construídos2 quartos,"Rua São Paulino, Vila Mariana, São Paulo Zona Sul, São Paulo",9.000
Vila-Mariana-zona-sul,150 m² construídos2 quartos,"Rua Dona Brígida, Vila Mariana, São Paulo Zona Sul, São Paulo",3.250
Vila-Mariana-zona-sul,250 m² construídos,"Rua Santa Cruz, Vila Mariana, São Paulo Zona Sul, São Paulo",15.000
Vila-Mariana-zona-sul,250 m² construídos5 quartos,"Vila Mariana, São Paulo Zona Sul, São Paulo",4.900
Vila-Mariana-zona-sul,180 m² construídos1 quarto,"R Estela, Vila Mariana, São Paulo Zona Sul, São Paulo",5.000
Vila-Mariana-zona-sul,280 m² construídos10 quartos,"R Doutor Victor Brecheret, Vila Mariana, São Paulo Zona Sul, São Paulo",9.000
Jardim-Paulista-zona-sul,170 m² construídos3 quartos,"Rua Batataes 158, Jardim Paulista, São Paulo Zona Sul, São Paulo",3.000
Jardim-Paulista-zona-sul,308 m² construídos3 quartos,"Al Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",45.000
Jardim-Paulista-zona-sul,249 m² construídos3 quartos,"R Estados Unidos, Jardim América, São Paulo Zona Sul, São Paulo",35.000
Jardim-Paulista-zona-sul,140 m² construídos,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",5.000
Jardim-Paulista-zona-sul,88 m² construídos5 quartos,"R Caconde, Jardim Paulista, São Paulo Zona Sul, São Paulo",8.500
Jardim-Paulista-zona-sul,160 m² construídos1 quarto,"R José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",10.000
Jardim-Paulista-zona-sul,520 m² construídos8 quartos,"Pc Das Guianas, Jardim Paulista, São Paulo Zona Sul, São Paulo",25.000
Jardim-Paulista-zona-sul,850 m² construídos4 quartos,"R Honduras, Jardim Paulista, São Paulo Zona Sul, São Paulo",58.000
Jardim-Paulista-zona-sul,390 m² construídos4 quartos,"R Pacheco Miranda, Jardim Paulista, São Paulo Zona Sul, São Paulo",25.000
Jardim-Paulista-zona-sul,317 m² construídos3 quartos,"R Marília, Jardim Paulista, São Paulo Zona Sul, São Paulo",15.000
Jardim-Paulista-zona-sul,359 m² construídos4 quartos,"R Maestro Elias Lobo, Jardim Paulista, São Paulo Zona Sul, São Paulo",17.000
Jardim-Paulista-zona-sul,359 m² construídos4 quartos,"R Maestro Elias Lobo, Jardim Paulista, São Paulo Zona Sul, São Paulo",17.000
Jardim-Paulista-zona-sul,390 m² construídos4 quartos,"R Pacheco Miranda, Jardim Paulista, São Paulo Zona Sul, São Paulo",25.000
Jardim-Paulista-zona-sul,317 m² construídos3 quartos,"R Marília, Jardim Paulista, São Paulo Zona Sul, São Paulo",15.000
Jardim-Paulista-zona-sul,436 m² construídos,"Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo Zona Sul, São Paulo",22.000
Jardim-Paulista-zona-sul,350 m² construídos,"Alameda Joaquim Eugênio De Lima, Jardim Paulista, São Paulo Zona Sul, São Paulo",35.000
Jardim-Paulista-zona-sul,80 m² construídos,"Avenida Brigadeiro Luís Antônio, 2504, Jardim Paulista, São Paulo Zona Sul, São Paulo",4.500
Jardim-Paulista-zona-sul,300 m² construídos3 quartos,"Rua Baetinga, Brooklin Paulista, São Paulo Zona Sul, São Paulo",7.000
Jardim-Paulista-zona-sul,148 m² construídos,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",10.000
Jardim-Paulista-zona-sul,289 m² construídos3 quartos,"Jardim Paulista, São Paulo Zona Sul, São Paulo",35.000
Jardim-Paulista-zona-sul,348 m² construídos,"Rua Estados Unidos, Jardim América, São Paulo Zona Sul, São Paulo",15.000
Vila-Olímpia-zona-sul,82 m² construídos3 quartos,"Vila Olímpia, São Paulo Zona Sul, São Paulo",3.300
Vila-Olímpia-zona-sul,160 m² construídos,"Vila Olímpia, São Paulo Zona Sul, São Paulo",6.000
Vila-Olímpia-zona-sul,400 m² construídos,"R Santa Justina, Vila Olímpia, São Paulo Zona Sul, São Paulo",35.000
Vila-Olímpia-zona-sul,170 m² construídos2 quartos,"Vila Olímpia, São Paulo Zona Sul, São Paulo",6.000
Vila-Olímpia-zona-sul,100 m² construídos2 quartos,"Rua Professor Vahia De Abreu, Vila Olímpia, São Paulo Zona Sul, São Paulo",4.200
Vila-Olímpia-zona-sul,250 m² construídos,"Rua Nigéria, Itaim Bibi, São Paulo Zona Sul, São Paulo",7.500
Vila-Olímpia-zona-sul,950 m² construídos2 quartos,"Rua Gomes De Carvalho, Vila Olímpia, São Paulo Zona Sul, São Paulo",60.000
Vila-Olímpia-zona-sul,196 m² construídos,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",12.000
Vila-Olímpia-zona-sul,"1,000 m² construídos1 quarto","Av Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",65.000
Vila-Olímpia-zona-sul,130 m² totais2 quartos,"Rua Professor Vahia De Abreu, Vila Olímpia, São Paulo Zona Sul, São Paulo",4.400
Vila-Olímpia-zona-sul,140 m² construídos,"Vila Olímpia, São Paulo Zona Sul, São Paulo",2.800
Vila-Olímpia-zona-sul,216 m² construídos2 quartos,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",7.000
Vila-Olímpia-zona-sul,192 m² construídos2 quartos,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",7.000
Vila-Olímpia-zona-sul,90 m² construídos2 quartos,"Rua Professor Vahia De Abreu, Vila Olímpia, São Paulo Zona Sul, São Paulo",4.300
Vila-Olímpia-zona-sul,220 m² construídos,"Vila Olímpia, São Paulo Zona Sul, São Paulo",12.000
